28	45	75	87	56	7	34	10	64	70	33	96	16	88	42	83	19	83	20	92	22	8	75	65	91	74	91	39	94	91	
20	77	37	50	65	93	56	54	58	21	80	46	73	95	36	16	80	10	55	1	3	76	62	77	96	10	9	89	48	4	
37	23	80	74	29	3	24	84	12	81	61	91	83	35	88	20	6	25	83	60	79	41	91	42	74	89	51	82	35	55	
85	71	77	22	2	7	24	79	47	36	18	9	82	2	97	27	75	58	51	59	20	31	55	66	28	30	12	79	13	46	
35	53	73	67	31	30	74	10	11	76	1	82	84	83	83	38	11	59	95	18	73	70	4	29	92	32	15	5	66	27	
7	2	36	35	24	66	64	53	31	30	30	32	13	69	70	95	8	36	11	59	53	39	30	57	24	77	44	38	82	11	
64	44	66	55	78	89	76	97	44	9	29	29	40	95	98	65	48	61	2	58	21	55	53	7	67	76	83	66	15	22	
76	34	65	97	89	44	87	66	97	86	30	27	17	25	23	70	89	26	32	91	40	9	3	92	69	69	69	53	90	39	
75	67	72	95	21	18	95	63	40	93	51	69	21	23	94	97	48	40	25	35	32	20	43	34	13	13	58	37	22	49	
75	96	71	48	48	47	22	44	12	61	38	62	85	14	40	80	67	87	76	91	77	9	66	22	97	78	88	12	16	11	
17	46	62	87	93	12	90	70	55	3	32	49	20	19	62	59	54	30	3	31	76	79	94	43	56	92	22	2	5	91	
12	75	38	30	20	87	95	11	58	7	13	46	55	32	64	19	46	73	48	48	60	26	82	55	68	94	4	46	95	62	
38	62	39	32	91	58	20	43	68	77	50	36	24	6	67	43	24	14	72	72	17	33	53	54	43	76	49	46	23	1	
63	17	63	3	48	11	16	67	54	39	1	5	74	79	10	42	77	88	11	50	61	27	38	69	81	80	46	85	81	69	
86	46	85	6	4	88	16	74	56	25	14	12	29	88	90	93	85	69	82	96	74	98	78	14	68	16	49	15	3	32	
39	44	33	79	49	36	68	20	65	79	45	79	91	73	24	38	23	64	8	6	17	38	59	95	7	28	66	55	97	68	
86	91	67	74	72	17	66	95	37	32	76	81	66	24	11	89	61	34	11	25	93	27	62	54	77	24	81	45	78	35	
68	22	28	37	95	55	9	62	51	45	50	82	81	17	7	92	62	24	81	72	48	75	54	65	30	33	88	67	77	67	
57	2	44	40	38	41	94	47	58	3	47	63	84	30	80	47	77	43	70	15	70	73	89	25	39	75	57	82	97	89	
6	11	47	50	51	84	46	46	86	59	4	35	24	44	20	5	90	52	3	17	66	28	89	12	52	83	86	65	22	40	
11	27	51	57	32	3	97	77	4	84	92	62	74	17	7	93	75	96	2	33	68	67	60	14	79	67	52	22	33	73	
62	98	1	68	56	87	70	54	21	29	94	14	90	69	30	96	20	60	49	21	92	18	44	53	85	24	22	38	45	10	
12	62	9	67	31	21	55	56	30	75	41	79	45	32	50	74	84	25	90	88	1	83	62	44	92	48	23	69	86	68	
34	53	31	97	21	18	19	31	73	4	62	15	83	8	3	88	37	42	14	28	31	68	67	92	68	16	96	90	40	83	
59	73	91	46	71	14	19	45	98	91	49	61	62	33	68	64	22	7	7	89	88	91	14	56	85	81	27	38	73	66	
76	87	95	68	88	67	81	8	68	81	1	18	97	62	6	67	81	81	29	43	71	72	35	40	84	21	23	12	14	95	
78	89	39	30	59	29	96	41	36	65	77	90	38	32	9	43	98	45	25	82	87	51	55	24	91	40	98	69	8	14	
21	41	4	59	70	62	43	67	59	35	88	91	80	27	24	89	26	77	89	6	16	78	13	71	57	5	66	56	29	73	
25	49	15	83	9	40	2	8	9	16	42	52	9	23	34	86	67	15	21	58	21	36	91	33	62	49	91	84	60	21	
58	85	25	29	69	87	68	70	94	32	86	37	39	50	60	73	91	28	43	67	41	63	59	33	95	22	81	43	7	43	
19	21	83	43	5	9	32	28	34	27	60	75	64	54	80	25	82	73	8	27	95	49	89	55	81	42	77	20	40	39	
18	59	15	56	3	19	64	34	47	97	61	62	74	26	17	55	6	1	83	67	81	80	17	71	90	54	68	24	29	10	
63	2	68	77	57	26	52	76	60	98	74	76	61	5	3	33	16	62	33	54	84	15	89	3	42	81	12	65	6	94	
30	24	95	53	3	9	79	54	84	40	9	15	17	69	20	73	3	89	90	90	44	75	60	35	33	57	17	98	24	76	
93	9	2	45	62	58	9	42	13	92	37	75	63	9	45	38	81	3	28	28	48	71	4	64	61	91	76	33	90	55	
11	41	64	66	41	27	25	50	68	91	97	6	67	61	14	67	98	50	69	27	77	73	54	36	92	70	28	69	5	74	
26	69	16	89	36	12	17	16	61	40	8	16	1	74	76	68	42	32	19	66	14	51	94	23	42	87	93	26	58	53	
1	83	23	70	29	14	81	45	29	98	40	36	15	40	65	46	9	8	77	81	29	91	87	25	69	30	13	63	55	26	
17	11	10	93	36	92	8	73	38	90	28	77	27	42	72	91	43	80	54	22	62	83	68	6	9	38	36	75	57	46	
3	29	13	66	24	48	60	85	76	53	77	5	86	59	2	59	8	45	41	61	22	58	1	45	64	63	82	55	94	94	
56	96	25	68	19	48	72	78	88	5	87	66	10	74	81	11	34	88	55	30	6	32	44	61	76	63	25	16	19	20	
11	30	71	35	54	90	38	27	25	82	31	13	49	94	86	85	61	76	74	71	7	36	5	6	96	80	68	76	95	42	
52	62	72	78	52	27	69	46	9	50	29	93	62	33	89	6	20	51	81	49	23	43	84	81	5	37	63	72	69	15	
16	22	76	87	1	84	69	26	31	77	75	59	71	92	91	17	53	66	67	89	17	46	34	56	82	38	49	46	65	19	
17	80	94	48	24	50	33	92	75	63	70	7	77	97	55	26	15	9	91	38	98	63	83	87	75	22	80	25	24	46	
97	40	82	92	43	7	43	76	1	74	94	26	80	73	24	36	54	39	45	46	76	98	65	16	86	41	37	67	65	60	
14	63	55	95	12	98	4	54	31	58	83	26	39	65	54	19	56	9	57	56	55	88	55	75	59	42	17	51	64	37	
67	78	55	23	30	66	76	87	75	8	2	60	88	41	80	43	59	37	52	71	49	62	16	59	38	30	57	10	80	22	
46	4	55	2	27	85	67	58	73	43	22	75	58	11	71	39	53	31	32	6	57	36	23	72	94	16	3	8	25	38	
30	70	42	84	27	24	26	93	81	55	92	4	85	51	14	57	46	23	43	77	82	1	14	7	28	63	22	84	71	47	
23	2	72	64	41	1	43	23	49	26	77	42	83	63	49	53	75	94	75	19	28	58	73	95	20	2	59	96	85	31	
98	63	86	71	29	83	27	71	7	76	52	39	73	91	57	77	45	33	28	75	7	55	88	79	7	10	36	66	7	22	
52	6	40	40	32	68	24	59	95	84	90	4	78	20	94	36	97	40	68	80	70	30	91	60	10	97	25	1	64	85	
76	72	90	17	13	77	41	90	91	37	31	38	40	10	58	36	45	12	31	68	91	57	97	83	18	62	38	96	18	3	
82	93	74	73	11	42	7	51	87	54	43	19	91	83	28	6	74	28	17	60	95	64	18	49	48	89	66	85	86	83	
44	69	33	73	97	44	71	60	50	59	15	93	78	7	33	61	13	62	89	83	23	85	48	95	90	96	85	13	38	29	
96	37	97	30	12	52	29	82	13	35	42	27	29	75	87	17	38	1	78	28	84	56	68	87	52	15	84	93	28	78	
23	79	16	75	10	81	28	93	20	40	29	18	22	13	92	11	29	85	11	62	68	50	19	92	39	27	8	78	21	35	
13	43	15	83	19	79	21	47	29	41	42	57	14	64	25	7	74	53	48	40	70	17	46	88	10	40	16	18	73	90	
8	86	34	77	26	9	13	46	11	41	42	8	53	55	71	77	18	2	85	65	96	56	81	43	1	47	38	71	20	12	
62	27	53	52	59	34	60	71	80	26	67	23	33	21	34	6	97	51	61	83	17	58	40	53	56	95	1	93	67	20	
7	30	3	15	37	61	49	52	88	84	77	56	62	12	77	95	71	31	47	87	16	19	47	11	72	4	7	72	97	29	
48	59	15	50	29	51	66	33	5	55	18	81	67	80	48	1	76	74	31	79	19	2	97	65	13	26	24	73	54	76	
58	3	36	72	8	21	24	29	53	28	40	71	65	8	8	68	8	39	98	38	19	18	94	72	38	62	97	61	36	52	
39	93	10	30	22	17	50	46	46	5	29	85	31	49	48	38	73	55	76	72	48	51	89	97	24	82	60	22	44	52	
30	82	2	39	68	24	12	19	69	13	77	53	53	63	4	2	56	76	12	34	5	15	40	49	14	19	32	73	94	75	
26	25	15	28	20	82	7	31	2	75	43	35	29	95	97	86	52	55	19	19	44	23	33	83	71	2	57	4	75	52	
79	56	77	93	39	96	76	45	82	33	75	26	23	60	76	22	47	83	32	22	3	31	44	35	69	17	37	27	20	67	
78	54	78	56	4	73	9	35	19	90	24	50	71	46	11	48	23	13	32	54	34	88	40	34	25	10	50	17	36	25	
39	16	35	18	27	38	90	36	29	65	81	52	70	54	53	80	57	76	48	45	85	38	34	27	71	14	36	76	30	28	
2	68	43	90	42	25	30	87	16	14	53	97	65	24	8	73	59	20	50	63	64	37	2	54	19	28	67	54	5	53	
81	6	76	79	96	73	6	81	62	75	50	70	73	16	50	36	44	64	56	94	28	75	86	83	30	6	12	53	15	16	
61	52	76	92	86	29	67	47	65	84	24	16	55	96	85	60	88	30	26	45	79	9	21	66	92	7	27	59	59	42	
31	75	49	8	68	36	90	90	83	12	75	8	27	86	59	67	47	48	52	72	92	33	37	69	98	30	75	27	44	89	
24	74	65	72	37	88	63	28	80	47	93	56	10	75	43	69	43	46	72	95	19	22	83	55	90	82	40	66	64	84	
12	43	59	76	16	52	65	79	35	2	81	30	58	91	6	56	17	5	3	88	55	76	65	39	86	56	76	82	77	96	
67	88	40	81	21	12	34	42	90	25	43	28	54	56	74	15	68	90	19	70	36	73	3	2	67	89	14	45	72	90	
42	94	36	81	32	12	92	22	53	39	46	52	23	55	63	96	69	32	44	44	58	35	72	60	90	41	6	5	41	33	
51	38	82	42	20	16	53	68	91	62	62	92	69	84	48	33	38	72	65	37	17	78	71	45	39	62	85	1	23	81	
87	73	20	71	70	93	42	24	18	88	41	36	81	11	75	30	44	14	3	64	50	74	43	76	20	81	40	60	37	62	
96	26	90	17	52	61	65	49	40	83	38	81	74	20	91	50	5	36	20	7	1	69	36	97	47	11	36	42	70	72	
59	67	53	50	39	60	12	60	10	7	98	47	87	73	22	80	24	26	71	43	87	28	68	24	26	70	35	61	13	60	
89	27	83	43	76	77	5	43	38	68	49	37	17	38	11	92	73	89	20	1	87	8	28	56	85	10	27	21	26	93	
37	16	21	21	15	52	53	19	94	91	42	1	83	14	92	94	8	22	40	27	22	28	88	6	84	74	15	66	51	40	
17	87	12	91	63	26	45	17	98	94	63	41	50	48	55	43	97	62	64	38	44	42	65	33	47	6	8	17	28	14	
12	98	56	23	90	20	48	36	91	47	86	11	44	37	58	98	36	12	17	55	49	60	96	70	48	98	31	11	16	14	
25	28	13	80	50	5	56	54	94	4	56	37	14	1	74	28	54	65	39	70	21	44	85	73	15	34	72	1	45	88	
15	25	71	27	6	76	85	17	31	37	20	87	73	34	87	4	17	43	68	55	68	89	98	11	63	68	44	90	25	44	
79	39	24	7	21	30	83	62	46	69	98	22	57	72	11	2	32	27	98	1	37	23	45	37	33	63	60	33	55	40	
32	89	78	56	96	55	41	36	18	42	6	71	63	19	98	73	74	31	55	29	86	92	51	32	84	40	95	1	72	7	
41	5	95	20	16	48	30	56	83	3	98	45	73	18	19	73	91	92	59	3	22	46	94	28	78	79	67	30	80	40	
36	22	1	86	95	16	36	27	28	20	83	27	20	58	44	38	86	90	31	46	49	8	92	44	36	71	25	58	56	60	
54	91	37	10	78	33	25	69	15	52	45	98	34	64	57	34	4	44	79	88	45	29	52	38	73	43	64	53	2	21	
68	11	67	6	20	3	38	1	71	9	52	17	8	42	37	20	31	94	19	11	83	63	94	90	3	24	88	22	32	90	
97	1	56	65	6	76	67	97	76	94	7	83	66	14	26	4	33	12	97	7	23	38	70	72	29	28	95	19	49	28	
64	3	28	21	68	87	52	90	85	29	41	92	68	9	61	49	12	50	61	11	56	39	48	81	12	32	10	8	6	15	
35	69	17	18	46	40	6	53	86	46	38	28	39	7	36	56	55	4	7	71	14	18	11	17	1	22	48	64	29	10	
78	19	34	51	90	79	90	95	34	33	43	71	61	37	33	52	92	87	55	54	60	68	72	26	40	72	48	44	37	32	
53	71	51	86	23	42	23	68	93	56	3	91	82	19	29	70	70	77	58	27	32	73	50	59	1	90	86	4	35	25	
35	87	51	41	30	29	39	52	52	33	63	54	25	2	28	9	71	98	85	85	80	73	59	31	33	15	76	21	18	66	
1	9	10	7	49	40	35	87	91	86	75	56	96	55	57	25	64	30	78	6	16	15	34	30	46	23	1	77	97	72	
45	53	80	54	59	85	93	93	29	42	36	6	53	33	60	11	14	79	94	91	41	65	8	30	51	9	52	51	41	50	
24	85	4	60	95	18	46	89	12	74	86	48	35	40	36	51	7	49	31	2	96	27	23	59	57	73	67	64	79	63	
16	58	50	73	19	2	91	20	46	58	50	34	61	84	73	97	36	79	47	23	37	44	5	15	4	17	43	26	81	23	
45	96	80	94	26	55	95	72	74	96	32	79	31	92	65	60	46	56	40	93	34	32	92	93	2	52	11	44	33	91	
66	77	44	4	28	70	58	78	97	33	76	30	14	8	78	34	67	25	45	63	73	35	50	23	29	52	74	39	95	62	
32	19	41	31	22	68	2	79	4	1	67	79	84	36	42	19	25	11	98	70	29	28	6	34	50	88	85	79	28	38	
43	15	12	39	46	33	8	3	67	65	57	89	45	97	27	87	17	51	53	70	76	81	98	37	16	5	26	57	84	54	
50	82	24	17	22	25	5	83	82	71	50	40	61	94	92	43	38	65	50	90	36	27	28	89	64	98	94	89	12	35	
98	61	18	78	33	93	58	37	77	41	9	82	37	25	34	30	68	71	94	73	19	86	1	46	76	20	45	27	65	12	
61	20	28	34	53	60	28	13	96	61	53	6	44	89	85	77	75	10	50	70	82	68	13	38	69	45	14	70	71	78	
81	34	53	11	23	8	70	51	20	68	13	28	29	56	73	69	89	49	78	40	74	17	63	87	55	87	33	68	58	5	
3	41	92	55	7	71	18	76	23	37	1	89	21	84	2	93	54	90	43	34	85	72	50	49	60	60	92	48	83	51	
9	85	47	56	96	53	28	15	85	50	8	41	94	28	26	96	22	36	87	20	25	74	91	74	78	9	90	27	56	74	
78	64	61	26	22	58	35	49	28	75	55	35	17	50	62	97	3	39	34	90	14	58	21	7	87	54	69	78	81	26	
10	16	46	26	95	67	39	31	71	66	7	27	3	78	33	20	76	35	15	65	80	28	24	56	88	66	66	58	2	4	
84	11	19	31	36	69	53	30	2	25	95	62	8	53	41	94	73	72	84	87	38	66	70	17	77	60	83	98	19	84	
3	58	50	75	44	41	46	96	70	3	77	22	64	40	75	61	35	5	34	20	47	28	41	18	44	74	33	82	73	8	
67	76	65	72	8	65	14	53	18	39	55	94	61	75	89	91	91	25	95	26	1	43	9	95	60	53	70	93	36	45	
2	59	76	22	86	83	86	56	92	6	94	4	55	12	78	46	4	70	26	98	52	26	42	16	23	58	24	92	8	60	
92	9	74	25	84	17	10	72	72	57	33	24	60	43	89	94	88	93	65	16	48	72	95	46	88	19	5	13	67	12	
28	16	74	57	41	59	30	6	86	3	62	20	80	23	63	71	72	8	21	93	77	68	66	74	15	11	48	73	78	70	
40	61	86	69	74	82	30	5	87	71	7	50	47	87	28	65	15	2	72	35	94	51	4	17	80	73	82	83	3	61	
55	43	77	96	67	52	79	52	56	67	25	63	72	71	7	55	37	21	56	64	11	7	70	68	78	51	42	61	90	1	
77	46	97	55	43	65	63	23	19	20	45	43	38	18	69	44	72	61	20	84	26	84	46	96	54	79	4	51	95	93	
51	73	94	49	84	38	70	48	16	88	23	60	86	61	33	56	60	61	72	36	46	97	21	47	50	74	28	54	27	24	
4	33	53	98	38	92	91	9	41	63	52	19	78	39	79	13	50	95	73	23	32	74	75	52	22	27	82	5	36	64	
29	39	96	81	92	35	74	41	97	70	5	50	88	82	44	25	50	49	21	78	71	52	53	4	59	31	30	96	35	65	
61	63	59	59	1	9	49	74	49	4	1	9	53	45	46	97	25	96	3	45	75	30	52	30	33	66	16	62	64	50	
82	26	69	96	40	69	6	45	1	10	48	55	72	56	1	20	10	25	17	13	25	91	42	32	76	74	54	47	91	19	
97	74	98	67	27	94	37	87	94	91	52	97	48	26	54	4	45	64	29	61	32	9	9	73	95	41	4	50	87	94	
24	41	25	77	9	51	28	2	93	23	48	47	21	95	72	31	1	18	94	83	34	81	47	96	55	43	38	58	48	81	
9	71	77	33	6	42	39	33	97	88	56	46	36	32	43	9	62	97	80	57	37	15	93	83	66	49	82	60	62	31	
42	70	58	74	58	63	17	53	95	15	42	8	61	77	40	59	41	3	13	76	16	49	90	10	33	13	15	70	72	76	
57	69	4	16	45	17	34	61	69	30	76	66	92	38	98	33	52	94	35	64	71	6	14	62	16	2	31	30	28	4	
61	84	73	64	1	19	37	34	79	61	19	12	29	12	5	28	44	56	78	35	75	50	40	44	68	11	46	98	94	73	
3	57	58	75	76	14	49	68	3	84	31	21	95	59	87	2	42	86	13	21	76	88	71	72	33	40	82	34	39	34	
62	95	90	75	72	23	88	76	91	46	61	23	23	58	37	11	15	78	96	27	55	74	70	81	3	5	22	84	92	16	
19	56	12	64	32	39	43	76	17	89	23	77	13	45	90	5	11	6	38	63	33	92	92	4	74	94	62	51	79	56	
66	54	13	34	73	98	28	17	31	44	7	54	77	73	54	68	33	65	74	71	29	62	64	76	21	94	71	83	46	7	
94	68	60	62	57	89	61	84	7	92	84	68	3	62	96	12	85	31	32	16	3	16	33	22	91	54	17	63	92	63	
70	87	86	85	6	44	31	22	29	92	69	68	61	71	85	14	39	72	44	70	43	2	86	76	24	78	31	94	43	24	
14	68	66	1	10	71	44	41	92	29	34	63	96	50	89	39	63	29	12	63	1	54	20	86	31	43	21	17	93	63	
40	8	86	61	9	52	33	8	48	81	90	37	1	44	42	89	82	60	74	49	24	74	4	44	17	89	42	37	7	36	
56	3	98	97	19	8	6	8	69	53	88	17	89	44	60	86	34	97	48	63	47	71	92	6	70	10	50	68	3	13	
59	14	15	58	12	33	21	72	94	90	26	83	8	71	28	23	58	18	21	7	80	23	34	30	28	59	93	78	28	95	
90	43	64	60	2	32	48	23	5	44	68	30	82	31	56	66	53	70	83	29	76	20	51	65	49	34	26	98	13	9	
50	58	51	16	19	9	47	23	31	51	66	54	36	49	84	48	70	92	19	54	22	50	30	28	17	34	61	96	33	30	
6	83	87	13	98	62	21	2	40	51	52	7	60	43	11	1	90	81	92	10	90	69	60	21	96	76	11	14	73	43	
43	34	81	86	46	36	5	66	37	44	72	88	6	33	87	70	33	78	8	80	88	98	50	5	74	3	36	84	71	64	
83	15	97	21	56	45	57	16	66	93	59	40	39	20	28	27	90	17	6	97	96	49	52	4	53	28	6	44	67	76	
9	7	47	8	28	58	8	84	74	73	34	88	68	72	10	96	98	55	14	60	9	65	10	61	68	19	44	30	62	66	
61	71	73	63	34	56	23	41	95	52	15	30	95	39	4	60	36	3	16	5	18	25	25	28	85	49	2	84	34	19	
51	94	89	79	15	24	36	91	20	86	44	89	18	40	29	21	2	20	77	71	78	51	95	4	78	37	52	35	22	85	
53	73	37	98	9	51	23	45	43	97	86	42	87	5	37	71	79	92	90	14	65	69	64	17	28	97	54	80	33	31	
22	85	59	14	84	68	20	63	68	62	17	55	59	5	60	52	31	94	45	22	9	65	46	28	82	73	26	91	10	58	
23	32	1	38	1	40	7	21	58	30	38	74	84	97	34	1	50	20	95	50	41	59	17	86	87	98	17	68	90	26	
82	68	57	82	7	14	77	67	34	91	96	71	66	82	25	56	38	30	75	88	80	72	5	96	15	47	51	31	16	96	
57	97	65	69	36	28	82	15	94	71	7	92	44	28	31	24	39	68	54	70	14	89	43	18	86	13	64	92	44	79	
89	56	34	55	26	69	82	64	39	78	36	1	27	35	83	57	59	23	80	68	48	93	58	90	66	1	5	85	92	4	

setup
0	6	8	1	7	8	6	5	4	5	8	5	5	2	3	5	4	5	7	7	4	8	2	7	7	4	8	1	8	1	8	7	6	7	7	4	7	4	8	2	1	7	6	5	1	8	1	4	4	8	2	7	7	4	5	6	7	5	6	6	5	6	4	2	4	2	5	2	5	4	3	5	3	8	1	3	7	2	6	2	1	8	1	7	3	5	4	1	1	2	6	5	7	1	6	2	2	2	4	6	6	6	3	8	6	3	2	4	4	7	6	4	6	6	3	8	2	6	8	3	7	5	7	5	5	5	7	6	6	2	4	3	7	6	2	4	8	3	8	4	2	5	7	7	2	1	7	3	7	6	5	5	3	4	2	7	8	8	5	5	1	8	8	7	5	1	3	4	4	2	7	5	6	6	3	7	6	1	1	4	7	6	1	1	1	2	7	8	1	3	4	1	2	3	7	6	4	1	2	7	
2	0	8	2	6	7	5	4	3	4	8	5	5	2	2	5	4	4	6	7	4	7	1	6	6	4	8	2	8	2	8	6	6	6	6	4	7	3	8	1	2	6	5	4	2	8	2	4	4	7	2	7	7	4	5	6	6	4	6	5	4	5	4	2	4	2	5	2	5	3	3	5	3	8	2	2	7	2	6	1	2	7	2	6	3	5	4	2	2	1	6	4	6	2	6	2	2	2	3	5	6	6	2	7	6	3	1	3	4	7	6	4	6	5	2	8	1	5	8	2	6	5	7	4	4	4	6	6	6	1	4	2	7	6	1	3	8	2	7	3	1	5	7	7	2	2	7	2	6	5	5	4	2	4	2	6	8	8	4	4	2	7	7	7	5	2	2	4	4	1	6	4	6	5	2	6	6	2	2	4	6	5	2	2	2	2	6	7	2	3	3	2	1	2	7	6	4	2	1	7	
2	5	0	4	4	8	7	7	4	2	6	4	4	5	5	3	2	2	6	4	7	5	5	8	5	2	7	4	4	5	6	4	3	6	8	4	8	6	8	5	4	7	8	6	5	6	5	6	2	3	4	5	4	7	1	5	4	2	5	5	7	6	2	4	6	4	7	4	8	4	6	1	4	8	4	4	7	5	4	5	5	8	4	7	3	2	6	5	5	5	2	7	7	4	7	4	4	5	5	1	4	3	5	3	4	5	5	3	2	3	6	7	4	3	5	8	5	4	7	4	8	5	6	6	6	7	8	2	8	5	6	4	5	5	5	4	5	4	5	5	5	8	5	7	5	5	6	4	5	5	5	7	4	4	4	3	4	4	4	5	4	8	4	8	6	5	4	7	3	5	4	3	4	4	5	7	2	5	4	3	3	6	5	5	5	4	8	6	4	5	3	5	5	5	6	3	4	5	5	4	
7	4	7	0	4	4	2	7	7	6	8	7	5	5	3	5	7	7	2	7	4	5	4	5	3	7	8	8	4	8	8	7	8	8	8	4	8	8	2	5	8	7	7	7	7	7	5	8	7	8	7	8	6	6	7	6	5	6	7	5	4	6	7	4	8	8	5	6	2	8	6	7	8	7	4	8	6	5	5	8	5	6	4	6	8	7	7	7	6	3	6	3	1	5	4	4	7	7	7	7	5	5	8	5	5	5	6	5	7	6	5	5	6	5	4	2	8	8	6	8	5	5	4	8	4	7	3	6	4	6	8	5	5	5	7	4	5	6	5	8	6	4	3	6	6	4	5	7	5	4	8	7	8	6	4	6	6	5	8	6	7	5	8	8	6	7	8	5	5	5	6	8	5	6	7	4	7	7	4	6	7	6	4	8	6	8	3	8	4	4	6	4	7	4	7	8	4	4	8	5	
