61	27	50	74	60	61	48	92	83	56	89	40	58	72	4	45	86	42	32	62	33	10	38	60	13	69	41	4	36	94	
28	52	76	78	28	92	94	75	85	79	86	32	20	45	5	24	89	46	21	77	10	9	42	47	68	11	72	64	14	9	
60	41	17	91	74	44	84	70	74	27	50	61	58	25	7	18	4	51	64	24	83	73	32	27	75	55	91	48	21	60	
13	36	56	29	28	32	72	14	57	3	94	8	63	53	86	25	70	90	75	89	15	60	63	3	42	94	57	34	43	77	
93	55	14	6	39	42	37	66	11	93	68	6	56	86	14	44	12	39	35	43	30	5	58	48	7	55	43	20	44	42	
96	92	52	66	97	91	9	36	58	73	84	82	34	96	69	47	95	37	85	85	35	16	89	92	20	52	4	62	71	47	
59	24	40	13	89	38	59	97	29	72	27	15	55	60	12	80	8	8	18	49	48	8	20	38	1	39	45	58	57	17	
6	17	41	45	83	31	82	43	84	13	17	66	81	71	28	48	8	89	11	25	39	58	32	59	51	86	97	96	45	55	
68	6	28	10	50	12	95	88	55	36	2	27	3	38	53	84	85	61	75	95	41	69	10	29	29	60	70	82	57	71	
38	27	76	21	90	28	33	42	17	43	77	72	69	36	65	23	75	51	39	7	3	80	76	12	64	6	71	35	43	84	
7	37	12	83	57	3	66	89	1	38	33	77	65	57	68	31	36	1	37	74	7	39	11	82	6	74	44	32	11	86	
17	17	24	28	55	81	85	22	27	85	15	16	19	79	72	43	11	9	43	47	83	5	41	93	87	2	25	86	34	35	
29	6	7	9	88	62	89	30	39	71	16	54	86	88	88	16	86	1	24	30	3	62	89	98	13	77	55	37	20	44	
27	48	50	33	56	39	50	2	68	45	29	39	54	16	82	43	85	70	97	65	55	2	28	45	55	94	77	11	86	96	
11	14	2	60	47	13	54	52	15	23	96	97	17	51	14	98	94	55	25	92	21	36	49	4	80	59	98	15	26	85	
66	36	55	67	95	3	80	50	10	50	28	8	48	98	58	17	97	9	71	78	3	47	15	7	51	50	66	50	64	47	
90	32	82	46	54	34	4	89	39	14	40	66	21	43	21	34	60	19	97	86	52	1	35	22	61	85	72	82	90	91	
30	81	24	67	83	34	2	86	24	94	55	64	17	31	8	37	65	23	12	63	65	63	19	1	85	35	41	14	19	32	
6	4	68	84	71	52	19	28	40	42	24	94	61	40	81	25	77	47	3	88	65	67	8	39	67	92	73	9	7	47	
94	67	51	64	52	77	17	70	6	12	67	83	62	30	25	44	10	57	46	12	2	12	79	9	6	3	57	34	66	19	
81	61	85	87	26	38	65	97	63	26	64	32	11	27	17	89	26	26	47	71	91	48	38	71	12	97	74	68	33	41	
87	15	57	73	3	39	67	23	91	31	48	56	18	14	83	34	4	64	15	6	91	8	9	30	78	21	29	9	88	17	
5	32	31	18	7	87	56	29	11	48	59	58	5	77	72	43	66	31	63	81	37	55	44	1	84	77	21	68	42	65	
84	46	96	70	19	58	58	74	86	24	77	3	38	38	35	65	36	2	95	98	38	87	54	37	88	94	16	64	19	57	
30	59	58	82	30	77	95	44	8	83	67	41	41	6	78	75	70	15	32	23	69	26	11	24	62	98	73	33	64	92	
45	49	52	5	32	37	37	83	80	98	23	5	40	63	10	73	93	36	88	26	58	14	7	68	37	69	24	12	3	43	
59	48	91	12	8	79	4	98	19	84	97	41	44	39	5	53	13	97	88	56	78	3	69	85	71	62	55	50	29	13	
92	87	16	40	54	77	74	57	76	92	96	75	34	41	69	92	50	37	90	93	49	26	96	73	12	24	36	22	73	20	
88	22	8	6	17	17	38	47	74	16	94	71	46	84	68	70	77	19	62	25	13	12	50	10	85	61	33	76	82	61	
96	71	38	59	32	55	76	26	57	51	41	52	77	42	37	2	67	70	20	30	94	33	42	1	96	82	61	31	59	98	
47	12	26	85	71	14	95	48	39	53	54	35	6	86	32	97	88	98	68	9	83	19	95	26	19	93	63	35	79	24	
34	27	89	15	67	61	28	63	64	22	71	19	56	33	61	43	31	6	42	54	68	81	72	65	62	46	15	27	80	93	
6	15	75	94	83	44	57	67	62	76	88	89	51	2	23	13	44	9	18	42	18	85	24	45	7	85	90	21	67	71	
69	72	41	46	24	25	45	36	91	62	13	37	52	63	38	30	31	37	38	4	78	11	45	57	55	51	98	46	28	66	
72	96	94	14	97	19	93	43	54	41	7	22	77	14	85	16	44	71	53	37	75	86	48	21	1	58	71	98	6	54	
21	33	52	70	47	50	88	95	49	97	37	11	75	16	24	17	85	67	87	93	60	63	37	63	83	37	22	12	90	27	
65	12	16	72	38	62	78	27	14	28	80	50	38	56	21	61	72	8	84	16	56	1	79	92	63	19	84	84	30	75	
67	51	43	82	78	80	1	57	62	14	84	43	63	77	54	40	94	81	3	35	97	58	35	77	8	97	95	91	82	81	
68	50	87	12	33	66	47	33	79	10	2	20	53	21	97	62	60	92	45	62	28	43	75	18	75	82	16	27	75	97	
63	44	5	51	11	91	73	57	80	9	66	81	28	74	3	26	92	18	73	38	79	56	36	12	73	12	93	44	92	69	
97	57	68	3	63	34	49	91	90	30	1	14	67	29	43	69	10	36	87	39	29	23	50	64	34	25	31	83	24	25	
53	22	37	77	78	1	12	29	92	58	14	92	27	80	76	25	7	86	17	49	26	45	27	75	65	17	55	95	1	35	
75	9	56	13	85	90	68	53	74	61	12	43	10	92	79	86	18	85	29	34	89	10	79	71	40	1	87	51	95	87	
85	28	96	96	94	38	43	63	90	18	79	3	61	45	94	41	32	14	81	16	3	27	25	81	97	64	37	86	16	88	
30	56	17	27	54	66	65	96	31	56	70	65	15	86	11	64	82	42	33	20	57	36	46	37	72	44	3	11	85	72	
98	17	84	70	97	39	37	19	90	67	31	17	88	45	4	98	10	85	96	97	6	10	34	7	47	7	7	5	71	91	
76	70	63	17	95	62	55	34	36	3	56	66	19	45	12	77	45	76	19	42	74	25	51	63	85	97	69	91	57	96	
40	89	67	4	7	64	21	18	53	57	20	10	78	92	55	90	70	55	23	89	96	96	69	4	60	55	57	84	4	15	
81	43	5	6	2	66	25	23	83	33	35	58	42	14	51	52	59	77	8	81	23	59	34	47	19	49	57	75	89	60	
45	27	4	6	86	6	71	66	82	55	98	72	68	96	85	20	49	2	52	13	38	30	71	28	76	89	32	35	21	22	
50	66	5	10	27	90	15	97	14	52	9	13	25	76	10	65	51	15	66	59	27	60	88	53	87	22	98	20	56	20	
42	61	41	2	70	23	47	40	75	60	91	83	73	71	16	38	38	23	8	59	81	34	20	26	43	8	47	42	28	58	
17	25	21	14	26	90	36	72	86	13	88	78	51	62	51	23	55	44	45	63	4	81	52	24	8	50	85	11	91	14	
68	64	92	44	33	73	90	68	3	77	36	90	56	43	9	62	65	19	7	65	37	65	3	89	88	64	40	74	74	87	
44	44	8	91	43	40	66	34	63	24	12	1	15	24	97	23	85	19	41	48	83	78	14	85	24	3	50	19	32	80	
61	31	79	68	78	23	9	45	57	72	24	68	28	38	91	80	16	34	98	12	81	82	45	94	24	24	96	29	43	83	
10	5	70	88	29	49	13	37	49	25	64	72	92	91	65	41	28	80	74	27	47	56	10	92	51	87	71	4	72	69	
86	81	30	13	27	58	61	93	94	11	19	16	82	66	62	4	8	90	83	81	18	86	92	82	79	44	70	7	47	43	
76	89	80	7	3	8	64	20	56	15	30	74	30	68	95	92	71	5	39	12	41	56	97	35	39	33	34	65	39	81	
63	16	27	44	22	83	7	41	4	18	56	34	91	41	57	88	88	29	48	28	94	88	84	92	78	78	26	14	44	65	
50	63	36	76	62	14	16	69	54	20	42	65	9	89	8	21	34	51	49	81	79	1	26	20	92	6	97	74	73	97	
94	24	61	31	55	24	98	70	48	54	89	90	74	53	80	81	73	15	88	78	51	68	78	76	87	27	37	41	2	11	
39	95	34	55	82	88	79	81	16	82	36	60	29	12	15	64	48	87	34	37	22	84	60	55	18	48	82	54	45	83	
21	83	80	10	40	19	54	74	1	69	13	91	30	42	58	98	7	61	43	41	98	64	80	15	21	97	19	4	9	63	
42	83	3	77	92	42	95	3	71	96	71	40	88	57	81	3	56	43	63	98	39	18	20	75	33	40	29	51	97	37	
69	40	21	71	73	69	69	69	71	41	22	98	36	65	12	72	67	67	17	32	23	11	49	42	41	37	37	70	43	35	
8	13	30	83	84	58	9	54	29	35	50	6	34	86	71	45	59	93	68	31	80	90	96	85	87	38	23	25	9	66	
15	71	78	98	11	19	58	19	28	42	9	34	47	97	75	73	43	89	24	66	22	5	13	73	89	1	66	14	25	31	
79	93	3	14	93	67	33	52	41	16	93	49	49	95	47	25	70	46	16	93	13	91	53	80	65	44	80	86	57	61	
18	91	55	74	60	5	42	48	56	38	64	6	87	14	3	89	39	28	36	10	76	5	2	30	84	22	73	21	9	85	
37	81	33	48	12	93	52	10	96	64	47	61	69	89	31	27	80	25	54	71	34	85	75	89	17	16	12	89	91	74	
32	29	12	64	76	24	14	30	33	12	93	35	28	19	26	58	46	61	38	55	33	71	42	64	17	58	79	82	4	27	
14	89	56	25	55	33	4	24	18	90	89	12	27	19	85	8	32	32	68	26	42	2	52	83	65	69	96	2	52	56	
28	65	46	39	46	56	72	5	80	89	95	26	57	23	44	43	84	32	30	53	13	71	54	64	12	75	34	63	32	42	
20	59	8	66	98	9	77	27	14	58	71	64	84	29	86	83	71	27	70	56	79	82	29	88	48	94	64	37	58	95	
78	78	12	42	1	65	6	77	47	19	91	19	82	32	48	25	70	74	51	42	32	85	79	16	75	82	11	40	75	68	
91	54	3	58	51	57	78	57	90	26	31	38	98	69	69	3	49	40	77	56	37	64	42	72	35	18	55	45	14	85	
68	60	95	27	19	47	39	52	59	30	33	46	67	32	70	91	35	74	33	67	31	25	32	29	96	22	2	9	66	69	
93	89	30	45	71	4	92	12	11	8	41	43	9	64	75	34	56	11	10	44	77	94	69	64	78	22	85	80	30	8	
6	79	96	90	25	25	49	72	36	60	36	32	4	44	95	34	78	53	98	43	52	76	38	22	95	18	98	81	53	83	
88	14	63	42	5	44	66	10	71	57	69	62	88	28	8	41	18	41	49	17	39	2	93	32	78	89	5	77	28	13	
61	71	27	80	68	85	79	89	94	51	47	64	15	37	48	76	77	65	72	81	81	12	82	31	97	61	76	4	39	5	
16	2	75	42	81	45	29	61	35	24	67	38	44	37	30	47	14	62	13	41	44	49	52	27	80	7	88	57	10	82	
61	25	83	91	67	21	91	51	37	82	30	6	21	73	42	50	21	12	13	87	52	56	38	60	38	19	66	27	31	75	
65	47	1	49	39	23	26	86	29	62	69	59	23	89	87	65	94	64	32	62	8	83	73	45	44	12	19	65	93	5	
41	59	51	96	63	90	74	88	33	59	52	3	19	74	47	61	94	42	80	27	59	88	12	33	88	11	98	63	76	48	
67	72	8	20	25	27	65	55	16	97	15	23	1	87	53	3	5	48	98	85	31	58	74	96	46	19	8	45	81	39	
93	50	67	56	69	47	82	35	3	54	87	17	76	43	59	30	45	64	34	44	50	64	57	79	61	4	97	24	4	80	
19	52	31	41	10	55	87	47	45	90	56	33	62	34	75	77	19	75	42	8	74	47	71	32	27	87	89	79	67	92	
16	85	2	2	81	11	56	69	13	56	16	69	88	34	58	20	12	76	50	53	40	25	55	12	12	81	55	2	17	77	
50	33	63	51	34	1	17	90	69	29	47	85	53	91	74	12	66	85	44	18	93	83	96	49	50	64	85	60	65	3	
38	70	35	56	76	69	56	92	16	27	77	18	67	85	64	42	97	86	82	96	5	76	80	56	26	85	21	12	47	42	
68	84	67	5	42	45	29	97	92	98	25	26	17	47	13	37	44	65	24	27	62	82	58	97	39	39	83	16	6	31	
57	74	17	25	34	58	25	62	12	19	61	91	44	33	39	12	25	39	76	48	65	39	85	79	37	80	19	22	95	25	
8	9	98	24	87	33	37	68	50	49	86	66	41	85	54	35	53	79	73	30	82	94	25	25	74	61	6	92	38	56	
72	2	64	71	25	8	59	18	75	64	66	18	31	62	59	41	96	13	75	71	42	14	66	66	38	95	83	43	88	76	
54	62	77	19	88	58	81	5	75	57	68	96	31	55	59	89	95	56	3	71	82	98	84	5	66	78	1	6	76	45	
37	32	62	16	6	7	29	86	11	59	1	35	56	31	89	70	75	85	81	33	13	65	32	52	25	53	31	80	58	63	
26	51	94	43	22	1	49	50	43	16	10	97	50	21	83	40	90	59	80	72	91	48	92	24	1	19	33	86	98	46	
50	79	96	1	23	19	1	27	24	97	42	33	95	91	53	79	86	98	93	67	72	85	16	65	65	71	39	97	14	38	
44	19	72	96	19	94	16	73	77	40	72	20	28	24	67	37	5	54	36	97	77	9	40	48	30	60	20	68	58	33	
62	57	7	35	54	25	85	26	98	63	65	27	82	92	50	6	84	10	60	22	63	38	84	58	85	69	19	61	39	32	
49	56	88	56	90	98	80	76	25	35	40	89	61	78	38	67	83	78	32	98	1	94	37	40	53	78	11	71	40	5	
4	88	60	48	1	51	47	37	83	27	71	78	71	88	57	10	12	96	87	43	95	43	39	34	39	47	67	49	74	8	
9	33	51	68	80	8	74	82	44	14	10	16	92	80	59	50	46	70	3	88	15	98	87	9	87	27	11	55	31	84	
18	39	19	24	8	54	31	37	92	30	51	3	2	44	39	60	49	84	86	8	29	56	7	17	20	93	43	30	5	73	
70	76	67	88	1	30	97	86	67	90	17	73	49	72	18	87	34	22	28	75	29	56	32	89	29	51	39	27	36	43	
56	7	74	24	50	31	54	5	18	76	94	88	50	98	18	23	86	51	44	69	81	29	81	14	19	11	20	14	91	11	
12	48	72	86	28	23	18	81	27	89	58	77	34	63	76	51	85	20	57	84	44	39	14	26	8	87	90	81	56	83	
92	67	86	65	54	15	43	27	95	26	17	10	58	7	72	89	57	58	10	16	98	10	10	13	35	18	55	81	54	12	
65	47	35	52	67	88	67	12	71	19	91	43	83	50	49	56	40	8	70	6	77	69	15	86	37	5	59	48	85	15	
59	7	17	93	15	84	39	37	51	65	11	97	9	93	48	58	7	43	21	76	48	97	2	62	40	92	23	1	41	63	
69	56	26	85	6	40	26	98	32	32	64	42	30	73	37	33	86	43	76	8	74	25	6	75	43	45	68	21	1	11	
83	69	22	10	56	27	5	37	27	36	69	90	78	54	20	16	87	7	14	20	14	87	44	19	63	42	20	86	62	20	
52	47	45	73	12	56	2	17	92	82	8	18	73	85	28	93	56	16	1	69	35	69	13	34	87	31	32	62	19	93	
38	26	95	82	1	63	93	56	79	86	39	86	60	67	29	87	61	84	58	18	11	48	86	23	81	30	54	14	48	28	
63	85	53	15	24	53	77	18	10	57	59	4	1	20	71	29	8	87	68	21	60	78	68	47	57	51	33	12	20	80	
39	38	22	91	53	1	2	31	18	65	44	32	69	44	52	95	28	15	83	95	36	45	31	59	47	87	11	35	54	85	
70	92	24	91	40	32	91	41	63	64	62	8	96	86	7	5	82	34	73	22	84	64	66	16	25	69	58	89	5	13	
31	75	60	11	23	2	42	70	96	6	89	59	67	42	46	73	46	83	8	75	7	92	94	28	63	74	52	23	21	13	
89	51	43	51	61	65	8	5	36	5	64	81	20	33	24	21	7	26	6	69	2	66	18	51	49	80	27	3	58	47	
15	49	53	57	1	16	23	8	74	15	66	93	95	85	81	20	62	88	1	23	14	2	88	31	9	38	12	89	94	70	
37	10	74	45	66	74	60	45	37	89	15	4	40	65	45	22	40	62	65	41	84	78	96	29	10	6	22	76	50	18	
3	86	81	76	87	5	7	4	49	43	93	19	2	88	83	2	11	78	19	76	20	4	11	72	86	21	77	64	52	29	
81	10	70	19	85	14	23	91	18	71	89	66	45	46	55	29	4	65	9	22	96	82	80	9	55	67	83	88	32	36	
72	68	45	97	87	85	13	11	33	30	38	77	95	82	78	51	67	81	71	31	5	69	68	40	77	25	8	17	68	94	
8	95	19	8	93	7	92	61	72	80	46	65	58	96	48	37	4	70	74	75	2	34	1	26	73	33	50	36	49	73	
85	56	69	6	63	19	66	12	36	39	91	81	5	50	35	9	42	38	34	17	68	90	50	68	17	24	2	22	16	50	
94	2	61	20	7	25	92	73	36	83	67	82	22	28	33	56	90	31	93	25	47	63	16	53	32	32	32	88	53	47	
93	4	49	56	23	11	80	71	39	72	55	62	55	76	89	44	33	36	74	82	60	76	2	32	30	87	63	62	76	72	
64	71	75	68	28	54	79	63	26	73	90	36	36	3	14	80	46	2	17	75	83	77	8	84	64	38	73	28	55	6	
55	74	76	32	44	59	41	78	24	66	52	15	3	44	71	70	25	72	72	42	48	12	74	12	52	39	5	26	22	59	
31	77	88	63	10	33	23	50	66	46	71	20	17	29	19	87	1	43	61	28	84	64	39	15	75	90	53	79	71	75	
93	58	9	39	76	72	71	98	23	93	2	49	68	72	33	86	16	33	30	32	16	70	52	11	84	28	56	93	63	29	
25	13	42	33	51	19	6	78	72	82	28	73	86	95	2	20	82	18	9	13	49	24	38	2	34	78	84	90	72	4	
74	52	70	71	84	77	45	45	12	18	82	39	47	69	35	48	88	18	65	96	84	70	76	24	71	65	57	12	12	30	
69	41	81	41	13	22	19	57	66	84	31	5	24	77	73	58	80	18	31	3	70	16	72	47	93	98	13	51	12	79	
36	80	21	72	76	34	93	50	46	16	35	32	20	58	64	48	71	46	66	3	48	37	73	75	39	23	74	7	74	41	
85	65	77	8	39	54	95	87	6	96	5	94	30	78	54	49	28	26	94	49	83	97	85	57	73	79	79	49	85	10	
89	72	75	23	35	69	77	31	57	38	82	61	33	13	95	86	18	24	68	13	72	52	66	14	64	40	92	98	44	34	
10	89	61	40	13	95	64	89	81	22	28	65	39	17	33	35	58	50	14	27	19	85	34	84	54	53	79	3	53	25	
36	18	15	97	13	27	49	76	72	86	97	1	8	91	71	94	27	31	2	40	57	20	80	47	59	35	1	39	37	53	
19	29	26	33	81	38	60	85	15	87	72	68	87	79	60	60	31	43	46	32	82	4	7	20	6	21	10	7	59	47	
15	78	31	41	66	13	78	81	97	49	69	27	18	14	61	77	29	91	21	74	24	59	33	84	34	39	6	43	45	21	
45	15	54	75	55	21	43	89	58	42	39	28	68	12	95	30	88	25	77	65	98	2	79	87	42	14	27	47	12	27	
67	57	41	22	87	52	97	32	96	56	73	90	39	96	3	36	81	46	60	59	66	16	17	46	4	58	15	30	6	81	
12	29	39	8	6	27	59	4	58	12	15	86	3	54	39	5	89	22	7	50	80	72	21	52	74	24	11	88	9	71	
70	20	1	64	28	60	47	42	64	60	54	78	48	12	33	42	71	77	63	77	29	1	50	49	52	25	29	19	69	37	
89	94	13	45	60	94	6	8	91	25	23	46	59	70	14	91	14	84	26	32	62	54	32	67	58	40	48	42	14	72	
35	4	67	47	4	82	96	63	45	88	88	68	90	48	93	5	94	62	88	21	94	7	30	81	29	44	76	32	41	89	
5	75	48	28	77	51	65	74	70	12	20	59	35	11	62	29	15	13	91	58	34	42	20	19	78	4	18	56	36	59	
2	94	35	50	77	68	56	44	43	27	11	62	41	45	28	4	29	96	17	75	55	6	18	30	78	52	34	96	9	25	
56	10	74	46	15	53	15	71	96	14	53	62	31	50	8	59	53	36	56	25	67	67	84	40	96	64	91	85	17	1	
65	72	65	41	73	35	49	88	7	2	3	16	63	33	65	26	47	73	17	5	54	83	71	93	25	24	14	17	65	30	
72	85	57	92	81	32	28	31	75	89	86	77	6	50	65	26	75	14	98	48	72	9	32	98	4	56	77	17	29	43	
47	56	30	59	49	12	90	76	97	66	66	84	98	27	90	21	52	22	88	8	69	61	16	3	60	19	14	38	36	96	
37	38	53	66	96	3	33	44	35	85	65	2	71	21	29	62	41	80	39	30	43	10	90	59	66	7	77	35	98	68	
33	36	61	41	57	59	44	46	58	78	32	24	35	4	44	19	21	40	55	60	69	97	25	16	57	46	76	36	80	76	
59	68	67	22	11	26	36	10	71	93	43	58	72	77	62	72	96	38	13	52	53	38	50	33	9	63	78	85	54	60	
62	14	29	30	89	93	11	26	4	37	74	46	95	4	79	14	75	76	7	43	83	60	36	88	48	45	52	28	31	7	
43	48	75	27	33	65	22	98	91	79	36	22	27	32	25	61	1	55	92	8	54	76	67	89	21	70	89	73	97	75	
35	41	24	11	68	13	76	45	12	24	25	3	45	7	35	70	67	35	80	60	96	35	37	64	80	58	36	70	86	88	
47	22	85	26	87	10	92	64	54	5	87	78	8	33	85	96	58	53	86	94	15	84	84	7	5	65	20	94	91	61	
84	93	39	26	74	27	35	68	90	88	28	78	67	35	66	9	86	80	18	74	75	86	15	60	92	19	81	68	69	29	
30	10	23	68	35	52	50	69	21	41	58	5	74	80	39	42	89	81	23	62	12	53	49	26	14	96	98	50	65	68	
78	51	77	56	74	13	10	26	37	84	66	94	88	96	32	83	39	22	65	17	39	32	69	87	57	38	84	12	88	7	
80	67	57	14	79	86	81	88	67	19	29	89	69	73	86	2	57	26	77	77	96	17	10	66	5	22	59	44	33	48	
50	68	71	62	82	51	6	20	94	72	92	24	62	62	96	49	63	10	30	41	42	27	57	7	48	17	82	9	61	71	
12	66	40	82	30	77	34	35	96	29	62	90	9	26	9	60	74	72	26	60	68	23	86	81	84	90	97	67	54	15	
39	65	81	35	5	66	13	92	56	65	77	19	12	85	44	74	2	74	47	81	35	71	6	76	53	89	67	7	13	76	
22	52	97	58	42	57	25	10	50	36	74	28	54	41	68	54	17	26	29	19	8	19	89	13	94	43	57	19	50	70	
94	27	77	48	84	20	6	64	29	56	1	59	39	10	55	9	63	71	88	47	90	95	65	36	64	17	79	22	35	84	
47	84	12	25	34	51	98	39	16	29	50	70	43	89	79	97	53	98	70	42	46	17	92	67	8	57	83	86	79	19	
27	27	4	92	8	91	44	7	32	15	89	81	84	33	27	65	86	35	64	13	76	65	29	70	33	36	82	71	78	62	
45	60	45	49	54	8	95	53	68	28	68	59	65	9	47	47	29	34	82	48	2	15	15	30	84	3	22	68	74	55	
85	20	70	85	24	79	48	21	34	18	4	57	32	24	65	34	71	50	24	10	97	25	24	13	11	64	70	86	87	45	
42	73	20	67	16	44	48	19	20	81	36	77	93	23	3	15	57	29	64	36	92	63	60	17	31	70	80	2	13	68	
2	10	97	22	77	68	21	26	86	40	62	78	72	12	2	30	26	14	14	46	49	7	64	65	24	94	90	59	52	5	
83	53	14	37	74	90	6	50	17	47	45	34	80	19	45	38	48	27	51	62	72	56	24	91	22	47	86	13	62	93	
17	46	48	85	38	77	76	43	83	49	45	29	82	27	3	29	20	7	11	70	68	82	81	47	74	58	50	17	27	13	
66	97	14	69	83	51	3	61	49	85	65	49	70	48	75	72	32	94	78	42	22	3	79	58	50	10	18	1	81	98	
67	48	96	80	18	81	86	74	97	36	61	63	84	32	66	17	5	54	66	39	51	43	41	32	3	46	95	74	46	77	
73	14	80	26	49	53	8	36	29	60	27	89	78	67	76	46	83	36	55	6	74	7	49	71	38	7	18	89	80	64	
67	10	33	49	35	38	57	97	29	85	14	56	75	92	24	8	93	62	44	49	67	19	55	71	45	49	77	63	39	14	
82	61	77	16	65	68	9	24	22	38	10	35	49	41	28	28	48	22	45	91	26	67	66	81	40	12	31	72	74	25	
42	57	85	74	29	52	43	91	75	64	30	84	1	34	26	82	61	74	60	7	22	85	74	87	67	69	1	53	42	30	
77	39	43	64	15	71	17	57	63	47	77	49	32	33	82	14	70	1	87	31	61	64	18	36	53	40	6	9	49	4	
38	27	96	80	46	12	8	62	25	27	64	3	31	96	89	68	11	60	68	53	91	31	18	64	22	26	59	82	34	9	
41	28	90	38	63	37	50	71	55	30	53	20	32	83	71	76	8	37	37	32	89	83	18	63	4	39	88	19	76	24	
27	18	7	72	12	69	11	17	95	21	46	49	40	33	87	67	10	95	5	2	82	94	41	1	14	44	93	3	62	71	
80	45	44	42	72	55	13	82	71	9	58	72	14	54	6	2	22	69	52	26	71	89	75	13	89	88	12	84	47	74	
56	82	74	55	26	47	12	92	85	38	2	44	66	69	97	71	27	74	42	78	2	14	69	32	80	15	76	91	98	78	
22	11	61	51	66	42	54	33	35	40	26	91	39	91	61	92	64	87	67	61	23	24	30	47	56	11	17	87	57	17	
66	35	27	82	85	48	80	40	80	70	35	8	18	74	98	35	67	19	23	89	79	1	15	10	3	26	74	20	14	87	
90	35	23	72	72	9	22	53	49	3	25	39	10	42	14	64	76	36	82	55	27	19	11	95	82	68	76	14	43	45	
2	34	79	24	7	52	86	28	61	90	85	85	31	50	82	44	15	16	36	53	26	62	27	90	14	10	59	89	23	3	
35	78	90	15	3	97	22	45	80	82	36	66	24	66	18	8	12	86	77	47	40	4	64	66	93	77	32	10	23	10	
12	57	88	4	27	46	56	48	90	37	86	28	59	11	93	76	72	60	63	50	62	59	9	81	26	58	59	13	67	37	
