48	79	18	44	4	75	28	78	74	46	35	57	87	71	51	4	5	94	93	70	49	32	19	97	66	86	89	50	57	6	
48	6	84	65	5	43	95	87	77	71	34	13	83	76	39	35	80	43	31	74	14	79	7	32	33	28	74	23	77	32	
28	26	92	68	47	96	66	43	40	44	15	74	12	54	51	50	88	32	49	74	61	62	10	24	50	42	51	25	21	30	
12	4	11	59	27	13	13	93	56	52	92	26	27	60	79	34	65	25	65	15	54	82	33	64	7	82	61	57	62	37	
42	29	41	9	88	23	21	2	71	76	53	21	58	36	80	38	69	2	18	89	17	72	72	49	91	34	86	53	91	49	
46	88	33	42	96	76	64	19	77	37	50	86	13	9	77	48	3	47	49	20	91	21	47	65	69	93	54	12	4	46	
16	49	90	49	90	87	26	55	61	59	47	67	2	59	75	78	62	33	80	13	9	72	33	55	92	58	6	48	69	9	
49	41	57	40	89	48	83	70	58	1	30	61	67	31	75	98	64	39	32	45	7	40	73	39	51	66	52	56	69	77	
64	20	19	22	15	63	25	97	34	38	54	64	54	22	50	31	21	70	25	9	70	31	48	44	25	98	66	33	55	36	
11	74	11	83	51	26	47	31	78	80	69	33	1	78	11	7	64	85	76	88	93	47	74	43	47	55	96	14	87	9	
5	97	82	16	81	35	95	83	65	30	64	89	19	65	69	29	27	34	69	4	78	64	6	53	62	52	9	59	21	51	
67	80	5	7	51	41	41	47	25	7	76	89	96	94	11	22	78	37	55	49	94	34	68	55	43	31	63	7	45	83	
58	68	20	62	74	70	5	16	18	83	76	50	73	29	1	39	50	79	31	61	83	26	94	52	81	92	38	45	1	82	
83	58	51	5	75	26	30	35	95	4	20	29	53	48	57	53	87	63	87	19	25	71	1	74	78	37	68	17	37	24	
1	75	81	7	79	13	87	65	48	83	68	67	13	22	16	26	30	58	88	73	33	68	1	33	97	79	25	22	95	61	
45	51	37	81	58	72	94	46	38	43	84	61	65	53	82	80	78	67	94	23	41	28	46	42	16	44	76	40	66	72	
56	66	79	48	49	92	75	44	93	68	42	78	30	8	86	67	43	21	36	38	97	32	21	44	73	36	44	50	31	65	
78	42	32	14	90	80	7	22	79	1	90	22	34	75	83	76	44	28	96	35	21	95	66	96	94	95	87	39	2	74	
5	35	17	91	48	62	72	54	84	53	10	31	30	98	7	15	75	6	96	72	40	72	24	62	25	20	58	14	14	59	
87	73	94	59	65	97	23	38	53	62	46	18	48	32	17	10	46	47	16	97	75	11	26	54	72	51	73	31	64	43	
46	8	17	95	66	81	93	44	74	3	7	76	21	10	9	91	20	54	94	89	8	70	1	33	25	73	39	54	59	58	
96	6	65	68	56	87	50	51	32	79	53	93	56	29	4	64	76	23	73	71	13	80	96	68	69	22	42	9	31	56	
67	82	18	87	51	73	75	56	25	9	37	34	57	92	62	60	58	39	39	32	65	7	14	62	74	38	40	71	46	26	
83	68	10	2	57	60	74	33	18	55	95	54	88	53	3	7	15	60	46	9	92	66	15	61	84	45	98	25	17	1	
50	1	69	15	56	27	75	32	59	48	42	56	57	31	10	59	37	78	75	38	86	68	60	57	84	45	3	83	69	73	
83	74	30	53	89	85	79	21	18	94	24	59	7	36	45	70	94	38	50	26	75	91	93	36	5	34	36	7	18	6	
80	57	36	11	11	26	95	46	2	69	95	25	83	3	60	84	28	11	23	33	37	53	26	85	45	30	21	80	91	38	
86	28	50	23	38	17	4	88	62	5	14	14	29	97	70	44	38	97	54	60	32	90	14	13	33	58	42	53	40	88	
46	81	17	96	59	54	14	18	98	31	22	13	44	6	65	15	49	4	67	4	19	98	50	33	12	82	46	10	90	41	
97	37	77	16	88	37	25	57	54	24	87	31	91	86	36	13	56	40	71	25	98	89	24	49	77	90	86	79	1	77	
21	53	69	54	68	15	46	49	71	2	28	60	86	20	3	78	87	59	19	59	83	18	5	62	22	38	53	9	18	9	
41	92	62	66	3	31	80	49	35	52	6	63	67	91	38	70	70	26	30	89	40	68	62	1	31	84	38	40	92	11	
48	89	58	11	56	61	96	91	11	32	98	16	50	67	62	88	92	34	69	23	78	65	46	41	65	76	26	58	71	74	
68	21	20	81	85	31	43	38	23	53	26	22	24	75	44	86	64	37	75	89	15	54	55	60	50	21	92	32	78	64	
61	3	40	80	83	27	12	82	20	88	90	45	11	16	22	11	57	41	47	33	31	62	86	41	23	91	61	16	24	94	
36	84	52	75	65	91	3	32	74	23	21	65	23	86	36	44	96	48	41	44	80	27	61	23	68	40	16	84	55	39	
80	90	79	87	67	45	79	25	33	10	3	53	31	26	94	22	25	91	70	65	91	51	92	53	74	61	48	45	2	5	
39	81	50	19	26	72	20	6	53	52	70	11	60	2	36	56	23	61	4	92	81	50	1	74	59	74	90	8	74	48	
66	14	30	72	87	11	45	8	71	53	15	42	64	30	43	55	41	21	17	1	15	54	50	15	83	10	44	31	18	73	
78	83	86	63	56	30	74	57	91	46	65	61	87	30	91	85	85	87	7	57	87	21	12	39	89	95	48	88	27	65	
62	60	6	6	24	17	35	97	73	28	44	40	88	32	25	36	18	11	25	79	24	13	55	89	51	46	41	55	35	23	
75	53	82	80	58	8	97	92	6	27	75	50	66	21	37	47	56	11	13	36	89	36	5	45	27	55	46	23	65	37	
46	42	89	29	77	48	36	31	95	42	58	72	47	79	92	39	27	5	5	40	41	93	75	45	94	57	55	95	80	76	
33	81	19	77	11	51	80	47	82	77	44	41	6	46	21	53	84	48	57	89	43	53	39	73	53	88	32	64	41	67	
41	73	49	15	8	59	21	87	61	4	65	60	98	70	7	21	78	47	24	37	91	22	45	85	94	98	75	81	19	17	
49	15	45	53	83	52	68	5	95	84	63	17	46	62	43	8	38	22	54	17	58	2	38	59	87	34	14	19	16	32	
35	21	2	35	73	84	43	42	44	39	28	8	55	29	70	97	36	9	21	46	80	34	3	19	48	89	8	61	9	24	
48	97	44	49	34	72	88	76	70	34	16	53	95	26	81	66	79	72	31	55	73	12	88	76	84	38	66	92	54	31	
71	4	29	70	52	62	43	42	93	14	31	64	22	27	90	4	49	70	32	79	26	6	46	69	81	85	62	5	78	18	
35	50	21	19	21	28	37	20	69	31	87	1	95	11	82	42	68	32	67	1	66	92	61	13	18	43	53	80	3	33	
53	91	38	73	12	15	2	48	88	27	34	76	81	84	42	64	27	12	95	93	66	62	42	28	30	16	71	83	95	29	
71	49	22	64	77	33	78	34	36	23	60	25	1	43	11	42	62	91	9	15	42	75	32	83	4	62	54	30	2	50	
59	28	54	36	47	86	68	81	22	59	5	37	83	5	35	49	3	97	42	11	13	39	41	98	77	45	17	33	30	18	
82	44	1	92	79	48	35	48	30	56	62	34	93	3	93	83	51	95	81	48	61	49	86	4	49	65	4	21	53	33	
39	90	77	93	83	13	96	20	17	27	31	78	17	79	80	11	64	87	61	2	90	77	7	34	80	11	54	83	31	8	
72	25	97	6	74	82	18	71	57	34	54	43	68	70	78	49	36	97	91	52	54	39	30	60	72	12	26	27	50	57	
34	23	37	32	82	12	69	2	83	81	89	38	80	58	63	59	63	98	13	55	51	66	49	80	28	22	47	9	48	97	
65	37	75	58	25	59	69	49	16	9	32	60	2	67	20	64	81	82	19	93	92	25	60	43	7	43	64	9	52	68	
61	72	60	38	31	84	52	56	35	23	20	22	82	22	88	3	41	70	40	16	64	88	40	25	32	2	24	51	11	75	
74	71	4	36	64	89	75	71	46	11	93	21	32	77	96	75	35	39	46	31	54	11	20	49	90	7	51	69	13	61	
45	43	87	4	34	53	92	10	79	39	21	74	16	8	8	13	83	96	51	84	28	60	51	3	11	42	63	61	66	76	
77	12	20	21	15	53	29	9	18	10	3	38	83	18	2	46	31	40	43	37	25	27	53	75	29	63	72	48	79	39	
25	57	6	98	33	75	8	62	39	25	71	41	19	11	15	74	56	1	15	54	91	39	80	45	70	65	9	43	68	43	
82	48	55	87	47	88	63	10	7	57	88	77	54	62	43	68	91	54	24	7	9	70	2	45	17	71	65	79	15	34	
24	52	81	34	95	83	23	15	48	29	72	91	61	27	55	59	50	47	14	73	10	77	98	11	77	16	37	97	51	51	
32	30	59	68	63	55	8	86	69	55	70	42	47	87	68	57	47	73	60	61	3	69	93	3	35	71	18	71	25	24	
77	56	53	37	79	18	91	42	59	62	96	84	59	98	72	83	13	21	57	72	37	60	42	31	18	32	57	89	4	81	
15	80	92	67	19	28	40	11	69	54	28	22	40	43	75	13	81	87	87	39	16	25	54	13	11	71	44	23	62	47	
5	32	29	52	54	3	35	94	67	5	49	51	80	44	93	57	13	75	1	1	69	17	80	25	83	90	51	29	15	68	
75	73	1	59	81	55	61	17	6	84	76	10	36	13	54	30	25	22	60	26	22	30	96	3	10	80	49	61	10	19	
84	41	91	41	55	29	95	72	2	56	57	77	65	92	89	74	77	70	95	38	95	73	67	48	75	33	29	79	49	93	
97	34	89	90	74	1	74	26	72	75	81	84	9	4	77	98	33	11	25	30	48	21	4	71	24	34	5	8	15	9	
2	13	42	46	58	72	47	88	53	74	64	90	60	73	93	92	28	27	59	52	12	8	28	69	34	51	5	92	58	73	
2	16	41	98	61	55	71	63	44	79	93	9	70	54	81	64	3	64	47	61	17	14	25	44	83	14	50	87	8	10	
17	9	25	57	8	41	13	34	6	12	15	98	21	84	9	57	6	65	23	8	82	93	21	8	93	5	21	44	47	82	
53	19	47	33	76	54	74	44	44	79	12	14	34	32	53	96	44	58	18	22	21	1	71	96	62	65	2	39	10	5	
76	19	23	24	51	54	34	26	54	77	60	65	46	49	52	98	2	51	14	20	29	34	74	1	31	92	65	87	86	30	
47	63	4	69	43	55	79	76	36	88	10	52	10	55	2	17	54	58	67	67	33	95	57	62	95	87	55	17	31	96	
3	77	17	6	4	59	16	38	90	8	27	1	59	36	11	16	52	64	29	74	87	61	71	1	25	23	43	35	94	74	
33	52	52	5	57	11	19	29	48	10	36	30	64	50	65	74	21	72	93	50	48	37	12	74	37	36	52	80	27	47	
55	15	98	62	19	13	73	37	95	76	46	86	8	65	37	28	40	13	2	34	62	5	71	74	34	9	65	85	44	91	
88	98	7	43	18	79	55	46	17	7	23	18	92	84	82	84	14	77	97	69	13	60	73	39	89	8	3	12	48	47	
58	37	2	21	80	19	1	90	64	72	97	87	45	90	28	29	32	41	61	30	65	29	45	39	67	36	2	26	47	6	

setup
0	6	2	4	1	4	7	6	3	7	5	4	7	3	2	4	7	4	1	3	7	4	2	5	5	2	6	8	8	3	2	3	8	3	6	8	7	5	5	1	3	2	4	1	4	5	4	2	1	5	5	7	8	6	3	4	7	8	3	6	2	4	8	1	7	6	1	5	2	5	5	4	6	8	4	2	4	7	3	4	3	7	2	3	4	5	6	3	4	1	8	6	4	8	6	2	5	6	6	6	
3	0	3	2	3	5	5	7	1	5	4	5	8	1	3	3	7	3	3	2	8	5	2	6	5	3	7	8	7	1	3	1	7	3	6	8	7	5	3	3	2	2	2	3	5	4	5	3	3	6	3	6	6	5	1	5	7	7	2	7	3	5	7	3	8	4	3	6	3	6	4	3	5	8	3	3	4	6	3	5	1	6	2	2	4	5	6	3	3	3	7	6	5	8	5	2	5	5	6	5	
3	5	0	5	6	4	3	5	5	3	6	2	5	5	3	5	4	5	6	5	8	6	5	2	7	3	4	6	6	5	6	5	3	5	2	4	4	4	4	3	4	5	5	3	1	2	5	3	3	7	5	7	6	4	5	6	7	5	5	7	6	2	8	6	5	4	4	4	6	8	2	6	8	8	3	6	6	8	3	1	5	7	5	4	5	3	5	3	3	3	8	8	8	4	6	4	2	4	3	2	
7	8	6	0	3	4	5	6	8	5	2	5	2	4	4	6	5	3	3	5	3	3	7	5	2	7	8	1	5	4	4	3	7	7	6	6	5	7	3	5	5	2	8	7	6	5	2	7	6	3	2	2	4	8	7	4	7	6	8	7	6	5	3	3	4	5	6	4	3	3	6	8	3	3	7	4	4	5	7	6	8	2	8	5	4	4	5	7	5	6	5	5	6	7	3	4	6	5	7	5	
6	2	3	3	0	3	5	7	8	4	2	6	2	4	2	6	4	1	1	3	2	3	5	6	3	7	7	3	5	4	2	2	5	6	6	6	4	8	1	4	3	3	7	8	7	4	3	7	6	4	2	3	2	7	8	5	6	6	7	8	4	4	2	1	4	6	6	5	4	3	4	8	4	4	7	5	2	5	6	7	8	3	8	5	5	3	4	5	6	6	6	6	7	5	1	3	4	5	6	6	
6	2	2	4	3	0	3	8	7	4	2	4	2	5	2	6	4	3	3	1	3	3	6	6	3	8	6	3	6	5	2	3	3	5	6	5	5	6	3	4	1	3	5	8	8	2	3	7	7	2	3	4	2	8	7	5	5	5	8	6	2	4	2	3	4	6	4	3	2	4	5	6	5	4	7	5	3	6	4	8	7	2	8	4	4	1	5	6	5	5	6	5	6	4	3	1	5	6	4	4	
8	6	7	7	8	8	0	1	4	7	8	6	7	4	7	5	7	6	8	8	8	6	3	8	7	6	5	8	4	8	8	8	6	8	4	5	8	5	7	8	8	8	5	4	7	8	7	3	8	8	7	7	8	4	8	5	5	5	1	5	8	5	8	8	5	7	5	6	8	5	4	4	8	5	6	8	7	7	5	7	2	8	1	7	5	8	4	5	4	7	8	8	3	8	6	8	7	3	7	8	
1	6	5	4	3	1	3	0	2	6	7	4	8	3	5	4	7	5	7	7	6	5	4	6	5	6	6	8	4	6	6	6	7	7	4	3	8	6	6	8	8	8	6	2	5	6	6	4	6	6	5	8	6	5	8	3	5	3	3	4	6	4	6	7	3	5	3	4	7	6	3	5	7	4	6	8	6	7	4	5	2	7	3	5	6	6	2	6	3	7	7	6	3	7	7	7	5	1	5	6	
4	6	6	7	7	8	6	6	0	7	6	6	6	5	5	8	8	7	2	2	7	5	5	2	5	7	3	3	7	7	5	7	8	5	6	6	7	4	6	8	6	5	3	5	2	7	1	3	1	5	6	3	3	5	7	7	4	6	7	5	1	4	7	7	6	5	6	3	4	4	7	2	7	7	5	7	5	5	7	5	6	6	7	4	5	4	5	7	5	8	3	6	4	3	3	2	6	6	4	4	
6	8	7	6	5	4	4	4	4	0	8	7	4	3	5	8	5	4	4	4	5	7	4	4	7	5	5	5	5	4	6	8	7	5	3	4	4	2	3	8	3	5	3	7	3	7	4	2	4	3	7	5	2	5	6	5	3	8	8	4	4	1	6	7	5	3	7	5	2	6	8	3	8	8	2	7	7	7	4	6	4	7	7	3	4	2	4	8	6	8	2	7	4	5	4	4	7	8	4	5	
5	8	6	5	4	5	5	5	4	6	0	3	5	6	7	5	5	7	6	6	7	2	3	3	4	7	7	3	6	8	8	5	5	2	4	5	8	6	5	5	7	4	7	6	7	6	8	5	4	6	4	8	5	3	3	4	7	6	4	4	4	6	5	6	5	4	6	4	6	1	8	5	6	4	6	2	3	6	8	3	4	2	3	7	3	6	7	8	3	8	6	7	3	4	4	6	7	7	4	3	
4	8	8	7	5	6	5	5	4	7	2	0	5	5	6	4	4	6	6	5	6	1	3	3	4	6	6	2	6	7	8	4	5	1	4	5	7	6	5	5	6	3	6	6	7	5	8	5	4	6	4	8	5	2	2	3	6	5	4	4	3	5	4	6	4	4	6	3	6	2	7	4	6	3	5	1	3	5	8	2	4	1	3	6	3	5	6	7	2	8	6	6	3	4	3	6	7	7	3	3	
3	6	7	4	2	3	4	4	3	7	5	3	0	6	5	2	2	5	4	3	7	3	1	4	4	6	5	3	6	7	7	2	5	3	3	5	5	5	5	3	4	2	6	6	7	6	7	3	5	6	3	7	5	2	3	3	6	5	5	3	1	4	5	4	5	2	7	4	5	3	8	4	6	3	3	3	2	4	6	3	2	3	1	6	4	6	6	7	3	6	4	4	2	3	2	4	6	5	1	1	
4	3	2	4	2	2	2	2	1	7	8	7	8	0	5	8	8	4	5	7	3	8	8	8	7	8	4	6	7	7	8	7	4	6	6	7	7	4	8	6	5	7	5	8	5	4	2	6	7	4	8	8	6	8	6	8	5	8	4	7	8	7	6	8	7	7	2	7	5	6	5	8	6	7	8	6	8	7	8	6	8	7	8	5	7	8	8	6	8	5	7	7	8	6	8	5	3	7	8	8	
2	5	5	4	5	4	2	2	1	7	5	6	5	5	0	7	5	2	2	5	5	8	8	6	4	5	5	4	5	3	4	7	6	4	7	6	4	7	4	3	6	3	4	5	8	5	5	4	6	2	6	5	5	6	4	7	8	8	3	5	8	5	6	5	8	7	4	7	4	2	7	6	8	7	4	6	6	5	7	6	5	5	5	6	3	7	6	8	7	6	7	6	5	8	4	3	6	6	7	8	
6	8	6	8	6	5	4	4	3	8	6	4	2	5	2	0	5	1	1	5	4	7	8	5	4	4	5	3	5	2	4	7	5	3	6	5	3	7	4	2	6	2	4	4	7	5	5	4	5	2	6	4	4	5	4	7	7	7	3	5	7	4	6	4	8	7	3	7	4	2	7	5	7	7	3	5	5	5	6	5	5	5	5	6	3	6	5	8	6	5	7	5	4	7	3	3	6	6	7	7	
1	6	6	3	3	2	3	3	3	5	8	7	7	3	3	6	0	6	6	5	4	8	6	3	8	6	6	5	8	6	5	4	8	7	1	2	7	4	7	5	5	5	4	3	7	6	6	8	3	5	3	4	3	2	4	4	3	7	5	7	4	6	7	6	5	6	5	5	3	6	7	7	4	5	7	2	7	7	6	8	7	2	2	3	7	6	8	5	7	6	7	6	5	5	4	4	3	2	5	6	
7	4	5	3	2	2	2	2	1	7	2	2	4	3	4	7	6	0	1	3	4	3	4	4	4	6	1	4	6	1	4	5	8	7	6	6	2	6	7	6	3	2	5	5	5	3	2	6	6	6	7	8	5	5	3	6	5	8	8	7	8	2	3	5	7	5	4	5	5	1	7	2	6	4	8	6	8	5	5	7	8	6	5	4	2	3	7	6	2	8	4	5	2	3	3	7	5	6	8	3	
6	8	7	7	7	8	8	8	7	3	8	6	4	4	7	2	4	4	0	5	4	4	6	2	1	5	4	5	3	4	1	2	8	5	3	3	3	8	6	4	2	3	7	6	3	2	4	5	4	4	6	6	2	6	5	6	7	6	8	8	8	4	2	2	6	4	1	5	7	4	4	3	3	3	7	5	5	6	2	7	5	8	7	6	4	2	6	4	4	6	5	5	3	2	3	6	5	3	5	4	
4	5	4	5	6	7	7	7	7	2	7	8	6	4	7	3	5	7	7	0	4	8	2	7	7	7	5	8	5	7	7	7	4	6	6	6	8	5	2	5	7	6	1	3	8	6	5	7	7	6	3	3	7	2	8	4	6	8	7	8	4	8	6	6	3	5	7	3	1	7	5	7	7	5	4	3	6	8	6	4	6	5	3	7	5	6	8	5	8	6	5	4	8	7	8	4	7	8	3	8	
3	4	3	4	2	2	3	3	3	8	4	5	7	7	6	6	3	5	5	5	0	4	4	3	5	5	8	8	4	8	5	5	7	7	5	2	4	7	4	2	4	5	5	4	7	7	8	8	5	4	4	5	6	5	4	5	5	8	7	7	2	4	5	7	6	4	8	6	5	7	6	7	3	2	4	6	3	4	7	5	2	2	5	4	5	7	6	8	5	7	3	4	4	5	5	7	4	4	3	5	
5	2	3	5	6	5	4	4	4	4	5	3	6	6	3	6	4	4	4	5	5	0	3	4	4	4	7	6	4	6	4	1	6	7	6	5	3	6	4	4	3	2	7	7	8	8	8	7	3	4	2	2	5	4	7	6	8	7	6	6	4	2	5	4	5	3	8	6	5	4	6	8	4	5	4	3	3	5	7	4	5	4	5	3	1	4	7	7	7	5	5	2	4	7	5	5	5	7	6	5	
1	6	4	7	6	7	5	5	4	4	6	6	3	6	2	7	3	6	6	4	2	4	0	2	4	1	6	6	3	8	6	4	3	5	3	2	3	7	4	5	5	4	6	4	5	5	6	8	5	5	4	4	4	5	5	4	8	5	8	5	6	3	7	6	7	3	6	7	7	2	3	5	3	7	3	3	3	7	4	1	3	2	4	4	4	4	4	4	5	4	4	3	2	8	3	7	4	7	5	6	
8	4	2	5	3	2	3	3	3	8	6	5	8	3	5	8	4	4	4	6	7	7	7	0	4	7	3	8	8	8	2	6	7	6	8	7	8	5	8	4	6	8	5	6	3	6	4	4	4	6	4	6	7	6	4	4	4	5	4	6	5	8	8	6	4	7	8	7	7	7	6	7	5	2	5	8	7	5	5	7	6	6	7	7	6	8	4	8	8	5	4	5	6	5	8	3	6	7	4	8	
5	7	5	1	3	1	3	3	3	6	4	5	6	2	4	7	6	8	8	6	3	5	5	5	0	4	4	4	5	8	5	5	6	3	8	7	8	3	5	6	8	5	6	7	5	5	2	2	4	4	2	3	8	3	7	4	7	7	3	5	7	6	5	2	5	5	7	4	4	3	8	7	4	4	5	5	3	5	4	5	2	8	5	7	3	6	2	5	6	7	2	1	6	3	8	5	7	5	5	4	
8	7	5	3	3	1	3	3	3	7	5	5	6	7	7	8	4	6	6	6	6	6	4	4	2	0	3	3	4	8	4	5	5	3	8	7	8	3	5	6	8	4	6	6	4	4	2	1	4	3	2	2	8	2	6	4	6	7	3	4	6	6	5	1	4	4	7	4	4	2	7	6	3	4	5	5	2	4	4	5	1	8	5	7	3	5	1	5	6	7	2	2	6	2	7	4	6	4	5	4	
4	3	2	4	4	3	2	2	2	7	8	8	4	6	7	3	3	5	5	7	8	6	5	4	5	4	0	3	6	5	4	5	2	3	6	6	7	5	6	8	5	3	7	4	2	4	3	4	6	5	3	3	6	4	8	5	7	6	2	2	4	8	4	4	5	4	8	6	2	3	7	8	3	3	3	4	4	1	6	7	4	6	2	8	2	5	4	7	8	8	4	4	4	3	8	5	6	6	3	3	
3	4	4	3	1	3	1	1	2	7	3	3	4	5	6	6	3	7	7	5	5	4	2	2	4	2	2	0	5	4	4	5	2	2	5	6	6	5	5	8	5	2	7	3	1	3	2	4	5	4	2	3	6	3	8	4	7	5	2	2	3	7	3	4	4	4	8	5	1	3	6	8	3	3	3	4	4	2	5	6	4	5	1	7	2	4	4	6	8	7	4	3	3	3	8	4	6	5	3	3	
3	6	5	4	3	3	3	3	2	7	8	6	8	3	3	6	5	7	7	6	5	3	4	4	2	4	4	4	0	4	4	4	3	3	6	7	5	5	7	7	2	4	6	4	4	5	4	4	3	3	4	3	8	5	7	1	8	4	3	3	4	5	3	2	3	4	6	2	4	5	4	5	4	5	5	1	4	4	7	3	5	3	4	5	3	6	1	5	6	7	3	5	4	3	6	4	7	7	5	5	
8	5	3	6	4	5	6	6	5	8	3	4	5	2	5	6	3	4	4	3	5	7	7	7	6	7	7	7	3	0	2	3	4	1	4	6	3	3	7	5	3	4	5	3	4	3	3	3	2	3	3	4	8	5	6	3	6	5	2	2	3	4	2	2	1	3	7	2	4	6	2	5	4	5	6	3	5	2	8	1	4	2	4	5	1	7	3	4	5	7	1	5	5	3	4	2	5	5	5	6	
7	3	3	5	5	3	2	2	2	7	6	4	2	6	3	7	4	6	6	4	1	4	4	3	5	7	8	7	4	4	0	3	6	4	4	8	2	3	4	6	5	1	7	2	4	3	3	5	3	4	4	6	5	2	3	4	7	7	4	4	2	3	3	4	4	4	4	3	3	6	3	2	6	2	7	3	3	4	7	4	4	4	4	7	4	8	3	4	2	5	4	7	5	5	1	4	3	6	5	4	
1	6	5	4	4	5	3	3	3	6	3	1	5	7	6	3	3	6	6	3	5	2	3	2	4	5	4	2	5	5	4	0	6	6	2	5	3	4	3	7	6	4	4	4	6	2	3	4	3	3	1	6	2	4	5	2	8	6	5	5	4	3	5	6	3	6	5	3	5	7	3	4	5	4	4	4	3	4	8	3	5	4	4	5	1	5	4	1	4	2	5	8	7	6	4	6	4	4	5	2	
3	5	3	6	4	3	2	2	1	7	2	2	4	5	1	7	4	6	6	2	3	3	4	3	2	4	4	4	2	3	3	3	0	5	2	4	4	2	2	7	4	4	5	4	4	2	1	2	1	3	3	5	3	2	6	2	6	7	6	3	4	1	6	7	3	4	5	1	3	7	2	4	5	2	4	2	1	4	7	2	5	4	4	3	3	5	3	3	2	2	4	7	6	7	2	4	4	4	3	2	
7	2	2	4	5	3	1	1	2	7	6	4	7	5	2	7	4	5	5	2	3	3	3	2	3	4	5	4	6	6	5	3	4	0	3	4	3	4	4	6	4	6	6	1	2	4	4	4	4	3	3	4	3	3	5	3	5	6	6	4	5	4	3	4	2	1	7	4	2	7	3	1	4	4	5	4	4	1	7	4	7	3	5	4	3	7	5	5	4	3	5	7	8	6	4	6	6	4	2	3	
4	6	4	3	2	3	4	4	3	6	5	3	5	8	7	6	2	6	6	6	7	4	4	3	3	3	4	2	5	4	4	5	4	4	0	1	4	3	4	6	6	8	7	4	4	4	5	4	3	3	4	4	4	5	2	2	3	5	3	3	2	4	2	3	3	4	7	3	3	4	4	4	2	6	4	5	4	4	4	3	4	5	6	2	3	6	3	2	1	2	2	7	7	5	1	8	8	3	4	3	
2	6	6	7	7	8	6	6	5	4	6	4	3	4	2	6	8	3	3	3	4	5	3	2	3	4	2	2	5	7	7	5	8	4	3	0	5	4	5	6	7	6	6	2	2	2	3	2	2	2	4	3	5	5	3	3	3	6	3	2	2	3	2	1	3	2	6	2	4	2	2	4	3	5	4	6	4	4	2	4	2	5	4	3	2	5	2	3	3	2	3	5	5	3	3	6	7	4	2	2	
5	5	4	2	2	2	2	2	2	6	3	4	6	4	5	3	6	4	4	3	2	3	4	3	5	7	5	6	3	2	1	3	4	5	6	6	0	7	4	8	8	7	6	5	5	6	7	5	5	6	4	7	7	2	7	6	7	8	5	6	6	4	6	6	7	6	8	5	3	5	5	8	7	3	6	4	4	3	5	7	6	7	6	4	6	7	5	5	7	6	6	2	8	7	5	7	7	7	6	5	
1	6	5	6	7	7	5	5	4	4	6	5	1	6	7	7	6	7	7	5	2	3	4	4	3	4	5	4	3	2	2	3	5	7	8	8	6	0	7	5	6	2	6	5	2	3	8	5	3	4	8	4	4	5	6	5	4	8	7	8	1	4	4	4	8	1	3	7	6	8	5	6	6	7	3	6	6	7	8	5	3	8	4	4	8	2	3	2	6	3	2	6	4	4	4	5	6	2	6	2	
