88	90	45	11	16	22	11	57	41	47	33	31	62	86	41	23	91	61	16	24	94	36	84	52	75	65	91	3	32	74	
23	21	65	23	86	36	44	96	48	41	44	80	27	61	23	68	40	16	84	55	39	80	90	79	87	67	45	79	25	33	
10	3	53	31	26	94	22	25	91	70	65	91	51	92	53	74	61	48	45	2	5	39	81	50	19	26	72	20	6	53	
52	70	11	60	2	36	56	23	61	4	92	81	50	1	74	59	74	90	8	74	48	66	14	30	72	87	11	45	8	71	
53	15	42	64	30	43	55	41	21	17	1	15	54	50	15	83	10	44	31	18	73	78	83	86	63	56	30	74	57	91	
46	65	61	87	30	91	85	85	87	7	57	87	21	12	39	89	95	48	88	27	65	62	60	6	6	24	17	35	97	73	
28	44	40	88	32	25	36	18	11	25	79	24	13	55	89	51	46	41	55	35	23	75	53	82	80	58	8	97	92	6	
27	75	50	66	21	37	47	56	11	13	36	89	36	5	45	27	55	46	23	65	37	46	42	89	29	77	48	36	31	95	
42	58	72	47	79	92	39	27	5	5	40	41	93	75	45	94	57	55	95	80	76	33	81	19	77	11	51	80	47	82	
77	44	41	6	46	21	53	84	48	57	89	43	53	39	73	53	88	32	64	41	67	41	73	49	15	8	59	21	87	61	
4	65	60	98	70	7	21	78	47	24	37	91	22	45	85	94	98	75	81	19	17	49	15	45	53	83	52	68	5	95	
84	63	17	46	62	43	8	38	22	54	17	58	2	38	59	87	34	14	19	16	32	35	21	2	35	73	84	43	42	44	
39	28	8	55	29	70	97	36	9	21	46	80	34	3	19	48	89	8	61	9	24	48	97	44	49	34	72	88	76	70	
34	16	53	95	26	81	66	79	72	31	55	73	12	88	76	84	38	66	92	54	31	71	4	29	70	52	62	43	42	93	
14	31	64	22	27	90	4	49	70	32	79	26	6	46	69	81	85	62	5	78	18	35	50	21	19	21	28	37	20	69	
31	87	1	95	11	82	42	68	32	67	1	66	92	61	13	18	43	53	80	3	33	53	91	38	73	12	15	2	48	88	
27	34	76	81	84	42	64	27	12	95	93	66	62	42	28	30	16	71	83	95	29	71	49	22	64	77	33	78	34	36	
23	60	25	1	43	11	42	62	91	9	15	42	75	32	83	4	62	54	30	2	50	59	28	54	36	47	86	68	81	22	
59	5	37	83	5	35	49	3	97	42	11	13	39	41	98	77	45	17	33	30	18	82	44	1	92	79	48	35	48	30	
56	62	34	93	3	93	83	51	95	81	48	61	49	86	4	49	65	4	21	53	33	39	90	77	93	83	13	96	20	17	
27	31	78	17	79	80	11	64	87	61	2	90	77	7	34	80	11	54	83	31	8	72	25	97	6	74	82	18	71	57	
34	54	43	68	70	78	49	36	97	91	52	54	39	30	60	72	12	26	27	50	57	34	23	37	32	82	12	69	2	83	
81	89	38	80	58	63	59	63	98	13	55	51	66	49	80	28	22	47	9	48	97	65	37	75	58	25	59	69	49	16	
9	32	60	2	67	20	64	81	82	19	93	92	25	60	43	7	43	64	9	52	68	61	72	60	38	31	84	52	56	35	
23	20	22	82	22	88	3	41	70	40	16	64	88	40	25	32	2	24	51	11	75	74	71	4	36	64	89	75	71	46	
11	93	21	32	77	96	75	35	39	46	31	54	11	20	49	90	7	51	69	13	61	45	43	87	4	34	53	92	10	79	
39	21	74	16	8	8	13	83	96	51	84	28	60	51	3	11	42	63	61	66	76	77	12	20	21	15	53	29	9	18	
10	3	38	83	18	2	46	31	40	43	37	25	27	53	75	29	63	72	48	79	39	25	57	6	98	33	75	8	62	39	
25	71	41	19	11	15	74	56	1	15	54	91	39	80	45	70	65	9	43	68	43	82	48	55	87	47	88	63	10	7	
57	88	77	54	62	43	68	91	54	24	7	9	70	2	45	17	71	65	79	15	34	24	52	81	34	95	83	23	15	48	
29	72	91	61	27	55	59	50	47	14	73	10	77	98	11	77	16	37	97	51	51	32	30	59	68	63	55	8	86	69	
55	70	42	47	87	68	57	47	73	60	61	3	69	93	3	35	71	18	71	25	24	77	56	53	37	79	18	91	42	59	
62	96	84	59	98	72	83	13	21	57	72	37	60	42	31	18	32	57	89	4	81	15	80	92	67	19	28	40	11	69	
54	28	22	40	43	75	13	81	87	87	39	16	25	54	13	11	71	44	23	62	47	5	32	29	52	54	3	35	94	67	
5	49	51	80	44	93	57	13	75	1	1	69	17	80	25	83	90	51	29	15	68	75	73	1	59	81	55	61	17	6	
84	76	10	36	13	54	30	25	22	60	26	22	30	96	3	10	80	49	61	10	19	84	41	91	41	55	29	95	72	2	
56	57	77	65	92	89	74	77	70	95	38	95	73	67	48	75	33	29	79	49	93	97	34	89	90	74	1	74	26	72	
75	81	84	9	4	77	98	33	11	25	30	48	21	4	71	24	34	5	8	15	9	2	13	42	46	58	72	47	88	53	
74	64	90	60	73	93	92	28	27	59	52	12	8	28	69	34	51	5	92	58	73	2	16	41	98	61	55	71	63	44	
79	93	9	70	54	81	64	3	64	47	61	17	14	25	44	83	14	50	87	8	10	17	9	25	57	8	41	13	34	6	
12	15	98	21	84	9	57	6	65	23	8	82	93	21	8	93	5	21	44	47	82	53	19	47	33	76	54	74	44	44	
79	12	14	34	32	53	96	44	58	18	22	21	1	71	96	62	65	2	39	10	5	76	19	23	24	51	54	34	26	54	
77	60	65	46	49	52	98	2	51	14	20	29	34	74	1	31	92	65	87	86	30	47	63	4	69	43	55	79	76	36	
88	10	52	10	55	2	17	54	58	67	67	33	95	57	62	95	87	55	17	31	96	3	77	17	6	4	59	16	38	90	
8	27	1	59	36	11	16	52	64	29	74	87	61	71	1	25	23	43	35	94	74	33	52	52	5	57	11	19	29	48	
10	36	30	64	50	65	74	21	72	93	50	48	37	12	74	37	36	52	80	27	47	55	15	98	62	19	13	73	37	95	
76	46	86	8	65	37	28	40	13	2	34	62	5	71	74	34	9	65	85	44	91	88	98	7	43	18	79	55	46	17	
7	23	18	92	84	82	84	14	77	97	69	13	60	73	39	89	8	3	12	48	47	58	37	2	21	80	19	1	90	64	
72	97	87	45	90	28	29	32	41	61	30	65	29	45	39	67	36	2	26	47	6	72	6	42	73	26	23	92	81	15	
13	54	67	1	98	14	29	82	45	25	45	74	90	73	21	84	96	12	42	23	58	47	94	19	88	24	1	67	71	81	
37	84	36	59	40	89	72	24	73	19	49	73	92	94	3	68	79	98	79	76	22	92	24	71	13	68	51	13	90	23	
93	82	62	84	42	4	74	15	27	4	33	31	76	81	80	79	50	17	34	85	92	12	78	72	38	90	95	88	4	86	
67	52	25	30	91	66	87	67	36	70	70	69	2	4	7	82	38	12	98	71	96	47	38	76	20	76	67	16	65	27	
57	87	34	81	19	27	4	61	93	40	32	20	64	88	77	26	27	70	37	80	43	35	28	36	12	4	13	78	73	34	
60	32	22	94	68	94	22	28	57	70	23	44	45	86	33	24	13	15	93	5	94	91	39	78	29	50	81	95	84	55	
30	45	42	52	40	12	3	17	39	59	86	17	59	33	4	91	12	70	62	6	74	57	53	69	36	81	20	18	33	5	
29	63	50	70	16	45	37	72	62	31	33	49	47	47	37	6	39	48	75	2	10	7	15	62	75	50	98	50	24	32	
11	8	94	60	77	65	60	16	39	23	2	27	28	49	73	20	54	67	68	85	25	77	47	39	40	77	44	39	28	23	
26	38	30	22	53	63	42	69	34	80	47	35	8	74	83	36	94	93	5	19	79	83	95	27	77	90	59	22	84	86	
1	11	80	84	86	88	48	30	58	81	11	7	18	73	36	56	64	31	50	24	5	30	8	1	12	84	90	70	62	75	

setup
0	2	6	6	3	1	3	2	1	2	4	3	7	8	8	5	5	4	4	4	3	4	2	1	5	5	4	1	2	8	6	3	1	3	8	3	3	2	4	3	4	7	6	2	6	5	6	3	8	1	6	3	4	7	3	1	3	6	1	5	5	6	7	5	8	6	7	2	7	3	5	2	1	2	3	7	6	8	1	6	1	6	8	4	4	2	4	7	7	4	3	4	1	1	8	8	6	7	2	4	
1	0	6	6	3	1	3	2	1	2	4	3	7	8	8	5	5	4	4	4	3	4	2	1	5	5	4	1	2	8	6	3	1	3	8	3	3	2	4	3	4	7	6	2	6	5	6	3	8	1	6	3	4	7	3	1	3	6	1	5	5	6	7	5	8	6	7	2	7	3	5	2	1	2	3	7	6	8	1	6	1	6	8	4	4	2	4	7	7	4	3	4	1	1	8	8	6	7	2	4	
6	6	0	1	6	6	7	5	6	6	4	6	5	8	4	6	3	6	5	5	5	4	6	6	4	3	7	6	6	4	2	4	6	7	5	7	7	6	7	4	6	3	7	6	4	5	2	6	3	6	2	4	4	4	6	6	4	1	6	6	7	3	7	3	5	8	2	6	6	6	5	6	6	5	7	3	7	4	6	1	6	2	7	6	8	6	3	7	8	5	6	4	6	6	3	7	7	8	5	6	
4	3	7	0	2	4	6	4	2	8	6	3	7	3	6	3	5	8	8	6	3	4	4	3	6	6	4	8	8	4	7	4	3	6	5	4	4	8	6	6	5	6	2	3	4	8	6	3	8	5	7	4	4	5	3	4	5	7	4	8	3	6	3	7	7	2	6	3	6	2	8	2	5	5	7	6	5	5	6	7	5	7	2	4	5	7	6	8	7	8	7	4	7	7	6	1	4	3	5	8	
4	3	4	4	0	3	5	3	3	6	7	5	4	2	7	2	2	8	5	4	5	4	5	4	6	7	5	5	7	6	7	1	4	3	3	3	3	8	8	7	2	6	4	5	1	7	4	2	6	7	6	5	1	7	4	5	3	5	5	6	4	6	4	7	8	4	6	3	5	3	8	3	2	5	6	3	7	3	7	7	7	4	4	6	4	4	6	5	7	5	7	6	7	5	7	4	6	2	3	5	
1	2	5	5	4	0	5	2	3	6	5	4	3	3	7	4	4	6	3	2	5	3	7	6	5	8	6	6	4	3	5	4	4	2	5	3	4	8	7	6	3	6	5	2	4	8	5	4	4	4	3	2	4	7	2	5	4	3	5	6	4	4	6	7	7	1	5	4	6	2	6	2	3	2	3	4	4	2	6	8	8	4	3	7	2	2	8	5	7	2	4	7	6	4	6	5	3	3	4	6	
5	4	4	4	3	3	0	3	1	4	6	4	1	3	8	4	2	6	4	3	3	3	7	4	5	6	4	4	2	2	3	5	5	2	6	3	4	6	6	6	2	4	3	3	5	6	6	5	3	5	4	3	3	6	2	6	3	3	6	5	5	5	4	8	8	3	6	3	5	2	7	3	3	3	4	5	4	2	7	8	6	4	2	6	3	2	8	5	8	3	3	5	5	2	5	3	4	1	3	4	
6	5	3	3	3	1	5	0	5	2	7	6	5	3	7	6	5	3	7	3	5	6	6	2	3	6	7	5	4	5	3	3	1	4	5	3	3	3	8	3	4	5	6	5	6	2	6	2	3	5	3	5	3	4	5	6	5	3	3	1	3	6	4	4	8	4	4	6	6	4	3	4	3	6	4	2	7	5	5	4	2	4	4	5	4	5	7	4	6	6	6	8	6	5	3	6	4	5	4	4	
5	5	6	6	6	7	6	5	0	5	4	4	8	3	7	6	7	6	3	6	6	7	7	5	5	3	5	4	4	6	5	6	5	3	7	6	5	6	6	6	7	8	2	6	3	5	7	4	6	6	6	8	5	2	1	6	6	3	4	5	3	6	2	6	6	4	4	8	5	2	3	5	4	5	4	4	3	2	1	7	4	3	4	4	5	7	4	5	2	2	6	6	6	8	5	4	7	8	5	5	
4	4	7	7	6	6	2	2	5	0	5	6	4	5	8	8	6	5	3	8	5	3	4	7	1	3	6	6	5	5	6	5	8	3	4	3	1	5	3	7	8	7	5	2	3	6	4	5	7	8	8	8	4	5	5	6	4	6	6	3	4	8	5	8	2	4	7	4	1	5	3	4	6	3	5	7	5	4	5	7	4	5	5	4	5	4	4	5	4	5	2	6	7	8	3	6	4	8	2	4	
3	2	6	6	5	5	3	4	3	3	0	5	5	3	8	6	7	6	2	6	6	3	4	7	3	1	5	5	5	4	4	3	7	4	5	3	3	5	2	5	6	5	4	3	2	4	3	3	5	6	7	6	3	5	3	4	2	4	5	2	5	6	4	6	2	2	7	4	3	6	4	4	7	4	6	5	3	5	5	5	5	5	6	3	3	4	3	3	4	5	3	4	6	8	2	4	5	8	3	3	
2	1	6	6	6	4	6	6	7	3	4	0	3	5	5	4	7	5	4	3	8	3	2	5	4	4	5	2	7	1	2	2	5	1	7	5	2	4	3	6	3	3	4	5	3	1	2	3	6	7	4	8	3	2	4	2	4	4	7	3	3	3	4	5	3	3	8	2	5	6	4	2	6	1	4	6	4	5	2	5	3	7	3	2	3	1	5	2	2	5	3	3	6	7	3	3	2	5	5	5	
8	7	7	7	6	7	5	3	4	7	7	3	0	5	6	4	7	4	2	3	8	4	3	5	2	2	3	2	5	3	3	2	6	3	5	3	2	3	1	7	4	1	2	5	4	3	3	1	6	6	5	6	3	3	3	3	2	5	6	1	1	3	3	4	3	1	8	2	3	7	4	3	6	3	5	4	3	5	3	4	1	5	1	2	3	3	4	3	2	4	1	2	6	5	4	4	3	5	6	6	
1	2	5	5	4	5	4	2	4	5	6	8	6	0	4	3	4	4	5	5	6	8	5	8	5	6	4	5	3	7	4	5	4	7	4	7	6	4	6	8	8	6	5	4	6	6	4	6	3	3	7	2	7	5	6	4	5	3	3	6	6	5	5	4	4	6	8	6	4	3	5	5	8	5	8	6	6	6	7	6	6	6	6	5	7	4	4	5	6	7	6	6	4	4	7	5	4	5	8	5	
8	7	6	6	6	4	4	4	3	3	6	4	5	8	0	6	6	8	5	8	3	2	5	8	7	4	7	4	7	7	8	5	8	2	5	7	4	5	7	8	6	5	8	6	3	5	7	8	7	8	3	8	6	6	5	6	4	8	7	8	4	5	4	7	5	3	3	5	7	6	8	7	4	7	6	4	3	4	5	4	6	3	8	4	4	6	7	4	5	3	7	6	8	7	3	8	5	6	2	8	
2	2	5	5	4	5	8	6	7	3	4	7	5	2	3	0	5	6	5	8	2	2	4	8	6	2	8	2	8	8	8	4	7	2	3	5	5	6	5	8	5	5	7	7	3	6	8	6	6	6	1	7	5	5	6	6	3	8	7	7	4	6	3	5	5	2	2	4	6	5	6	7	5	8	5	4	4	3	5	2	6	3	6	2	5	5	7	2	3	2	5	7	6	7	4	7	6	4	3	8	
6	6	4	4	4	2	4	5	8	4	5	8	7	4	4	5	0	6	8	7	4	5	7	4	2	4	8	4	4	5	6	2	5	4	6	8	2	3	5	6	4	6	6	7	4	5	7	3	7	8	5	3	5	7	4	3	4	6	6	8	6	7	4	1	8	5	5	7	2	7	7	5	2	7	4	6	2	6	5	5	4	6	4	5	2	8	7	4	5	5	2	7	3	4	6	6	2	5	3	7	
3	3	5	5	5	3	4	5	7	7	8	8	6	6	6	4	2	0	7	7	3	4	6	3	2	3	8	4	3	5	6	1	4	4	5	7	1	2	5	5	3	6	6	7	4	4	6	3	6	7	4	2	5	7	3	2	4	6	6	8	6	6	3	2	8	5	4	7	1	6	6	4	1	6	4	6	2	6	4	4	4	5	4	4	2	7	6	4	5	4	2	7	3	4	6	5	2	5	2	7	
8	7	7	7	7	5	3	1	5	1	5	1	3	5	2	6	2	6	0	8	4	4	1	6	6	4	8	3	7	7	6	6	4	8	6	5	6	5	7	5	7	3	3	2	5	7	3	5	2	8	7	5	8	3	6	6	3	8	2	6	8	1	4	5	4	8	5	6	6	3	8	6	6	2	4	2	6	4	3	6	5	2	6	7	6	4	6	8	5	6	5	2	5	8	7	5	6	4	5	8	
3	2	5	5	5	5	4	5	6	6	3	6	7	7	6	5	2	5	4	0	6	2	4	7	4	4	6	3	8	6	7	3	4	7	4	5	5	4	6	6	4	3	5	3	4	8	4	4	3	5	7	5	6	5	3	7	2	6	4	8	5	4	3	5	4	7	4	3	5	5	7	7	7	4	4	4	6	1	5	6	4	4	8	5	5	1	3	6	6	6	6	4	5	7	4	6	7	6	5	8	
5	5	8	8	7	5	8	7	8	5	4	4	3	5	7	4	7	8	5	6	0	6	4	2	3	5	2	6	4	6	5	4	3	4	4	8	6	6	2	6	5	4	7	4	4	8	4	8	6	6	8	2	8	4	4	8	5	2	8	6	6	8	5	3	3	4	8	6	6	3	2	3	5	7	6	3	4	6	8	2	6	7	6	5	4	6	7	5	5	4	6	4	5	4	3	6	4	8	4	6	
2	1	6	6	5	4	3	3	5	5	3	4	2	5	7	6	2	5	6	3	6	0	6	6	4	3	6	1	6	7	3	5	5	7	4	6	3	6	5	5	3	7	5	5	3	3	4	7	6	7	4	6	7	5	5	5	8	6	8	8	4	8	3	4	7	6	4	2	3	7	5	5	3	2	6	7	4	2	6	6	8	5	1	8	7	6	4	8	2	4	7	3	5	3	6	3	4	3	8	8	
2	2	5	5	5	5	6	4	4	2	4	5	4	4	2	6	5	5	6	7	6	3	0	4	3	1	4	3	7	7	2	4	5	5	5	7	1	4	5	5	1	5	3	5	4	3	5	7	7	7	5	4	5	5	5	3	7	6	8	8	3	6	1	5	8	7	4	3	4	5	4	6	1	2	6	8	2	3	6	7	6	4	3	7	8	7	3	7	2	5	5	1	3	4	4	4	4	4	7	6	
7	6	8	8	7	8	7	5	7	6	3	3	1	5	2	6	8	8	7	8	3	6	4	0	5	4	6	2	6	7	4	3	3	3	7	5	4	1	6	7	4	5	3	3	4	4	4	5	4	8	3	4	7	2	5	4	8	4	6	6	3	6	4	7	5	6	1	4	3	7	5	4	4	4	4	7	3	4	6	7	7	4	3	5	6	8	2	6	4	6	7	4	2	3	5	2	2	4	5	8	
4	3	6	6	6	7	8	7	7	7	3	6	5	6	5	6	4	8	6	4	7	4	8	6	0	5	8	5	2	2	8	7	5	6	7	5	6	6	6	7	4	8	7	5	5	5	7	7	8	4	4	7	7	5	4	5	5	4	8	7	5	5	4	6	3	8	6	5	5	6	7	6	6	4	7	3	6	8	8	2	3	5	7	2	4	5	6	4	7	8	6	3	5	6	5	5	5	3	2	8	
3	3	6	6	6	6	5	4	4	6	6	7	5	4	4	3	5	7	7	6	8	6	4	6	3	0	8	3	3	2	7	5	6	6	8	5	7	6	5	5	4	7	6	5	4	3	6	8	8	4	3	8	6	5	4	3	6	2	6	6	5	3	3	6	3	6	4	4	6	5	6	5	6	4	8	4	6	8	8	2	3	3	8	3	4	5	7	4	7	8	7	2	6	4	6	4	4	4	2	6	
1	2	5	5	4	4	2	3	4	3	5	8	8	7	8	4	6	3	8	4	3	5	6	8	7	7	0	8	6	6	2	3	3	5	7	5	4	8	6	6	7	7	3	8	5	8	6	2	6	4	8	2	5	8	5	8	4	6	5	4	3	5	6	3	6	8	7	6	5	7	6	3	4	4	7	8	8	2	4	6	7	5	4	7	5	4	3	8	6	7	2	6	2	5	7	7	5	8	7	3	
2	2	6	6	6	6	3	2	5	3	5	8	7	3	4	5	8	6	6	8	5	4	8	7	5	1	8	0	8	4	8	6	6	7	7	5	5	1	5	3	4	7	8	5	4	3	7	7	4	6	8	8	5	5	5	2	7	4	8	7	6	7	7	8	8	8	4	4	8	8	8	6	6	5	2	4	7	8	5	8	3	8	6	2	4	5	7	3	8	5	7	3	7	4	2	2	8	1	8	7	
6	5	8	8	7	7	6	6	7	8	5	5	4	3	3	6	8	6	2	8	5	5	3	4	5	4	6	8	0	7	2	4	7	2	3	5	7	8	8	8	8	8	4	7	5	7	7	2	8	3	3	5	6	5	8	7	6	5	2	6	6	3	7	4	4	2	5	5	3	5	3	7	5	4	8	5	3	3	5	1	6	4	3	8	8	4	8	6	3	4	7	7	5	6	7	8	3	8	6	8	
5	5	6	6	5	4	6	6	8	6	6	5	3	6	6	5	5	5	5	4	6	1	6	7	5	2	7	3	8	0	8	6	4	7	7	6	3	5	2	2	7	7	5	5	5	7	4	8	6	8	8	6	5	7	4	5	5	4	7	4	5	7	3	6	8	7	8	8	7	8	7	6	7	5	5	8	8	7	8	8	4	5	8	5	3	8	8	5	6	5	5	7	5	5	2	5	6	3	8	7	
7	6	3	3	2	2	4	2	5	3	5	7	5	3	3	4	6	2	6	8	8	5	3	4	2	4	5	7	2	6	0	5	6	8	5	6	4	7	6	6	7	2	2	8	3	7	6	3	3	3	7	4	4	5	6	6	4	3	5	6	4	7	7	4	6	2	7	3	5	4	5	6	2	5	8	7	5	6	5	4	6	4	7	4	4	3	3	8	5	3	6	7	8	8	5	3	7	4	8	2	
5	4	7	7	7	8	6	7	4	6	5	3	4	4	4	8	7	5	7	8	4	6	1	4	3	4	8	8	3	6	5	0	3	6	5	5	7	6	2	6	7	5	4	5	4	4	7	3	6	5	4	5	6	3	8	3	4	6	2	7	7	7	4	5	5	5	5	4	7	5	3	4	4	1	8	5	7	8	3	5	4	4	3	2	4	5	3	7	6	4	4	7	8	4	1	3	6	6	4	5	
6	6	5	5	4	2	4	2	4	4	2	5	6	7	8	6	4	6	4	8	7	4	6	3	6	4	5	6	3	5	8	8	0	3	8	8	6	7	7	7	4	8	7	7	8	8	3	7	7	4	8	8	6	6	8	6	6	7	7	3	7	4	6	6	4	8	5	7	6	5	8	8	7	8	2	5	4	1	6	5	5	6	7	8	5	7	7	8	4	7	8	6	7	5	8	7	5	7	5	4	
2	2	6	6	6	4	3	1	5	5	1	5	3	3	5	3	4	3	5	7	8	5	5	2	5	1	8	5	4	4	8	5	5	0	6	8	3	7	3	6	4	4	8	7	7	7	3	5	5	5	8	7	4	3	8	5	3	7	3	4	8	4	7	8	3	7	3	5	5	3	5	5	8	7	5	1	7	5	8	8	8	6	3	6	3	8	6	8	5	8	4	4	7	3	7	8	4	7	4	5	
5	5	4	4	4	4	4	5	4	7	7	3	1	5	5	5	1	6	2	8	6	7	5	4	6	8	6	3	8	3	6	3	3	3	0	7	4	6	3	6	5	3	7	5	8	8	2	5	6	4	7	5	3	3	8	6	1	7	1	2	8	5	8	6	2	7	2	3	6	4	5	6	8	8	6	3	8	5	8	6	7	6	3	6	4	6	7	7	4	6	5	3	6	3	6	6	5	8	2	6	
3	3	6	6	6	7	4	3	6	5	6	2	3	6	4	4	4	4	6	4	5	8	7	7	3	5	7	6	4	6	7	5	3	1	6	0	7	3	7	5	6	6	3	3	6	8	5	6	6	5	6	7	7	6	6	8	6	7	6	6	8	8	6	3	6	3	6	6	1	8	2	8	6	4	7	5	4	7	8	4	3	5	6	3	6	2	8	6	6	2	8	6	1	5	6	7	7	5	5	2	
2	1	6	6	6	7	8	6	2	4	6	4	4	6	6	5	3	7	6	8	4	7	8	8	6	8	2	7	7	3	8	4	2	3	6	6	0	6	7	2	8	5	4	6	7	6	5	3	4	8	8	5	4	7	3	3	8	4	4	6	6	8	8	4	2	6	3	7	6	8	5	3	1	7	6	5	5	8	3	5	7	3	4	6	5	6	7	7	1	6	4	6	6	4	7	5	8	4	7	6	
7	6	4	4	4	2	5	3	5	2	4	7	6	2	3	5	6	1	7	2	5	6	4	4	3	3	7	6	4	4	7	3	4	2	5	7	6	0	7	5	8	3	8	2	7	6	7	6	3	3	7	5	5	6	7	6	5	3	5	3	2	7	7	8	6	6	5	8	3	6	5	4	6	7	8	6	6	5	6	5	3	5	6	3	5	3	2	5	6	8	3	5	2	6	3	8	5	8	3	2	
