91	32	57	65	72	51	87	55	9	87	39	25	30	29	4	14	60	12	36	5	14	64	87	10	80	74	78	34	50	90	
65	42	23	24	8	50	74	51	7	38	39	1	19	24	84	22	37	1	88	72	5	3	91	47	66	28	23	45	61	28	
90	28	69	15	7	32	64	36	82	26	73	76	81	91	56	66	69	92	66	14	22	26	70	14	28	91	42	50	37	58	
77	83	41	3	97	47	35	18	82	72	98	57	6	80	5	61	3	29	54	68	96	31	49	67	1	76	15	96	82	8	
55	16	90	96	19	88	44	9	61	28	36	60	40	41	95	98	3	97	83	13	22	80	43	70	5	97	48	19	94	31	
26	51	46	17	4	20	60	47	28	23	30	64	38	25	60	35	25	63	87	63	31	11	44	29	80	4	28	83	23	23	
15	48	29	17	21	32	36	80	35	20	58	64	39	52	45	98	86	25	18	30	87	48	40	86	33	76	90	60	60	14	
82	31	17	67	3	37	98	92	73	34	13	86	54	51	39	98	51	26	78	24	12	66	72	7	53	6	82	98	21	98	
13	58	84	84	26	86	76	26	79	50	15	48	38	68	98	32	23	6	14	2	30	25	23	57	31	32	62	15	31	38	
68	44	95	9	83	23	50	60	48	84	66	62	33	59	86	33	90	10	92	5	66	23	29	88	79	60	21	96	30	8	
35	53	7	86	61	89	10	12	50	57	95	71	74	84	31	61	18	23	27	65	81	92	88	12	37	24	27	14	76	12	
21	12	20	27	53	80	71	62	47	76	74	97	49	50	82	79	66	55	57	92	22	40	41	65	7	34	88	33	47	65	
98	23	33	19	5	85	54	75	5	2	52	78	54	56	29	38	91	51	48	49	98	25	44	41	89	50	74	35	38	76	
1	37	98	87	11	4	30	64	34	34	21	41	13	75	97	96	68	89	48	17	93	47	42	39	43	86	44	72	22	82	
49	77	74	48	65	85	7	94	50	40	29	71	81	96	47	35	93	70	25	96	42	19	98	39	13	97	27	57	70	48	
94	75	80	69	78	47	55	85	96	7	80	81	33	62	78	35	96	28	6	76	25	47	51	78	86	63	76	68	75	4	
17	70	78	97	41	57	1	51	43	96	13	79	34	45	42	13	79	94	40	40	27	20	43	77	54	30	42	31	97	72	
88	69	44	67	23	40	80	77	90	78	31	5	58	64	49	56	77	84	51	72	79	77	48	23	12	3	52	53	87	6	
80	77	31	25	1	53	64	80	86	12	60	18	16	73	81	20	30	15	5	36	87	84	69	36	8	80	38	16	88	26	
75	69	58	7	50	59	16	15	94	3	26	11	20	95	84	56	17	15	71	75	7	59	16	75	50	78	56	87	93	1	
68	69	69	82	32	20	42	47	89	37	49	70	4	24	67	87	79	39	57	51	15	63	65	31	93	16	10	6	58	58	
6	28	82	31	11	15	50	8	17	94	98	65	22	3	44	44	45	25	82	58	31	52	76	96	82	71	67	47	76	27	
60	38	10	44	68	74	14	73	81	31	69	36	51	90	93	95	35	39	75	72	96	61	25	74	14	63	2	81	65	33	
63	27	70	72	26	39	47	39	68	83	69	38	20	22	83	14	72	73	53	4	46	6	64	26	35	78	44	36	16	11	
69	78	37	40	51	62	35	53	56	4	37	81	95	56	58	79	26	31	9	34	34	54	39	53	35	74	32	79	11	47	
89	35	26	81	75	32	98	65	84	55	68	22	91	20	34	50	54	59	80	62	92	69	71	86	24	7	61	11	85	28	
58	31	62	39	67	92	71	66	58	56	77	81	34	69	56	67	75	11	81	12	72	74	81	44	61	60	51	78	70	91	
7	29	78	24	24	46	18	50	68	31	61	2	68	94	70	25	18	2	36	98	14	9	73	94	53	90	55	59	69	80	
51	31	65	84	10	88	32	27	39	1	14	55	2	81	51	27	7	24	83	42	24	96	51	52	47	59	97	57	19	67	
38	25	53	4	11	63	47	96	45	85	52	58	96	9	40	48	89	3	71	73	44	50	70	50	4	18	64	2	74	82	
25	14	63	33	71	29	51	20	26	96	60	33	11	57	41	7	60	31	9	87	6	8	38	31	14	95	49	77	53	78	
17	77	91	35	65	20	63	18	39	44	69	98	76	79	57	18	41	72	4	49	60	63	13	98	94	80	50	44	58	4	
77	30	36	70	64	3	45	82	74	83	27	44	38	58	78	50	31	21	24	35	25	83	97	91	38	92	72	88	91	86	
91	70	17	83	95	37	85	41	20	16	25	47	59	18	60	92	68	91	68	91	27	49	75	79	41	15	29	69	58	21	
56	6	46	28	88	42	64	30	38	84	45	18	86	59	36	47	53	5	93	76	95	75	26	27	56	23	95	84	91	54	
60	4	60	8	31	5	5	95	35	97	36	79	16	77	94	7	79	48	11	74	25	7	50	7	88	61	29	84	2	21	
94	62	24	11	25	10	15	83	60	5	81	95	84	53	73	79	59	54	82	70	83	62	32	34	68	75	95	52	61	96	
72	56	15	51	66	93	17	36	78	76	41	16	29	80	24	3	16	83	12	53	10	94	16	95	84	40	72	36	91	34	
87	21	45	58	27	66	52	43	3	85	21	97	3	49	78	80	7	49	64	73	3	29	24	19	26	9	58	97	98	6	
86	87	26	32	46	53	97	97	95	55	84	71	54	42	21	87	23	82	38	43	56	40	71	79	14	96	44	71	50	43	
33	37	31	58	68	76	12	22	31	9	33	70	79	86	67	56	30	45	39	67	87	50	63	16	30	76	67	29	5	19	
72	37	55	4	94	79	36	62	2	22	70	88	91	6	31	59	17	61	59	11	83	48	60	47	19	46	79	85	74	39	
5	47	31	16	7	26	94	96	87	51	19	14	41	11	74	71	25	90	87	83	57	72	86	18	74	60	19	10	47	49	
48	7	51	78	22	57	60	17	10	4	68	28	72	64	38	47	90	18	92	79	57	50	8	98	24	81	60	96	47	8	
46	50	14	97	30	36	11	45	8	21	4	31	4	75	94	42	77	86	15	71	22	71	76	29	71	1	65	32	97	13	
93	98	19	62	52	48	53	63	48	61	39	51	91	42	28	43	39	6	30	10	32	7	80	10	35	8	64	1	93	18	
68	43	18	86	7	25	89	59	43	92	21	81	44	68	79	27	12	73	87	95	82	74	3	20	39	37	81	5	91	76	
76	16	20	49	57	80	74	47	41	18	40	17	55	40	40	89	66	51	63	10	47	3	84	5	22	24	41	4	82	88	
35	16	5	55	64	62	36	93	64	32	13	60	5	67	55	44	57	76	95	75	86	97	77	27	4	54	50	98	58	88	
43	48	5	48	4	24	65	94	19	84	81	31	1	85	53	55	85	65	33	37	95	74	35	74	2	92	83	7	48	96	
94	90	46	54	93	5	78	15	54	96	1	37	82	55	77	90	12	19	56	98	55	52	73	46	81	30	39	22	36	42	
19	86	34	64	95	28	69	74	43	78	27	97	70	64	53	49	55	64	23	66	19	78	74	47	25	12	76	19	33	68	
61	52	11	94	71	7	77	95	37	21	75	63	19	46	83	72	50	39	91	73	7	66	8	80	14	32	47	46	6	80	
15	66	33	79	17	59	85	94	56	23	16	32	42	89	33	26	62	39	20	10	13	26	75	20	61	45	7	10	90	12	
89	6	78	77	40	50	37	26	45	48	5	61	35	46	51	68	27	68	8	46	33	74	28	10	49	44	54	55	53	1	
22	97	60	55	31	1	7	24	26	51	71	84	67	8	85	73	31	13	42	92	15	31	67	96	94	71	41	5	27	94	
5	4	48	64	59	35	64	65	58	45	17	30	31	84	91	17	58	23	84	56	16	54	86	38	51	81	10	91	85	90	
42	45	94	90	10	54	80	29	20	39	73	90	24	59	31	17	76	89	93	17	2	65	70	43	58	22	79	24	68	21	
15	12	65	64	57	74	19	38	4	92	32	32	40	55	91	70	27	24	16	22	40	17	42	65	15	55	42	93	78	11	
15	93	76	79	58	34	10	33	27	13	80	58	45	21	15	91	47	95	16	62	72	55	35	15	21	49	70	62	98	5	
28	14	97	6	49	13	39	58	1	22	27	36	79	27	57	49	19	5	46	34	22	19	88	56	88	64	61	15	81	60	
19	10	29	72	15	77	40	10	37	40	31	63	75	65	45	87	70	63	47	17	96	69	89	41	80	34	6	96	4	42	
13	23	51	42	50	22	20	89	31	12	84	17	30	16	37	74	5	8	38	7	78	89	75	69	31	13	58	90	10	62	
33	77	40	40	20	45	61	93	89	47	7	74	19	90	89	55	22	49	63	59	56	42	6	86	66	36	54	80	28	20	
97	16	96	38	55	17	38	17	65	28	19	27	57	37	19	3	48	40	52	12	54	63	9	59	6	31	51	16	12	34	
35	10	49	86	3	6	58	40	76	24	23	95	51	79	87	25	81	36	64	88	3	73	52	12	88	14	42	94	29	9	
29	19	18	77	6	20	82	63	15	16	42	37	66	92	17	54	18	53	46	37	43	48	66	50	15	11	19	12	6	3	
20	34	21	37	12	80	12	50	98	80	65	42	18	86	89	88	41	63	97	42	55	41	46	22	46	60	32	65	28	37	
67	47	26	44	40	38	25	7	43	79	87	63	22	60	50	66	6	46	30	4	88	85	98	35	8	1	50	94	21	77	
86	44	80	14	87	75	7	67	81	49	47	25	67	24	41	18	90	46	19	21	5	8	7	58	96	69	14	4	20	35	
36	7	78	17	74	66	91	80	34	30	84	37	54	52	60	50	25	51	95	98	28	55	61	34	68	59	58	82	18	77	
18	53	40	95	26	15	18	18	51	7	3	36	43	13	44	59	62	24	65	15	23	92	25	84	28	93	98	41	76	17	
20	49	25	59	1	50	29	18	24	79	78	26	71	77	92	16	37	56	93	3	26	72	95	50	57	78	44	12	20	75	
82	93	79	8	9	79	14	38	52	37	72	32	18	44	64	12	59	2	23	10	58	48	81	10	97	93	43	97	6	19	
29	43	13	10	6	76	44	19	69	96	55	42	83	73	86	48	40	2	5	62	11	18	11	47	28	63	41	26	17	2	
44	2	44	57	65	50	34	10	68	4	61	79	1	1	9	86	4	48	88	8	65	54	80	75	3	63	93	43	88	66	
45	34	67	88	46	33	93	35	96	63	92	59	43	92	59	51	80	63	54	25	26	20	78	61	50	36	25	98	79	69	
65	79	4	33	24	5	21	19	39	19	81	32	33	79	25	91	85	60	11	94	40	91	15	74	53	20	11	34	19	89	
4	84	69	61	72	93	65	49	13	59	67	49	90	1	83	70	47	69	86	14	64	27	6	34	2	14	53	13	3	27	
57	60	66	82	76	40	32	96	44	98	56	12	48	3	66	32	73	68	56	16	81	21	96	42	10	54	12	62	66	68	
88	78	84	56	61	61	51	92	59	50	91	70	61	94	73	82	81	3	7	38	18	88	14	69	85	23	24	52	40	45	
22	84	25	7	95	41	23	3	89	81	52	81	9	68	33	81	51	15	83	57	9	56	2	76	26	43	55	6	50	94	
50	71	35	74	33	31	71	56	33	61	92	84	97	2	53	31	38	59	2	76	72	64	87	29	41	69	71	95	74	23	
47	25	49	81	55	38	14	27	49	2	87	96	86	85	54	94	72	91	55	29	25	28	92	13	56	88	81	83	85	56	
61	87	37	65	69	91	58	38	73	8	40	61	6	81	3	15	76	74	7	32	4	85	15	51	98	27	41	36	11	81	
48	27	69	84	47	39	32	7	33	6	14	72	22	73	10	24	87	85	54	50	19	13	90	87	64	89	15	60	27	79	
42	30	7	12	15	54	6	46	16	38	7	83	65	28	14	74	51	56	17	60	7	89	73	53	77	92	43	92	53	25	
72	94	54	35	61	24	44	66	25	59	60	31	97	80	14	12	12	21	68	28	80	30	18	54	82	50	47	27	43	55	
7	71	50	17	61	12	40	6	34	21	20	93	51	18	30	21	30	41	41	53	24	22	82	95	32	66	47	34	92	45	
89	54	17	40	70	33	8	66	92	41	86	13	89	92	85	20	14	70	17	10	24	40	32	7	37	63	72	83	52	21	
29	42	31	2	38	56	88	45	23	82	41	64	50	31	14	90	6	81	61	22	91	40	18	78	3	54	96	30	92	49	
7	76	91	37	33	84	48	23	30	71	60	26	90	11	12	59	3	17	96	19	93	44	15	66	77	17	75	74	2	68	
24	8	1	70	98	88	55	48	12	40	74	71	21	21	37	32	36	39	5	87	14	97	32	28	20	10	98	94	83	1	
19	62	63	73	88	18	62	44	21	29	40	50	55	60	71	92	92	62	86	52	50	1	6	81	28	25	46	81	20	84	
82	38	3	2	12	90	19	30	90	94	58	85	45	15	46	71	62	93	34	49	46	83	6	51	21	87	31	22	70	50	
7	53	43	64	10	11	55	28	40	2	23	53	86	24	23	88	94	84	82	30	89	84	68	94	90	45	82	23	66	53	
28	29	61	71	92	70	37	48	54	32	50	32	84	91	55	9	80	7	48	64	36	38	5	59	87	94	5	71	72	71	
79	2	1	96	28	92	23	20	95	76	51	2	64	36	93	74	98	74	80	4	93	71	95	53	32	84	49	36	12	76	
62	46	33	62	43	60	11	66	79	62	97	85	63	18	77	13	92	32	43	29	35	91	2	32	46	87	71	50	24	82	
27	86	29	16	5	28	75	70	93	12	33	47	52	51	65	30	20	14	62	62	42	52	10	43	39	55	31	11	6	11	
92	87	52	77	4	56	6	34	81	54	1	15	56	53	22	22	38	41	35	1	58	33	9	67	31	47	24	18	58	83	
28	7	27	35	39	30	90	44	20	29	53	20	43	11	28	20	86	66	16	77	22	73	11	30	42	41	77	21	58	90	
59	41	96	86	75	91	71	23	90	90	51	45	12	49	11	93	25	52	60	40	30	82	15	94	67	12	37	1	86	50	
90	46	47	44	87	23	36	60	1	27	51	7	27	18	56	91	13	80	45	72	75	30	11	89	26	34	56	62	34	43	
67	80	45	15	79	33	92	70	92	92	52	1	1	35	18	12	27	30	47	71	58	23	3	24	68	82	57	25	45	47	
24	67	82	68	38	62	56	31	87	50	78	94	50	34	30	23	45	57	53	47	83	66	70	41	89	93	24	48	19	24	
50	96	47	33	65	84	50	77	16	92	82	93	87	87	29	19	11	29	31	63	76	15	84	3	12	75	95	89	78	69	
15	29	67	61	17	87	2	66	65	17	59	4	65	3	90	49	21	3	34	51	21	65	22	7	67	87	81	19	77	16	
43	47	44	65	63	60	10	64	81	30	80	95	34	3	97	25	51	20	27	40	26	4	6	3	10	28	89	46	2	68	
61	45	16	60	65	79	21	74	44	57	6	80	53	39	38	51	63	88	26	46	84	8	5	89	10	14	19	1	15	20	
68	31	20	39	90	85	19	66	60	19	24	21	98	76	59	91	82	78	36	10	79	21	71	83	12	80	52	84	80	66	
59	49	96	79	88	43	21	62	10	36	80	33	57	35	64	71	81	47	6	19	12	84	39	82	68	50	64	75	89	45	
42	50	50	93	84	93	37	6	12	2	95	48	34	53	38	97	80	21	2	85	39	13	27	77	95	50	83	16	27	73	
16	24	24	21	19	9	69	11	68	81	13	65	84	46	73	23	1	54	97	2	95	37	14	23	70	64	72	54	35	98	
82	51	24	8	71	96	70	42	62	94	78	74	60	63	76	88	41	32	44	40	33	94	76	2	18	3	22	45	56	56	
1	40	62	24	3	89	75	28	86	38	77	65	14	38	83	45	82	25	76	81	20	64	76	96	65	49	54	42	93	12	
98	93	7	17	72	63	7	48	46	92	86	25	14	55	18	96	55	1	77	32	81	96	95	58	49	17	62	5	59	57	
70	14	7	76	30	35	94	37	82	95	84	25	21	98	35	39	51	89	93	29	76	76	81	72	89	31	45	53	89	59	
65	60	72	27	91	57	61	86	49	1	83	35	25	59	88	16	53	40	60	48	25	38	25	7	65	69	91	11	77	82	
69	43	43	96	26	36	55	86	77	5	86	17	93	67	76	82	38	30	24	97	77	4	36	57	10	57	82	2	67	60	
83	92	59	28	45	84	19	1	27	95	60	69	68	54	91	45	92	30	30	71	82	63	74	74	21	83	32	58	40	98	
20	25	47	34	8	92	73	26	48	1	76	9	25	45	19	17	45	12	2	75	82	84	39	13	59	15	95	90	73	36	
45	48	16	48	81	23	95	55	4	44	11	36	9	90	36	27	62	81	92	64	13	31	5	51	43	19	21	93	64	93	
84	64	42	2	13	78	78	9	88	38	9	55	29	17	46	64	97	9	2	46	28	68	76	86	20	74	6	95	68	69	
89	9	35	87	10	3	66	44	66	12	37	74	66	65	46	67	84	44	31	42	45	59	11	22	2	85	51	8	81	74	
32	27	82	22	15	92	25	37	91	90	4	29	21	69	49	66	91	88	65	23	31	11	37	96	86	39	82	38	2	20	
67	33	46	50	55	17	97	35	53	89	26	12	73	2	80	77	23	72	67	87	50	97	53	87	50	94	81	33	87	82	
52	55	70	54	6	80	70	5	16	78	49	95	89	78	96	26	56	20	53	24	62	4	77	16	46	28	11	82	17	97	
65	24	9	91	77	15	72	4	73	88	81	23	84	71	56	82	52	14	57	6	91	21	10	25	36	11	9	3	93	79	
55	15	4	64	7	81	34	79	84	8	24	23	84	9	49	42	46	3	11	5	8	57	25	71	82	16	38	46	18	32	
26	73	2	29	92	9	65	27	43	7	88	66	29	73	30	33	70	76	35	36	36	97	93	16	25	32	31	62	33	5	
49	58	77	51	42	26	15	63	52	13	69	95	78	53	25	63	85	95	94	76	86	85	30	36	2	54	67	33	72	55	
37	22	14	69	28	12	94	42	74	3	10	44	97	87	52	23	8	92	73	3	69	17	44	98	52	45	10	21	77	37	
31	69	58	45	93	42	56	44	39	85	46	49	30	98	91	37	77	98	30	7	57	1	23	2	54	75	2	19	51	35	
55	81	5	69	81	98	12	92	97	6	78	1	54	63	98	3	1	32	2	31	93	14	85	71	69	94	3	71	15	53	
61	25	90	65	49	28	20	16	76	19	22	55	19	31	20	72	33	74	60	89	60	54	58	46	80	29	42	83	55	12	
91	17	90	82	37	41	66	13	56	43	85	33	53	5	64	28	32	96	4	47	86	63	56	46	65	38	30	8	22	40	
73	14	12	20	52	48	16	19	16	72	17	2	6	69	60	69	97	92	67	2	94	10	20	52	55	84	89	84	47	12	
25	21	25	36	95	32	40	12	50	55	83	66	13	45	37	72	69	89	21	91	90	17	3	11	68	13	95	58	97	43	
25	77	20	5	69	16	37	64	81	86	74	22	10	86	66	2	60	36	90	80	83	37	52	85	47	21	97	97	34	51	
96	58	84	17	63	10	86	1	73	68	42	48	89	7	36	12	62	51	4	53	86	86	45	40	28	92	60	26	46	94	
33	43	9	18	15	71	27	2	27	55	26	25	4	16	31	93	82	93	45	85	3	33	72	48	28	1	95	87	80	96	
38	68	41	47	85	55	73	67	13	2	23	38	26	81	9	12	31	90	60	76	32	63	64	5	66	91	59	18	35	95	
15	29	64	11	75	7	22	5	29	88	6	8	81	85	88	89	97	74	37	14	7	68	76	70	29	97	18	43	70	9	
93	41	37	15	51	67	21	28	71	5	17	33	12	97	19	55	44	71	31	80	85	37	5	18	63	33	71	80	32	42	
44	26	82	80	40	89	4	16	18	75	21	35	9	32	87	81	43	32	10	73	13	50	11	18	67	73	6	93	11	37	
91	10	19	74	90	58	20	49	74	38	25	50	28	87	37	70	26	79	4	35	53	70	84	64	43	8	92	49	57	58	
41	49	68	59	78	15	73	98	63	4	91	44	53	74	86	89	45	13	26	48	3	78	20	42	97	18	6	47	66	62	
6	63	66	73	77	45	43	7	98	8	10	90	7	18	65	92	63	12	7	88	15	9	23	34	7	22	52	12	68	73	
73	73	91	40	4	70	40	2	76	40	9	42	85	15	15	52	63	77	19	69	22	33	33	45	67	39	22	74	6	89	
4	34	19	95	29	76	22	69	78	53	64	42	94	50	13	11	3	75	43	21	1	21	54	87	21	76	82	42	7	87	
32	10	23	6	6	51	38	27	75	17	36	40	58	31	90	26	95	92	2	94	69	56	16	78	45	90	55	28	33	17	
16	20	26	92	25	86	45	62	68	21	34	5	17	48	90	8	73	86	55	31	37	79	86	8	58	32	97	68	15	31	
84	31	50	66	24	31	53	24	48	22	1	82	81	17	85	72	78	15	15	34	45	52	69	87	59	28	74	14	52	89	
44	91	21	50	58	98	36	66	78	39	44	78	22	26	50	62	53	29	77	67	18	77	20	86	65	35	70	41	48	77	
31	47	69	7	52	83	6	43	50	39	82	49	18	59	74	67	23	82	51	1	51	25	33	26	66	98	16	37	40	19	
15	26	66	40	32	73	78	91	18	29	32	55	34	5	15	9	28	37	91	34	91	97	58	26	24	26	79	40	18	74	
58	87	1	79	28	86	10	7	34	81	89	21	37	24	26	51	87	9	44	35	42	36	33	56	17	12	81	51	51	98	
26	65	86	80	1	69	23	10	75	57	90	22	33	28	1	14	79	87	22	24	23	20	15	11	75	86	77	13	92	83	
12	20	49	54	55	50	24	78	15	55	90	7	32	24	34	32	38	68	21	15	47	97	88	18	64	64	59	42	32	52	
26	44	71	31	53	82	80	76	61	94	86	52	56	19	31	46	7	24	15	27	93	18	79	82	35	98	4	49	41	35	
2	23	34	29	53	86	12	88	20	28	39	7	79	95	80	65	42	86	45	12	68	39	29	4	76	19	4	79	67	98	
70	25	22	5	53	30	47	20	19	66	47	58	28	81	10	63	47	7	50	91	18	73	85	3	33	63	21	90	97	44	
89	68	24	67	29	76	96	75	51	71	42	97	84	69	35	93	34	37	1	39	30	72	68	70	74	56	34	51	47	33	
50	37	56	73	59	84	6	13	60	56	83	57	10	68	28	44	18	17	80	18	11	65	89	34	37	21	89	26	71	37	
14	22	30	70	94	44	11	1	56	71	12	40	29	21	63	12	64	80	82	45	53	49	66	98	82	4	20	29	83	46	
21	97	67	6	24	18	50	34	72	7	6	83	3	89	59	65	56	24	3	94	24	55	44	89	10	81	48	29	11	33	
30	86	31	52	91	54	69	42	43	96	5	5	36	7	49	94	27	6	73	29	1	53	40	98	97	49	81	47	34	47	

setup
0	3	5	4	3	5	1	4	1	8	6	1	2	6	6	6	8	2	1	2	4	5	6	4	4	6	5	1	2	7	4	2	1	8	6	3	4	6	6	5	5	3	5	7	1	2	4	8	3	4	1	7	1	7	2	4	4	6	4	5	4	7	6	4	7	3	6	2	8	3	6	5	6	2	3	6	4	6	5	6	2	6	4	2	4	6	5	7	3	1	3	7	7	8	2	5	3	8	7	2	2	4	6	7	6	8	4	1	6	1	6	7	6	2	8	1	7	4	7	1	4	1	7	3	8	1	7	2	8	5	4	1	1	1	8	6	1	3	6	6	3	3	4	8	4	3	8	2	6	6	3	2	6	1	4	6	1	2	7	8	7	2	1	7	3	8	4	3	2	1	8	5	3	3	4	7	5	4	8	2	1	2	3	7	3	6	4	3	8	2	3	6	4	3	4	6	2	7	8	3	
7	0	5	6	5	7	7	8	7	5	3	7	7	5	6	8	2	6	7	7	6	8	6	5	6	8	3	7	7	4	4	6	7	6	5	7	8	3	8	6	5	6	4	5	7	7	8	7	6	5	7	7	7	6	6	7	4	7	5	3	4	1	4	8	4	5	8	7	6	6	8	6	8	7	8	8	6	7	5	4	6	2	4	6	7	5	5	4	7	7	6	6	8	5	6	8	6	6	8	6	6	5	8	6	2	7	5	7	8	7	7	8	2	6	5	7	7	8	6	7	4	7	8	7	7	7	6	7	8	3	8	7	7	7	4	6	7	6	8	5	7	8	8	8	6	8	6	6	8	2	8	6	8	7	8	2	7	7	1	5	7	6	7	1	5	4	8	5	7	7	4	3	8	5	7	6	8	6	5	6	7	6	6	1	5	8	8	7	7	6	8	3	6	7	5	5	6	6	5	7	
6	7	0	7	6	7	7	8	4	7	8	2	3	4	6	8	7	5	3	2	8	3	4	7	6	7	6	5	6	6	8	6	8	4	4	4	3	5	2	6	7	3	5	3	8	6	7	3	2	4	5	6	3	6	6	2	6	7	4	5	7	7	6	8	7	4	8	3	5	7	8	7	6	5	2	7	8	8	8	7	6	6	5	4	1	8	3	5	7	7	7	6	6	7	3	4	7	2	4	8	8	7	5	5	7	6	8	6	7	5	4	4	6	6	7	3	6	6	3	4	5	3	8	4	1	7	3	3	7	7	6	2	7	5	6	4	2	6	6	4	6	5	2	8	7	5	3	7	2	6	2	4	2	4	2	7	2	3	7	6	5	8	4	7	3	4	2	7	3	2	5	8	4	7	8	4	2	5	7	8	1	6	8	7	5	6	6	2	4	6	5	7	3	7	5	8	6	7	6	1	
1	3	5	0	6	4	7	5	4	8	6	5	6	2	2	6	4	2	6	4	6	5	3	7	6	5	4	4	6	2	5	6	5	6	2	5	6	8	4	5	5	4	1	4	5	4	7	3	4	7	8	6	6	3	5	4	6	4	7	1	5	6	8	6	3	7	5	6	3	8	7	5	2	2	5	6	7	8	6	6	7	3	1	2	5	8	5	1	7	8	6	7	8	3	3	3	3	5	5	8	5	3	8	6	7	3	4	5	4	7	4	7	5	3	6	6	3	4	6	4	2	5	4	2	5	3	6	6	4	3	5	5	5	8	8	5	4	7	8	6	7	4	4	5	3	4	3	4	5	3	4	4	4	2	4	8	4	4	5	8	5	7	2	3	4	4	5	4	6	4	6	7	5	8	5	5	4	7	7	6	5	7	5	6	3	4	6	5	2	6	4	3	4	4	5	5	5	6	6	5	
