51	52	66	72	96	6	78	39	88	82	71	54	85	39	9	15	97	97	12	71	15	62	65	88	22	83	17	1	90	45	
15	96	52	80	70	49	41	5	87	30	86	16	39	28	10	47	43	9	1	10	79	16	27	1	59	4	39	31	4	30	
32	18	28	83	53	97	88	49	57	32	78	44	3	18	71	13	20	69	21	75	34	55	46	60	55	6	64	93	36	23	
79	23	41	8	8	49	60	51	54	72	82	33	71	85	7	97	97	80	68	73	56	3	83	3	19	39	62	38	87	54	
60	23	76	56	84	83	61	1	35	16	72	73	4	44	59	64	43	13	46	66	85	57	24	69	60	96	63	23	35	7	
76	51	30	10	62	69	92	24	70	83	93	43	13	97	43	71	62	85	83	9	52	25	66	75	93	81	73	13	59	63	
19	91	15	4	2	33	73	49	56	44	87	51	42	1	5	84	27	66	70	11	31	77	89	52	10	39	88	38	51	48	
2	26	94	71	29	95	59	57	2	16	56	88	22	98	45	26	39	71	48	65	38	34	43	28	85	8	67	30	45	73	
77	3	98	29	29	83	79	87	41	80	58	53	26	36	8	26	61	46	52	64	12	89	97	55	73	39	18	95	68	63	
25	3	21	25	31	49	9	11	91	5	47	6	13	28	41	20	53	58	66	6	23	77	51	76	87	79	16	7	75	40	
25	1	42	45	79	28	49	43	92	95	4	40	2	16	23	43	36	75	2	3	37	78	35	87	55	24	23	71	84	97	
66	64	53	9	10	88	36	14	32	83	10	35	79	65	51	3	9	42	34	64	44	70	44	34	14	98	13	36	26	96	
88	91	61	96	55	26	85	46	93	73	31	4	9	11	25	15	13	33	56	46	53	55	71	96	45	40	51	57	31	33	
55	74	25	71	72	36	97	14	81	91	86	13	51	51	23	75	65	90	63	77	91	71	87	64	68	33	59	75	90	90	
9	2	21	87	28	48	24	26	62	61	73	5	73	79	55	52	11	76	43	29	10	89	2	96	54	25	85	69	1	32	
16	63	87	36	52	16	84	31	96	3	91	26	7	22	6	62	73	70	93	71	98	4	61	55	55	71	36	95	41	90	
28	12	55	70	47	62	86	86	48	83	88	41	10	51	18	69	14	90	40	62	18	93	65	78	6	75	6	41	72	2	
32	55	13	42	27	16	59	14	3	9	52	47	5	17	97	22	85	66	67	80	29	84	30	49	19	35	25	25	31	52	
26	19	63	39	16	89	54	75	58	12	39	65	58	43	81	56	64	23	23	32	4	7	71	87	55	89	78	36	15	10	
43	41	82	7	35	98	95	88	30	10	55	68	74	15	12	12	70	31	34	49	18	91	55	88	80	66	78	15	3	93	
24	45	89	62	52	25	17	4	68	2	68	24	69	97	92	36	11	20	22	98	68	39	91	78	28	28	45	61	42	3	
11	21	48	1	38	55	79	54	14	4	11	81	82	79	80	75	70	46	94	91	45	19	85	91	97	68	74	97	31	71	
2	41	48	5	96	41	15	32	51	28	36	61	65	19	42	2	49	67	47	45	60	47	63	46	94	17	16	25	16	2	
52	71	96	55	31	93	95	45	81	47	28	18	10	92	90	7	49	40	29	95	40	88	98	59	90	49	75	61	29	46	
62	80	18	59	36	48	10	87	48	90	35	76	63	98	25	10	60	74	5	89	26	45	34	79	5	25	29	35	85	58	
81	4	93	54	19	31	58	28	73	7	73	9	38	37	63	63	2	78	38	6	68	19	6	4	98	10	82	28	1	25	
41	37	82	36	90	2	22	49	29	94	12	3	58	5	93	76	67	50	56	60	56	25	79	61	82	78	27	22	61	81	
2	4	19	83	93	10	85	70	15	69	21	80	28	78	84	22	56	9	28	13	68	83	91	4	1	31	37	81	52	98	
63	9	57	81	91	51	47	77	76	17	48	96	96	75	31	81	52	42	45	79	10	15	19	57	72	74	87	11	12	94	
10	75	4	66	13	94	72	15	29	5	31	32	2	82	62	86	21	69	30	65	6	39	35	24	95	9	53	39	19	65	
34	28	95	91	49	9	43	76	78	71	80	10	58	37	92	21	78	14	45	63	34	50	58	69	30	10	77	82	49	95	
4	38	78	98	31	82	63	29	15	42	55	50	51	14	86	98	88	21	67	34	84	3	40	43	71	69	52	49	8	2	
1	12	94	78	11	26	17	73	10	31	16	64	80	23	77	23	76	22	43	45	55	28	3	94	26	29	20	78	33	28	
35	33	39	30	66	49	11	82	78	20	68	93	83	49	71	17	71	49	38	69	49	49	97	7	98	78	35	20	57	67	
3	92	55	41	77	22	45	88	59	24	9	28	73	48	32	1	64	4	5	58	28	53	8	80	15	61	60	49	36	18	
17	38	65	71	34	44	48	79	33	62	58	95	45	86	44	76	43	64	35	47	23	63	56	84	44	70	46	5	21	82	
77	91	21	43	20	55	86	23	89	74	85	4	71	31	90	70	9	88	35	43	36	57	61	91	42	7	19	44	65	39	
27	43	85	3	42	60	13	83	83	3	59	69	7	85	55	52	56	63	95	47	62	32	59	78	79	57	40	97	2	7	
91	82	5	33	84	46	93	97	85	77	55	45	3	17	85	57	24	96	76	20	44	93	52	59	72	86	17	14	84	72	
74	32	55	78	64	94	80	58	92	66	36	5	66	92	21	8	51	1	5	28	20	5	76	27	63	49	14	35	18	97	
62	47	30	18	27	94	67	62	9	17	83	1	21	6	92	95	13	44	95	17	27	17	75	4	43	93	9	13	29	80	
65	46	29	95	63	55	46	32	72	10	4	12	10	24	17	4	20	29	47	71	1	30	87	32	33	85	26	95	97	11	
77	64	56	7	16	75	17	17	62	44	26	65	55	36	88	71	93	63	55	41	35	55	26	77	86	15	20	68	11	72	
78	43	91	89	49	62	65	21	78	82	64	60	48	20	51	91	90	45	12	46	41	2	57	23	79	98	37	54	23	3	
27	2	46	20	47	50	81	13	71	17	51	36	32	98	56	38	47	3	82	58	49	78	59	61	2	39	16	92	92	39	
95	75	94	42	50	42	91	32	11	63	4	61	1	89	16	12	28	62	14	65	21	18	45	80	78	2	74	50	94	24	
88	90	98	83	87	49	27	79	36	91	98	94	53	54	84	68	65	68	32	34	34	8	52	34	87	85	36	19	36	85	
96	25	32	51	64	20	1	46	54	90	38	53	41	46	62	81	69	82	50	56	18	39	64	25	73	8	11	64	26	3	
6	23	81	37	73	2	56	29	47	11	75	40	20	17	85	37	53	56	21	4	67	92	97	32	18	71	40	82	90	21	
40	95	98	23	33	28	24	88	13	27	54	87	66	29	59	9	66	14	20	42	71	86	35	69	20	8	95	15	89	86	
35	85	38	88	9	70	18	86	15	30	68	25	72	36	53	32	98	74	1	19	17	28	6	7	52	79	14	49	93	59	
90	84	45	30	73	53	55	90	94	26	75	64	50	48	55	58	36	54	34	36	72	6	19	33	13	71	68	26	75	18	
84	22	3	84	7	32	92	62	23	88	43	54	9	92	3	63	7	38	72	94	30	1	56	48	87	68	74	56	49	50	
74	89	28	76	74	34	9	68	51	86	13	93	41	75	42	97	39	49	91	66	98	22	66	55	25	54	78	1	66	29	
6	41	73	87	72	48	23	81	71	73	24	83	24	20	59	65	18	53	69	10	74	25	85	95	79	12	51	59	66	18	
43	27	14	17	16	85	64	92	23	91	66	2	31	45	21	90	66	93	98	36	58	30	60	45	26	95	12	76	55	33	
49	97	15	18	69	30	5	34	23	81	80	45	83	13	45	5	58	12	53	57	48	13	86	63	13	14	15	78	45	25	
12	50	77	26	23	47	12	27	37	88	10	18	88	92	30	35	52	87	46	7	2	49	73	43	68	85	12	82	64	57	
9	31	62	85	56	84	34	23	67	70	13	32	87	56	79	73	90	86	61	38	92	62	86	22	7	11	8	72	93	27	
84	3	57	47	43	69	87	76	91	11	3	59	96	90	17	76	20	62	19	80	1	67	98	43	88	60	9	96	33	3	
24	19	59	81	21	4	7	63	35	97	29	38	14	26	83	84	57	4	47	76	39	4	44	38	2	33	97	10	84	86	
67	64	60	27	2	80	30	8	45	21	60	73	58	73	55	42	14	13	1	17	44	39	20	87	77	75	76	31	84	17	
72	52	80	33	35	81	15	20	88	15	40	6	43	97	34	53	94	48	66	94	64	11	89	39	54	67	15	85	53	54	
3	81	62	39	15	96	21	83	17	65	53	13	70	52	11	5	6	61	8	71	12	71	38	2	11	47	24	79	87	77	
35	89	59	96	29	29	49	6	14	65	26	66	77	95	73	44	55	79	60	19	7	71	89	98	73	56	46	96	36	34	
30	70	79	44	23	63	73	71	68	42	92	49	63	26	1	38	25	56	18	84	74	24	57	20	24	85	31	25	38	67	
15	68	92	93	13	17	13	41	43	37	38	36	85	3	62	86	40	86	97	13	72	28	90	84	47	69	70	34	94	9	
2	64	32	49	14	1	65	26	41	10	62	79	1	5	37	62	90	76	6	88	44	77	71	35	18	73	6	87	8	55	
51	9	20	83	14	33	39	34	14	79	97	32	15	98	36	51	61	27	82	66	70	81	98	42	18	17	16	77	59	78	

setup
0	5	8	6	2	8	1	6	2	3	7	4	3	4	5	2	1	3	3	3	5	8	8	7	8	5	8	4	5	8	7	2	4	6	7	5	5	8	2	6	2	1	1	4	4	5	6	5	8	8	7	4	7	7	2	6	3	2	2	7	1	8	8	5	5	7	1	1	6	3	6	7	3	6	2	6	3	7	2	2	6	1	5	5	7	6	2	1	7	3	8	8	2	7	4	6	5	4	6	2	6	3	8	8	1	2	6	3	8	7	4	6	7	8	2	5	5	3	6	4	6	5	3	7	3	6	5	8	1	2	1	7	5	1	6	5	2	3	7	1	2	2	6	8	1	7	5	5	2	2	
8	0	7	4	8	5	8	8	7	8	3	8	6	8	5	7	8	6	8	6	5	6	1	5	7	7	7	6	8	5	6	8	6	3	5	6	7	7	7	8	8	8	8	5	6	5	5	4	2	1	2	8	6	3	7	7	6	7	8	4	8	5	5	5	6	3	8	8	3	7	8	2	6	6	8	5	6	7	7	7	5	8	5	5	8	3	8	8	5	6	4	1	8	3	8	6	8	5	5	8	3	8	4	2	8	8	4	6	8	7	6	8	4	8	8	8	7	6	7	7	3	7	7	8	6	4	7	3	8	8	8	4	7	8	6	5	7	6	6	8	7	8	8	6	8	3	7	7	7	8	
6	8	0	7	3	7	1	5	5	7	6	6	4	4	6	5	2	5	5	3	5	7	8	4	8	7	4	8	2	5	6	8	8	6	7	5	3	5	3	8	3	5	6	7	5	6	7	6	8	8	8	2	3	6	2	5	5	7	4	8	3	4	5	7	7	6	7	1	6	3	8	7	8	6	8	6	6	6	3	3	4	7	5	5	1	6	7	5	6	6	8	8	2	6	7	4	7	5	4	8	6	2	7	8	5	2	7	8	8	7	7	2	8	8	6	7	2	5	4	5	8	3	8	2	6	6	4	7	8	6	7	6	3	5	3	4	5	8	3	6	6	4	7	5	3	7	7	5	3	7	
5	7	4	0	4	5	4	4	5	7	4	8	4	5	7	6	3	6	2	2	3	8	6	1	6	5	3	8	4	6	7	6	5	3	7	7	5	4	5	7	4	7	8	8	5	6	5	4	7	5	5	4	5	4	3	4	7	8	1	6	3	3	4	5	8	8	8	4	5	5	5	7	7	8	5	5	3	8	4	2	6	5	6	7	4	3	5	7	5	6	6	7	3	5	6	3	5	6	6	6	7	3	4	7	2	4	6	7	6	7	7	4	8	5	8	7	3	5	4	2	7	3	8	3	6	3	1	5	7	6	7	3	3	4	2	1	7	8	2	5	4	2	8	6	3	7	6	3	4	7	
1	5	7	8	0	5	7	8	8	4	7	8	6	4	3	4	7	4	8	7	8	6	3	8	6	8	7	3	5	3	6	5	4	8	8	6	8	8	6	5	5	8	5	4	7	6	8	7	5	5	5	5	7	6	6	6	6	4	8	4	7	7	5	5	7	5	1	8	4	7	7	3	3	1	4	5	6	2	7	7	4	8	3	8	7	6	4	7	6	5	6	2	8	4	7	8	8	3	6	3	7	8	8	8	7	6	5	3	7	7	3	8	5	6	2	7	7	8	7	7	7	7	7	8	3	8	8	5	4	5	5	6	6	6	7	8	6	2	8	4	6	8	1	3	8	6	5	8	8	7	
7	8	7	2	3	0	5	8	8	4	6	8	5	5	2	5	6	5	8	7	6	5	1	6	6	8	5	4	3	3	6	3	2	6	7	6	8	7	6	4	5	8	3	5	8	6	7	5	4	3	6	3	6	7	7	7	7	5	8	5	6	6	3	5	6	6	3	6	5	7	7	2	1	3	4	4	7	2	8	7	4	7	3	7	6	7	2	5	7	6	4	3	8	3	7	6	8	4	6	4	8	8	7	8	6	4	4	1	7	6	3	8	5	4	2	8	5	6	8	8	7	8	5	7	2	8	8	3	4	5	3	5	7	6	6	7	6	3	6	3	4	8	3	3	7	7	3	6	7	8	
1	5	3	7	7	4	0	8	6	5	7	6	4	4	4	2	6	7	8	8	5	6	4	7	4	7	5	6	2	2	4	3	3	4	4	7	8	7	6	3	3	8	4	4	5	4	7	4	3	3	8	2	8	5	6	8	7	5	8	5	4	6	2	7	5	7	4	6	6	8	5	4	4	5	5	1	6	4	7	6	4	6	4	8	4	4	4	7	8	3	2	2	7	4	4	4	5	4	6	6	8	8	7	8	5	1	6	4	7	4	3	7	5	5	3	5	5	8	5	6	5	7	2	4	3	5	5	4	5	5	3	5	7	5	8	7	5	2	8	5	6	7	3	2	4	8	3	5	5	6	
4	3	8	5	3	3	4	0	4	2	7	6	4	3	1	3	8	6	7	8	3	7	4	7	4	4	7	8	3	4	1	5	2	2	4	7	5	5	5	4	3	8	4	5	3	4	4	2	3	5	5	3	6	3	6	5	7	2	7	3	1	5	4	7	4	4	1	5	6	7	4	5	3	5	2	4	6	5	8	7	2	5	4	6	4	3	5	7	6	5	4	4	8	3	1	2	4	5	8	5	8	7	5	8	6	4	7	2	7	4	2	5	4	4	3	6	5	8	2	6	3	5	3	3	4	2	4	1	4	2	3	5	5	7	7	4	3	3	6	3	8	4	5	3	3	5	4	2	5	7	
8	5	5	4	1	5	1	8	0	7	7	3	7	7	8	7	6	6	4	8	7	4	7	7	7	6	6	6	7	8	8	7	8	8	5	5	6	4	7	5	7	5	5	4	8	7	7	8	8	5	4	7	6	8	8	6	5	8	5	6	8	8	8	5	5	7	8	7	3	6	8	7	8	5	7	6	5	4	4	8	7	7	8	6	8	7	6	2	4	4	8	5	5	6	8	8	7	4	7	6	1	7	6	3	7	8	7	8	6	7	7	5	7	5	8	4	7	5	7	6	6	5	8	7	7	8	6	8	5	8	6	4	7	3	6	6	6	8	8	6	6	8	4	8	6	7	7	8	7	6	
6	6	3	8	6	7	3	8	8	0	4	7	3	3	5	2	3	4	5	6	5	8	2	2	4	5	7	4	7	1	7	3	6	6	5	7	3	6	5	4	2	6	7	8	1	2	2	8	5	6	5	2	5	8	7	7	8	3	8	3	3	7	2	5	4	7	2	7	8	3	7	3	6	6	8	7	8	7	6	5	6	5	1	6	1	4	4	7	5	8	1	6	7	8	4	5	4	5	5	7	8	2	5	7	2	6	3	8	4	7	5	8	2	7	2	6	4	8	5	3	7	6	1	5	8	2	5	1	5	3	5	5	6	8	3	6	8	1	8	3	8	4	6	5	6	2	8	1	4	7	
1	5	5	8	6	5	3	7	5	7	0	6	6	5	8	7	7	8	4	2	7	8	7	7	7	6	2	6	3	7	4	8	8	4	4	8	7	4	3	6	7	5	8	6	7	7	7	4	8	5	6	6	4	2	7	2	8	8	6	8	7	7	6	6	4	8	7	6	5	6	7	7	3	2	8	1	6	6	8	7	3	8	7	8	7	4	6	7	4	8	7	5	8	6	7	6	7	5	5	6	7	7	6	5	7	5	6	8	6	2	4	7	7	6	7	7	8	7	7	5	6	4	7	5	8	6	4	7	5	5	4	5	8	7	5	4	8	7	8	8	4	4	5	4	3	7	2	7	7	7	
4	7	1	7	8	4	6	7	7	4	1	0	6	5	8	7	7	8	4	2	7	8	7	7	7	6	2	6	3	7	4	8	8	4	4	8	7	4	3	6	7	5	8	6	7	7	7	4	8	5	6	6	4	2	7	2	8	8	6	8	7	7	6	6	4	8	7	6	5	6	7	7	3	2	8	1	6	6	8	7	3	8	7	8	7	4	6	7	4	8	7	5	8	6	7	6	7	5	5	6	7	7	6	5	7	5	6	8	6	2	4	7	7	6	7	7	8	7	7	5	6	4	7	5	8	6	4	7	5	5	4	5	8	7	5	4	8	7	8	8	4	4	5	4	3	7	2	7	7	7	
8	5	7	1	4	4	5	7	4	5	5	3	0	6	7	5	7	6	4	3	5	7	8	8	8	4	2	5	3	5	4	6	8	3	4	6	7	4	1	6	7	3	8	6	5	7	7	4	6	4	7	7	5	2	7	2	8	6	4	6	8	7	5	6	5	8	7	5	5	6	5	6	4	3	7	3	7	5	8	6	2	6	5	8	6	4	7	5	3	7	5	4	6	6	8	7	6	6	5	7	6	5	7	5	8	5	5	6	4	3	5	6	6	7	6	8	7	5	8	6	6	5	5	3	6	7	5	7	5	4	3	3	6	5	5	3	7	5	6	8	5	5	3	2	4	6	3	6	7	7	
5	5	4	7	7	5	5	6	4	6	6	3	6	0	8	7	8	6	5	5	6	2	5	7	4	5	6	5	4	5	7	7	7	5	3	6	8	5	6	2	6	7	6	4	7	3	3	8	4	8	2	2	2	5	6	6	8	1	3	8	3	6	2	8	8	8	2	6	6	2	2	5	6	7	4	7	3	3	7	5	6	8	6	6	8	3	4	4	4	7	7	4	1	8	3	8	5	8	4	8	1	4	8	6	5	8	7	4	6	4	2	1	8	4	3	3	3	4	7	5	4	2	5	7	6	7	5	5	2	8	5	4	5	6	6	7	5	2	3	8	5	5	6	5	6	5	5	6	5	3	
2	4	8	3	5	4	3	7	7	4	2	5	3	6	0	8	4	6	2	6	8	6	2	7	4	2	8	3	5	7	5	4	3	5	7	8	8	4	7	5	4	3	2	8	2	7	7	5	7	8	5	5	6	3	6	1	3	6	4	3	5	1	5	4	4	5	5	5	8	6	5	3	1	5	6	8	4	4	4	3	6	4	1	2	3	5	7	3	6	5	4	3	6	6	6	8	7	5	5	6	6	5	6	1	8	4	4	5	2	8	6	6	4	6	4	4	5	6	4	3	4	5	4	4	8	2	7	3	5	8	6	7	6	7	8	7	8	5	4	7	4	7	2	2	6	4	2	7	6	5	
