9	35	34	32	69	37	35	8	40	82	36	55	91	43	62	48	71	39	41	68	13	27	85	22	76	28	2	57	61	66	
35	69	56	69	56	27	61	91	88	2	74	79	12	23	23	74	26	93	14	66	63	80	92	5	4	25	86	59	38	4	
26	72	73	38	96	84	64	59	76	9	60	8	88	28	30	12	3	55	61	70	22	79	52	70	39	11	94	26	25	33	
30	51	61	58	44	58	97	9	18	75	71	34	82	16	61	13	28	19	67	44	88	44	24	95	15	18	7	65	43	32	
53	28	38	15	41	81	29	40	45	2	70	17	35	53	33	51	21	16	69	87	15	59	86	92	11	3	11	18	23	9	
5	31	91	42	46	33	78	30	28	24	31	97	94	22	7	82	72	27	53	97	69	67	13	57	60	23	15	70	40	91	
79	44	23	71	41	24	59	74	53	43	97	40	95	49	61	4	86	88	84	41	86	55	9	98	67	25	23	37	94	62	
29	30	62	51	56	58	75	17	34	83	15	86	24	11	90	84	14	78	74	98	20	61	10	82	17	76	8	39	14	58	
56	96	87	73	48	45	87	78	17	22	63	31	63	42	41	11	28	11	88	57	10	63	73	73	2	89	50	10	29	19	
67	41	16	11	15	19	11	3	97	27	78	17	13	97	58	10	9	41	20	52	53	83	16	28	57	17	18	62	80	3	
80	4	43	51	69	13	69	79	16	23	62	49	39	74	47	53	39	11	49	58	62	4	96	33	31	54	6	4	71	41	
60	8	45	58	58	15	71	83	49	42	7	12	90	2	42	93	54	80	59	58	40	23	61	37	11	91	47	16	51	73	
57	12	81	57	70	94	71	96	78	21	39	41	87	84	42	30	34	51	11	93	10	50	17	71	43	81	19	45	97	69	
73	11	37	11	67	62	7	93	59	40	15	97	80	3	38	23	86	72	73	97	66	83	4	38	11	2	20	29	46	72	
54	75	82	90	85	50	53	91	98	13	33	15	65	68	71	4	91	59	31	21	13	96	5	16	89	15	18	65	98	19	
38	53	93	76	98	36	81	52	28	81	20	16	51	40	40	77	43	32	91	30	52	5	81	13	21	72	81	92	92	80	
12	85	88	61	62	87	96	1	94	79	81	69	51	87	10	90	65	9	77	58	38	30	62	20	96	38	47	35	31	40	
70	97	27	60	59	44	4	12	44	54	90	80	78	96	68	44	87	35	52	65	92	45	51	11	20	4	49	23	38	35	
18	10	33	44	25	47	44	82	58	43	37	50	25	71	3	92	16	90	82	23	12	75	67	18	42	42	22	46	64	15	
36	82	24	69	81	4	17	26	86	31	69	78	36	49	6	38	42	21	29	26	43	95	56	11	14	53	9	89	98	72	
6	90	11	83	60	92	43	32	73	84	62	97	63	53	47	69	91	89	45	75	70	88	71	81	54	41	36	62	85	89	
90	90	80	2	31	95	93	73	29	24	58	46	22	76	1	69	2	47	15	47	23	84	36	50	66	45	46	57	9	32	
48	98	24	83	55	10	80	6	82	64	29	95	65	50	72	65	20	74	67	34	22	90	73	13	95	95	57	42	53	21	
73	56	74	52	41	31	61	22	36	98	41	20	94	7	69	68	28	45	97	94	78	74	41	9	86	37	5	98	34	57	
75	9	15	50	16	11	36	77	86	27	76	28	46	28	34	71	95	61	17	93	13	94	68	53	58	11	46	62	64	79	
21	40	43	89	90	59	1	27	91	42	10	24	69	55	51	4	27	3	21	97	95	33	49	20	41	8	84	86	70	50	
67	46	89	11	90	36	25	90	63	71	87	28	95	57	38	3	16	65	6	36	19	56	24	67	76	65	75	17	52	46	
66	74	47	57	41	38	92	65	83	12	92	71	93	88	29	33	90	44	53	51	36	71	9	15	40	84	79	16	56	87	
17	24	62	63	36	4	2	83	25	84	51	18	56	45	61	40	77	8	83	31	59	74	58	67	89	97	8	25	68	63	
13	84	42	75	4	77	34	59	18	58	44	68	31	55	68	47	94	47	55	34	33	15	64	90	37	10	44	98	34	13	
62	47	52	60	77	11	38	12	69	11	26	14	34	12	24	4	59	73	6	15	63	92	83	28	40	75	37	83	74	26	
52	37	72	59	96	50	70	90	18	40	56	97	10	90	10	87	93	68	62	98	38	26	47	76	9	86	52	1	27	27	
26	78	64	98	38	17	5	63	62	76	5	20	74	68	11	40	56	59	63	19	14	3	98	60	78	8	48	32	8	74	
58	34	9	77	87	2	50	91	65	13	25	25	86	54	92	52	93	49	12	58	68	25	60	23	85	93	31	88	80	38	
63	94	27	27	28	15	28	77	62	92	46	42	18	33	95	11	85	90	60	52	49	83	77	64	7	19	14	91	8	94	
85	26	89	13	52	72	82	35	51	1	29	52	42	46	40	38	13	26	29	28	34	33	66	66	52	72	84	66	21	47	
61	7	28	7	73	35	34	12	69	84	12	53	37	53	1	77	47	67	58	75	94	47	64	61	14	17	88	53	82	10	
55	98	70	82	60	1	72	94	12	97	35	24	51	72	32	51	6	78	73	19	55	68	66	74	84	35	90	74	88	74	
39	44	29	65	82	89	65	55	84	76	53	20	55	60	47	87	12	8	66	41	27	76	10	48	51	50	82	43	79	27	
72	73	71	2	39	54	46	59	64	85	37	73	61	91	34	9	79	1	71	47	41	53	78	7	2	31	12	39	29	90	
66	2	64	92	57	59	47	5	19	66	89	55	94	51	4	29	16	38	84	86	84	80	40	20	86	95	50	97	89	78	
44	56	35	10	49	91	68	51	95	42	73	86	97	68	92	56	53	9	93	38	50	35	19	45	54	61	41	5	15	86	
38	59	97	72	24	4	64	47	54	61	88	82	4	42	52	95	97	6	60	92	97	11	28	17	56	37	77	52	95	92	
93	34	8	92	61	31	95	26	77	6	42	66	88	1	64	95	52	62	56	13	11	54	77	38	26	34	30	5	42	26	
52	36	59	15	29	75	45	79	3	77	85	98	98	30	55	63	80	8	27	37	20	91	90	96	85	17	86	16	75	83	
42	82	20	56	96	5	33	96	39	89	74	25	44	74	10	98	38	89	7	20	27	80	67	72	78	53	45	21	68	21	
5	11	5	78	23	56	82	55	54	23	1	29	3	44	58	67	44	52	13	50	27	40	86	93	67	65	47	13	41	71	
88	45	37	92	24	59	5	62	15	58	40	15	43	96	15	56	64	58	9	77	63	36	72	50	84	94	70	87	9	12	
59	96	12	95	45	90	56	49	9	26	63	48	95	61	1	11	18	21	24	27	97	86	18	26	92	3	21	63	89	83	
75	5	80	42	2	80	33	13	85	41	38	49	44	34	65	45	98	82	65	23	10	19	65	81	98	58	40	74	22	84	
59	52	89	94	94	90	76	82	4	18	79	95	22	24	85	86	24	84	69	44	63	35	62	29	17	17	86	56	91	63	
42	51	17	86	2	66	33	77	5	90	50	83	86	71	63	72	58	42	14	29	86	32	63	5	60	35	22	3	47	14	
65	44	20	37	31	21	58	63	54	63	54	5	47	95	76	65	25	35	9	92	19	94	25	37	98	40	72	75	42	20	
88	62	19	63	1	49	84	58	67	93	22	76	97	25	72	74	89	52	65	97	45	83	48	69	22	48	10	49	78	7	
24	68	69	42	86	25	46	27	38	68	21	16	45	20	94	72	49	84	80	69	39	26	10	86	51	85	89	16	35	69	
23	14	92	47	55	79	27	56	8	64	25	82	35	25	57	30	52	8	16	33	32	10	59	41	95	11	27	42	26	17	
12	4	30	5	6	40	39	32	95	2	96	75	84	86	55	42	18	9	5	87	41	91	96	55	33	48	21	16	89	3	
86	56	60	18	16	66	13	55	97	64	12	50	40	51	38	95	49	55	59	53	97	55	1	94	12	88	97	86	5	88	
44	46	1	6	63	17	71	76	71	69	95	38	21	36	89	14	86	39	68	46	47	22	57	48	17	24	37	69	11	95	
58	55	42	59	60	61	31	86	92	57	56	88	94	32	79	84	45	67	78	68	68	27	89	26	30	61	49	66	32	16	
18	45	26	59	59	41	75	89	28	68	47	83	13	97	71	92	38	71	60	18	41	83	98	85	11	29	48	15	50	35	
84	67	79	11	81	94	51	14	40	78	81	87	19	94	41	45	43	78	17	4	95	57	86	50	98	52	78	3	23	29	
37	8	51	71	73	88	66	79	3	62	15	39	50	33	88	46	77	32	25	49	35	76	62	77	27	61	84	61	63	62	
89	1	26	96	27	98	41	49	34	43	12	48	81	17	80	71	62	14	4	42	19	93	19	80	27	2	42	66	62	6	
30	8	60	55	5	42	10	45	90	43	43	57	91	26	73	28	52	90	96	11	34	16	5	8	95	31	9	92	97	70	
53	82	78	14	92	38	11	3	83	57	1	27	15	47	8	44	31	15	89	28	26	24	97	30	86	49	17	94	96	69	
66	50	8	1	19	1	38	29	57	76	85	57	59	56	60	66	1	90	37	89	73	62	69	27	47	56	75	19	7	28	
87	72	77	50	28	95	50	66	79	8	43	66	21	57	23	80	79	77	71	17	23	1	78	91	27	26	4	57	45	11	
84	87	38	62	39	66	14	88	87	92	52	85	15	72	44	91	9	24	25	79	40	48	79	19	40	61	98	98	19	98	
10	4	87	47	21	81	68	88	26	56	37	77	43	8	6	42	98	14	65	25	48	6	28	82	78	23	44	77	22	18	
33	31	75	21	34	51	57	3	40	82	15	33	17	13	40	22	54	93	90	20	73	93	79	2	77	14	25	76	46	2	
94	78	33	26	98	22	77	12	24	72	94	92	6	12	6	1	87	59	94	34	34	24	29	14	80	7	27	6	38	73	
7	87	52	93	15	8	16	47	19	94	20	68	87	80	79	93	36	24	9	31	57	43	11	85	56	90	47	39	51	85	
67	57	29	20	8	43	81	23	89	56	72	65	25	61	2	60	11	37	83	19	24	95	61	34	82	73	25	84	67	75	
26	35	87	55	10	50	97	91	73	44	4	2	64	28	18	65	43	28	3	81	3	26	78	19	59	17	91	39	2	15	
69	28	49	14	82	15	63	36	61	91	35	64	93	98	91	12	20	90	40	23	72	42	4	51	60	19	67	9	13	25	
23	82	8	28	95	45	42	59	36	4	52	71	67	46	26	15	13	46	6	52	24	34	49	27	84	65	1	9	29	14	
87	7	95	94	34	47	40	31	7	31	34	14	3	56	59	83	27	72	30	86	79	9	21	84	89	61	50	90	69	78	
59	57	84	11	8	74	57	3	6	19	33	94	33	36	7	47	74	87	74	59	75	55	67	51	94	57	13	45	4	37	
78	62	49	19	72	56	48	84	58	54	5	91	5	37	82	65	83	57	54	59	71	30	69	39	36	64	51	49	64	11	
41	43	28	90	17	56	47	65	41	61	74	45	9	34	37	46	98	22	58	53	36	30	38	6	68	74	69	74	78	34	
84	20	32	14	11	48	69	14	68	11	30	43	12	38	76	48	39	76	25	96	84	60	27	24	65	50	97	89	79	76	
24	65	51	11	34	62	15	4	31	82	68	60	81	35	53	58	83	91	89	9	44	31	25	26	54	89	75	8	80	55	
39	59	75	89	26	10	8	40	67	38	23	37	97	5	71	7	19	11	97	63	20	42	93	44	67	4	88	97	65	25	
10	5	40	84	94	65	50	57	6	18	95	82	54	49	87	81	56	61	91	54	25	66	52	74	65	74	33	11	73	98	
35	38	4	30	77	53	94	28	12	1	46	62	39	55	12	81	37	67	43	84	77	23	7	84	52	28	59	85	38	87	
84	28	26	43	58	59	52	53	86	63	10	33	26	48	44	91	30	36	60	28	21	92	50	82	77	58	11	37	44	48	
80	83	75	61	27	88	21	78	43	9	96	8	95	77	11	40	70	40	32	85	23	8	78	28	89	56	85	1	48	30	
4	29	14	35	46	95	24	66	30	22	30	28	29	27	6	39	22	31	34	53	17	12	61	94	40	7	7	26	8	55	
12	65	39	79	1	84	75	79	52	7	2	37	88	85	63	93	79	41	80	69	49	96	80	65	48	21	72	54	3	35	
10	14	1	49	92	56	34	69	90	41	31	47	78	20	87	96	68	68	92	49	38	43	47	73	9	94	94	36	49	96	
70	15	11	27	63	58	38	52	28	29	49	14	31	82	33	20	35	3	43	29	51	36	27	53	10	35	4	59	27	53	
56	96	67	22	78	85	36	17	92	19	1	96	33	86	79	65	7	70	23	49	98	30	40	26	82	49	16	86	10	42	
94	21	94	18	97	73	4	34	46	51	52	2	49	84	87	83	7	93	54	29	97	9	58	92	88	96	43	60	83	8	
3	78	28	52	51	26	27	10	15	28	60	67	29	64	8	18	5	68	66	14	53	21	23	66	14	66	63	56	27	3	

setup
3	2	4	7	5	8	4	3	5	7	2	3	3	1	6	6	8	4	4	7	2	2	1	2	1	1	3	8	2	2	8	5	3	4	3	7	3	6	2	8	4	3	2	6	3	7	4	2	3	7	1	4	8	1	5	8	1	7	7	3	8	7	7	2	2	1	1	4	6	2	3	2	4	4	7	7	3	2	8	5	8	8	8	7	1	4	7	1	2	5	3	2	3	1	3	4	1	3	8	7	4	2	8	8	6	6	6	8	8	5	4	7	5	3	6	5	6	4	5	7	8	8	8	3	8	3	6	1	5	5	7	1	7	6	8	4	3	5	3	2	1	6	1	5	8	6	1	5	1	6	
3	3	2	7	4	6	2	4	6	5	3	2	1	3	5	6	7	2	3	8	2	2	3	2	3	3	4	8	2	2	8	4	3	5	3	6	4	6	3	6	3	4	3	5	4	8	4	2	1	6	3	5	7	3	5	7	3	8	5	4	6	8	8	3	2	3	3	2	4	2	3	3	3	2	5	6	3	3	7	6	8	8	6	7	3	2	7	3	2	4	1	3	2	3	2	2	3	1	6	8	3	2	6	7	4	6	6	6	7	5	5	6	4	1	4	3	4	3	5	5	8	7	8	1	8	4	5	3	4	6	6	3	6	4	8	3	3	3	4	2	3	6	3	5	8	5	3	6	3	4	
6	6	2	4	8	4	6	8	4	5	5	6	6	6	7	7	6	5	7	3	5	5	4	6	4	4	6	7	6	5	7	7	5	3	4	3	5	8	7	4	7	6	5	6	4	3	7	6	6	1	6	8	8	6	7	6	6	4	3	8	2	8	4	5	5	4	5	5	4	6	7	6	4	5	3	5	4	7	4	4	7	7	5	8	7	6	5	5	5	7	6	6	6	5	6	5	7	6	3	7	7	6	8	6	6	4	6	4	4	4	3	2	5	6	5	6	3	7	8	4	3	2	8	6	5	4	4	7	7	4	7	4	2	6	6	4	4	5	6	6	4	3	6	3	3	6	5	7	6	5	
8	8	8	4	3	6	5	2	6	5	4	8	8	7	2	2	4	8	6	7	6	4	6	5	7	6	3	6	6	7	2	2	7	8	8	8	8	3	3	6	5	7	8	5	7	8	6	6	8	8	8	5	6	6	6	6	5	7	6	2	8	4	6	7	7	5	4	5	6	7	4	3	8	7	7	8	6	3	8	7	5	6	8	2	2	6	8	4	4	4	3	5	7	5	4	6	5	3	6	4	3	3	4	7	8	8	5	5	5	8	7	8	8	4	5	6	8	2	6	7	8	8	5	4	7	7	6	4	3	8	4	7	7	6	7	8	7	4	8	6	7	6	5	7	8	5	6	7	8	7	
6	5	4	6	3	6	5	5	5	6	5	7	5	3	5	5	4	5	2	5	2	8	2	6	7	5	4	2	8	6	5	5	2	3	4	7	5	5	5	5	8	4	8	6	3	6	2	7	8	7	3	6	2	8	7	5	3	8	6	5	5	4	7	6	8	2	5	2	2	2	5	7	7	7	2	8	3	7	4	5	6	8	8	5	5	2	3	5	5	5	4	8	7	4	8	6	2	7	2	3	6	6	8	2	8	8	3	2	2	3	3	6	8	6	8	3	7	5	5	2	3	3	8	4	2	8	2	5	7	7	3	2	5	3	7	7	4	5	3	1	2	7	2	7	8	7	1	4	4	3	
7	7	6	5	3	4	3	4	5	4	3	6	5	1	6	3	2	5	2	5	2	7	2	4	8	4	3	3	8	4	6	4	3	4	3	6	6	5	6	5	7	5	7	4	4	6	2	5	8	8	3	7	2	7	8	6	1	6	6	6	3	3	5	5	7	2	5	2	2	3	5	7	5	6	2	7	4	7	2	6	5	8	6	4	4	3	1	5	4	5	3	6	8	4	7	4	2	6	2	1	6	6	8	3	6	7	4	2	2	4	2	4	6	4	8	4	6	5	4	3	1	3	7	2	2	7	2	3	5	5	1	2	5	3	6	6	4	3	4	3	3	8	2	6	7	5	3	4	2	3	
1	2	2	4	3	7	3	7	5	7	6	5	7	7	4	6	7	8	7	7	6	3	7	6	7	5	8	5	2	5	4	5	7	4	7	3	3	7	2	6	3	6	3	4	6	8	7	5	6	8	6	3	7	3	8	7	7	5	5	3	5	5	5	4	7	7	3	7	7	7	7	7	3	2	6	3	7	8	6	7	8	4	4	7	4	5	7	7	5	7	6	8	5	4	1	7	6	6	6	7	8	4	7	8	5	7	6	6	6	7	6	7	4	5	5	5	8	6	4	8	7	8	5	6	7	8	6	7	4	7	7	6	6	8	2	5	5	6	6	6	5	6	6	8	7	5	6	7	6	5	
8	7	6	5	4	5	3	5	5	7	7	3	7	7	2	5	8	6	8	7	4	4	6	5	6	6	8	5	3	3	5	3	5	5	7	2	4	7	3	6	1	4	3	4	6	7	5	4	5	7	7	3	7	2	8	8	5	3	4	2	3	3	4	3	8	5	3	8	7	5	6	8	1	3	5	4	7	8	4	8	6	2	3	7	3	3	6	6	4	8	7	7	6	2	3	7	7	4	5	7	8	3	8	6	4	7	7	4	4	6	5	5	3	4	4	3	8	6	3	7	8	7	5	4	5	6	7	8	5	5	6	6	5	6	2	5	5	4	7	7	4	4	7	8	6	3	6	8	6	3	
7	7	6	6	6	1	3	5	2	4	8	4	3	7	4	1	8	4	6	7	5	2	2	4	4	5	7	6	3	6	5	3	3	2	6	5	7	6	6	6	5	7	5	7	3	3	8	6	4	7	6	4	8	5	7	7	5	6	5	5	6	6	7	3	7	8	4	8	5	3	2	6	5	6	2	6	4	6	2	7	4	4	3	7	6	6	3	4	7	6	5	3	2	5	5	3	7	5	8	7	7	4	7	2	5	5	4	6	6	8	2	6	6	3	6	5	5	4	4	8	4	4	4	4	1	4	3	6	7	6	5	4	7	5	4	4	8	3	6	7	2	6	6	5	7	4	6	6	2	4	
7	7	6	5	6	1	3	8	7	3	2	6	7	5	8	7	3	4	3	7	5	7	6	8	6	5	1	6	6	7	6	7	6	7	5	4	4	4	7	4	8	4	4	8	6	6	6	4	8	5	2	7	3	4	1	6	6	5	8	3	8	8	6	6	2	8	4	2	6	8	6	5	3	2	6	3	6	5	7	8	4	8	6	6	6	5	8	7	6	7	3	6	6	8	3	6	2	7	4	1	4	6	6	7	8	4	8	2	3	8	7	7	2	7	5	4	8	8	6	5	4	6	5	5	7	7	8	3	6	5	6	5	7	3	4	4	6	8	3	2	6	2	7	6	3	4	6	3	7	5	
1	2	2	4	2	5	3	5	4	2	3	5	7	4	7	7	3	4	2	6	4	7	6	7	6	4	2	5	6	6	5	6	5	6	5	4	3	4	7	3	7	4	4	7	5	5	5	4	8	5	2	7	3	4	2	5	6	4	8	2	7	8	5	5	2	7	3	1	5	8	5	5	2	2	5	2	6	4	7	7	4	7	6	6	5	4	8	7	6	6	3	6	5	8	3	6	2	7	3	2	3	6	5	7	8	4	8	2	2	7	6	6	2	7	5	3	8	7	5	4	4	5	4	4	6	7	8	2	6	5	5	5	6	2	3	4	6	8	2	2	6	2	7	6	2	3	6	3	6	5	
2	2	1	4	5	8	6	5	4	5	4	3	6	2	8	8	3	2	4	5	2	8	5	6	6	4	3	6	7	6	4	5	5	3	2	5	3	5	5	2	4	2	5	8	4	4	2	4	8	5	3	7	4	1	4	7	6	1	8	4	6	7	3	6	3	5	5	4	5	7	2	6	4	3	2	3	5	4	5	5	5	7	5	4	2	1	6	8	6	4	3	3	4	8	2	8	4	7	4	3	3	3	2	5	5	6	6	4	3	4	8	7	4	8	6	3	8	7	3	3	1	6	3	1	4	5	6	3	7	7	6	5	7	4	4	3	5	8	4	3	7	3	4	7	4	2	6	4	4	4	
1	2	2	3	4	3	2	7	8	8	8	8	6	8	6	8	7	8	6	5	8	6	8	8	4	5	8	7	3	8	8	5	7	8	8	6	6	7	6	7	7	7	7	1	6	5	8	7	7	8	6	2	6	8	5	6	3	8	2	8	5	3	8	5	7	4	7	5	6	7	8	7	5	8	7	6	6	6	7	8	5	7	7	6	8	8	6	7	7	6	8	6	7	5	7	7	8	6	8	7	7	6	8	4	4	5	7	6	7	5	3	8	8	1	6	6	5	2	7	8	8	6	6	8	8	6	5	6	3	6	8	5	7	8	8	7	5	2	5	8	5	8	8	5	7	8	6	8	5	6	
6	6	6	4	3	4	4	6	8	7	6	6	1	7	6	8	7	8	6	5	8	6	8	8	4	5	8	7	3	8	8	5	7	8	8	6	6	7	6	7	7	7	7	1	6	5	8	7	7	8	6	2	6	8	5	6	3	8	2	8	5	3	8	5	7	4	7	5	6	7	8	7	5	8	7	6	6	6	7	8	5	7	7	6	8	8	6	7	7	6	8	6	7	5	7	7	8	6	8	7	7	6	8	4	4	5	7	6	7	5	3	8	8	1	6	6	5	2	7	8	8	6	6	8	8	6	5	6	3	6	8	5	7	8	8	7	5	2	5	8	5	8	8	5	7	8	6	8	5	6	
8	7	6	5	4	4	5	4	2	4	3	6	3	6	2	7	3	7	2	2	6	7	6	6	8	6	8	2	4	3	8	2	3	3	8	4	6	3	7	4	7	4	7	6	4	5	8	4	6	6	7	5	5	3	4	8	5	5	6	8	7	7	5	7	7	5	2	6	6	8	7	5	7	6	8	2	1	3	6	7	7	7	5	6	7	3	6	2	2	7	7	3	8	6	3	4	6	8	7	2	8	5	3	5	8	7	3	3	4	5	4	8	7	6	3	8	8	6	5	8	4	3	1	5	4	6	6	2	6	4	4	8	8	4	8	3	3	6	2	4	6	8	8	4	6	4	6	8	8	2	
