23	25	51	57	52	18	3	31	45	47	58	30	43	54	47	24	15	97	55	22	48	80	17	56	65	46	8	89	15	40	
45	92	64	95	6	17	68	8	48	14	10	7	97	8	17	45	85	31	98	96	9	47	77	25	59	97	26	66	43	40	
7	87	87	26	40	92	42	63	1	45	77	65	8	75	72	24	76	59	54	75	56	62	77	88	86	37	87	67	58	31	
9	20	74	95	45	69	89	87	33	45	87	65	11	94	96	39	19	29	53	29	5	10	90	37	53	34	74	95	2	33	
82	64	53	13	17	97	81	61	41	69	7	30	90	72	79	43	12	98	71	20	28	75	83	73	13	37	62	42	34	20	
75	71	83	83	83	1	37	21	61	34	45	24	19	36	95	97	78	62	52	50	81	35	80	65	10	49	57	27	46	46	
46	76	18	85	60	56	85	53	76	4	86	77	27	6	14	77	58	48	94	12	53	32	46	89	52	11	39	10	38	40	
56	39	18	29	25	77	41	12	85	72	69	72	50	51	33	64	83	91	67	78	4	21	65	5	11	18	16	5	81	9	
1	92	47	18	23	72	50	63	39	37	36	9	10	42	15	43	61	97	89	29	32	92	5	52	96	70	69	67	30	51	
75	30	45	24	47	23	95	97	41	89	89	32	97	54	73	67	52	35	21	42	19	52	35	24	5	87	93	29	55	24	
35	32	10	79	11	56	57	61	10	97	51	98	31	5	10	59	71	61	94	91	5	68	98	93	91	58	81	41	86	92	
65	22	79	74	57	89	85	15	7	51	68	57	50	54	61	59	14	87	76	63	79	80	33	78	30	79	91	13	22	78	
60	86	55	94	17	13	40	57	82	46	9	51	4	15	6	64	29	73	52	6	38	86	41	26	21	71	6	13	39	27	
46	98	68	2	93	40	15	34	97	96	79	61	4	38	75	9	57	6	81	64	65	74	51	8	1	27	78	61	93	18	
87	40	71	13	41	21	52	55	10	6	8	44	67	11	81	43	73	39	4	12	58	69	85	10	76	42	90	11	4	84	
82	46	25	10	58	65	30	66	76	39	71	39	82	39	6	20	38	34	14	41	45	71	11	86	80	42	83	27	8	42	
12	89	87	90	98	3	56	83	24	87	77	94	82	60	89	87	35	28	22	48	68	23	20	35	10	55	32	92	81	40	
89	48	84	77	39	40	35	51	78	58	93	57	10	76	72	98	20	9	81	42	56	6	20	76	40	29	32	28	76	15	
23	66	62	62	98	57	57	89	9	37	4	3	93	67	79	66	22	98	74	4	95	86	10	16	63	5	98	94	32	31	
64	54	52	82	18	8	40	74	96	4	66	55	6	60	24	40	82	45	94	13	49	46	98	14	18	62	18	17	14	50	
4	33	59	55	16	32	18	11	62	15	14	29	26	74	45	49	69	28	49	64	94	53	12	94	66	29	13	84	1	80	
89	58	15	5	15	84	37	86	51	54	3	64	82	82	93	28	86	64	11	36	83	7	89	50	56	12	34	24	51	35	
60	95	48	30	2	18	15	92	6	21	47	62	85	84	45	35	14	32	54	78	23	39	40	67	88	95	79	24	75	85	
14	36	82	61	65	39	79	35	32	84	56	34	47	96	19	47	32	86	78	86	66	2	26	7	25	69	58	5	48	34	
45	61	69	28	78	35	66	58	69	53	97	80	42	45	77	61	47	11	48	26	52	69	81	33	32	7	3	89	65	51	
24	66	13	48	93	46	38	17	5	62	25	57	44	67	57	22	83	5	86	86	30	39	57	67	71	88	29	74	34	50	
80	57	17	48	60	65	94	97	81	54	16	62	13	59	30	69	37	68	74	24	55	59	63	13	81	35	56	12	64	89	
17	45	3	33	93	62	53	88	16	36	43	86	53	11	2	38	80	38	7	55	62	61	69	80	30	52	70	85	63	90	
32	35	36	34	67	84	52	21	29	23	12	28	10	64	38	12	3	73	49	63	29	66	26	54	3	55	7	29	95	25	
20	28	59	11	62	81	95	69	3	79	91	69	8	3	88	2	68	47	74	18	11	59	40	90	14	96	46	20	26	43	
44	45	70	4	56	87	84	8	57	42	86	50	66	50	8	12	51	75	14	80	48	24	40	43	70	53	41	17	28	66	
15	27	67	41	84	78	29	69	85	42	67	28	91	88	77	54	1	83	30	68	21	77	48	60	22	19	69	18	89	52	
39	6	79	7	2	64	40	30	89	80	27	13	10	73	2	42	28	57	81	57	26	3	90	73	18	13	47	86	30	38	
40	68	97	74	31	98	39	26	29	29	8	12	41	71	84	97	14	14	11	50	26	36	8	17	65	26	83	67	67	68	
6	8	38	4	37	24	3	76	49	86	60	12	97	57	82	82	55	52	51	21	3	77	56	11	93	76	36	78	45	4	
3	6	66	40	10	58	19	66	89	24	9	51	35	61	63	19	1	73	26	51	93	28	83	50	92	78	82	83	13	82	
43	15	87	64	11	52	23	83	74	14	8	82	20	97	45	82	71	45	56	96	51	50	79	36	55	73	69	92	13	37	

setup
7	5	1	6	4	3	3	3	2	2	6	7	8	7	5	2	8	1	2	1	2	8	4	3	7	2	3	1	6	3	1	4	8	2	1	3	4	4	5	5	5	2	4	4	8	8	5	7	1	6	7	2	6	2	4	4	4	6	5	1	1	5	4	8	6	5	2	2	8	7	6	4	8	1	8	8	1	4	6	1	2	5	2	7	6	6	2	1	3	6	1	3	3	5	2	8	1	4	1	8	
2	7	2	5	3	2	3	3	1	2	6	6	7	7	4	1	7	2	2	2	2	8	4	3	7	1	3	2	6	3	2	3	8	1	2	3	3	4	5	5	4	2	3	4	7	8	4	6	2	6	7	1	6	1	4	4	4	6	4	2	2	4	4	8	5	4	2	2	8	6	5	3	8	2	8	7	2	4	6	2	1	5	2	6	6	5	1	2	2	5	2	2	3	5	2	7	2	4	2	8	
2	4	7	4	3	4	3	4	4	4	6	8	8	5	1	4	5	3	4	3	3	8	2	4	6	4	5	3	7	2	4	5	8	4	4	2	3	5	4	6	2	4	2	3	5	7	3	4	3	7	7	4	7	4	3	2	2	6	3	3	3	1	1	5	4	2	4	4	7	3	5	2	8	4	5	5	4	2	6	3	4	2	3	7	4	4	4	3	3	3	3	3	3	6	4	8	4	2	4	5	
3	6	6	4	7	5	4	6	4	3	7	8	3	7	6	6	2	7	6	6	4	5	5	3	4	4	7	6	4	5	8	7	3	5	4	5	6	3	7	2	6	5	5	6	8	6	5	3	6	7	4	5	7	6	4	6	5	7	5	4	4	6	6	3	6	6	6	7	5	5	3	6	6	4	4	4	6	5	6	4	4	6	6	3	4	7	8	6	5	6	4	6	6	5	6	6	8	6	3	6	
5	3	2	4	8	4	1	3	5	2	8	8	5	7	8	6	3	7	6	8	4	5	5	3	4	6	7	6	3	5	6	4	3	7	5	6	8	4	4	3	3	2	3	5	5	4	5	4	7	7	2	3	4	5	3	7	3	8	3	4	1	4	3	3	3	7	6	6	2	7	2	8	6	4	2	2	5	6	6	1	3	7	8	3	6	4	6	7	7	4	1	3	3	2	8	3	5	4	2	3	
7	7	7	6	3	7	3	2	5	2	8	6	3	6	8	5	3	5	7	8	2	5	6	1	2	7	6	4	4	3	5	3	4	6	4	5	7	5	4	1	1	3	2	3	6	5	5	3	5	6	2	1	5	6	1	8	3	7	4	3	3	4	1	4	2	7	4	6	3	8	2	7	7	4	2	2	4	4	6	3	3	5	6	4	4	4	6	5	6	3	3	2	1	2	6	2	4	2	3	2	
7	7	7	5	3	2	6	1	4	1	7	5	2	5	8	5	2	5	6	7	1	5	5	2	2	7	6	3	4	2	5	2	3	6	4	5	7	4	3	2	2	2	1	2	5	5	5	3	4	5	2	2	4	5	2	7	2	7	3	3	3	4	2	4	1	7	3	5	2	7	1	7	7	3	1	2	3	3	5	3	3	5	5	3	3	3	5	4	5	2	2	1	2	2	5	2	4	2	2	2	
6	2	2	4	6	8	7	6	5	7	1	8	7	4	2	3	7	8	7	4	7	4	6	6	7	8	8	7	7	7	6	7	6	2	7	4	5	8	6	6	6	6	7	6	3	6	4	6	5	6	6	7	6	4	6	7	7	5	7	8	8	6	7	5	7	2	5	6	7	1	7	1	7	5	7	7	5	5	8	6	7	3	7	6	7	8	4	5	5	6	6	7	6	6	5	7	7	7	6	6	
4	3	3	5	8	6	4	4	7	5	4	5	7	5	3	5	7	8	6	6	7	4	8	8	8	6	6	5	7	7	7	5	3	4	5	4	3	8	7	6	7	8	5	6	5	3	4	4	5	3	7	7	4	5	8	6	5	3	4	7	8	6	6	7	6	4	4	8	6	4	8	4	6	5	7	8	2	6	7	4	4	3	4	6	4	6	6	5	4	8	5	6	8	6	4	7	5	6	3	7	
7	6	5	4	5	7	5	5	8	4	7	5	5	4	6	7	5	3	4	6	6	5	1	2	3	6	6	8	8	8	7	7	8	8	5	5	7	7	7	3	3	4	7	5	7	7	5	8	7	8	8	7	7	7	8	7	7	7	8	8	6	4	8	7	5	5	8	4	5	5	1	5	5	7	2	4	7	4	5	7	8	7	5	7	6	8	3	6	5	7	6	4	2	4	5	7	5	3	8	2	
1	5	4	1	7	4	5	5	4	4	8	6	5	3	3	7	4	4	1	4	5	7	4	3	4	8	8	8	5	7	6	8	7	6	7	4	6	7	4	5	4	6	5	6	4	7	4	8	7	5	6	6	7	8	5	7	5	7	8	5	5	6	5	6	4	3	5	3	6	7	4	5	6	6	3	1	8	4	3	6	5	6	4	8	7	8	3	3	5	8	4	2	4	1	5	5	5	2	6	4	
5	6	5	4	7	5	6	6	2	5	5	4	8	4	3	8	6	7	5	6	7	5	5	4	3	4	5	4	8	7	3	5	8	7	7	7	4	4	7	4	3	2	2	7	5	8	5	8	4	5	7	7	5	8	1	6	8	4	7	8	7	3	5	8	6	5	8	3	2	3	2	6	8	7	5	5	8	4	6	8	6	4	7	4	8	4	3	3	2	8	3	4	2	5	4	5	4	5	5	4	
8	5	5	5	4	3	2	2	5	5	4	7	5	6	8	2	2	1	6	3	1	5	3	5	6	5	5	5	8	8	5	3	6	7	2	3	5	6	4	7	8	7	6	8	7	2	3	6	8	6	4	2	7	6	7	2	3	8	8	4	2	8	3	7	7	5	7	5	7	6	6	5	3	2	6	3	5	7	7	7	2	4	5	6	6	5	5	6	7	8	8	7	6	3	4	5	8	8	8	8	
3	4	4	1	7	7	6	6	7	8	5	6	8	6	8	8	7	8	6	7	8	4	6	4	8	4	4	8	6	4	6	6	3	6	7	6	8	6	5	5	5	3	6	5	7	8	8	6	5	8	5	8	4	5	8	7	7	8	5	6	7	8	7	2	6	5	6	4	8	4	8	5	6	8	6	6	4	5	6	3	8	8	6	7	6	6	5	5	5	6	4	5	7	8	7	6	2	7	2	7	
4	3	3	5	3	2	3	3	5	1	7	7	7	3	4	7	6	8	6	6	8	5	6	2	6	4	3	7	5	4	7	6	1	6	6	7	7	7	6	6	4	4	4	3	7	7	6	7	5	8	4	6	3	6	6	5	7	6	3	7	8	8	6	3	6	6	7	2	8	4	7	3	6	8	4	4	5	3	4	2	8	8	4	5	4	7	3	5	3	5	3	6	5	8	7	6	2	6	2	5	
5	3	2	3	6	5	5	5	5	6	6	2	7	5	6	7	5	8	6	7	8	5	1	5	7	6	6	3	7	7	5	2	6	5	6	7	2	7	3	1	8	8	6	5	5	2	3	8	4	6	4	2	4	8	2	2	6	5	7	5	4	4	7	6	4	4	4	6	7	6	6	6	7	3	6	5	2	5	7	6	8	8	7	4	7	6	6	3	7	7	6	1	7	3	8	8	6	8	5	3	
7	4	3	3	7	5	6	6	5	5	4	5	6	5	8	5	3	8	6	4	6	3	5	4	5	5	6	6	8	4	4	5	6	2	3	6	4	3	3	5	6	6	6	3	5	4	5	8	7	4	7	4	4	6	4	5	7	3	8	6	3	6	5	8	7	2	2	8	3	7	2	5	7	5	6	1	4	8	4	6	8	8	8	3	7	8	3	5	8	5	6	5	7	3	6	4	2	7	4	6	
8	7	7	6	5	5	4	4	3	3	5	8	6	5	5	8	4	8	5	3	3	4	4	3	4	2	4	8	6	6	3	6	7	3	3	6	1	3	5	3	4	8	7	4	5	4	7	6	4	1	4	5	5	7	1	6	7	3	8	7	5	6	4	8	6	3	4	5	5	6	4	4	4	5	5	4	6	6	1	3	7	7	6	4	6	8	3	2	7	6	5	6	8	3	7	4	4	6	3	6	
4	2	1	4	7	4	2	2	4	2	7	6	7	5	7	3	5	6	5	7	6	8	6	6	4	6	5	3	1	4	4	3	2	4	4	7	6	7	3	6	4	7	2	8	2	6	2	1	6	6	6	3	7	4	6	6	6	6	8	4	2	4	3	6	8	6	8	8	8	3	4	3	7	3	2	7	7	1	6	7	2	7	1	6	8	7	7	5	8	6	8	3	5	6	3	8	7	6	5	2	
8	4	3	5	8	6	5	5	4	7	3	6	5	8	7	8	5	5	7	5	4	8	4	4	8	4	3	6	7	7	5	7	6	8	8	5	3	6	6	6	6	5	6	8	7	4	7	7	2	2	4	8	4	6	8	6	6	7	2	7	6	5	5	8	7	2	7	6	8	6	6	8	7	8	7	6	5	7	3	3	6	8	7	2	7	4	3	3	6	8	2	7	8	6	8	8	2	8	7	7	
1	5	5	3	8	6	5	5	3	3	7	8	8	7	4	6	8	7	8	8	4	7	7	7	5	6	8	6	8	7	5	5	7	4	6	8	6	3	5	5	8	6	7	7	8	6	4	7	8	7	6	8	5	8	2	7	5	7	7	2	5	5	6	6	3	7	2	8	5	6	8	4	8	1	5	5	8	8	7	8	3	5	4	7	7	6	7	8	3	1	7	4	4	6	3	3	8	1	6	5	
6	6	6	4	4	5	4	4	7	5	3	5	8	3	8	3	6	3	6	7	5	7	5	8	4	8	8	6	6	5	1	8	8	4	5	5	6	6	7	7	4	6	5	7	6	4	2	6	4	8	5	7	6	8	5	5	3	5	4	4	5	6	8	3	4	7	4	4	4	6	5	4	8	5	2	5	7	7	8	7	4	1	5	5	8	4	4	7	5	5	7	2	2	6	6	4	6	5	6	6	
4	7	6	8	6	6	6	6	4	3	7	4	5	8	5	6	3	8	5	6	3	5	8	4	2	5	5	2	7	4	5	6	4	6	3	2	4	4	5	7	2	7	3	7	8	7	4	5	4	7	4	3	8	8	8	1	5	2	7	6	5	3	5	3	7	6	7	3	4	4	8	3	5	3	5	8	6	8	8	8	5	5	4	6	5	7	3	8	6	7	8	5	4	3	8	4	8	6	2	7	
3	6	5	5	7	8	6	6	8	5	6	2	8	3	6	7	6	5	4	6	4	8	5	7	5	5	3	4	4	3	7	8	5	3	4	4	2	5	1	8	5	3	6	7	5	5	4	7	4	5	3	4	7	7	8	5	4	5	8	8	7	3	4	4	5	8	7	5	4	7	7	5	3	4	6	4	7	6	7	6	2	8	4	2	7	4	4	5	2	5	6	4	4	4	6	4	4	7	5	7	
2	4	3	2	7	7	7	7	7	3	8	5	6	3	7	6	2	7	3	7	8	2	5	3	6	5	4	5	2	2	7	6	6	1	5	5	3	4	3	8	5	4	5	7	6	6	2	5	2	3	4	5	6	8	6	3	4	5	8	8	8	2	2	4	3	6	6	6	2	7	6	5	3	4	4	3	6	5	6	6	3	6	3	2	5	3	5	5	3	6	4	4	2	3	4	3	4	7	3	7	
5	6	6	3	8	6	7	7	6	6	5	2	7	6	3	7	8	6	7	1	4	6	7	7	6	8	8	8	5	6	2	3	3	6	5	5	7	5	7	7	4	3	5	7	4	4	5	2	6	4	3	4	1	6	4	4	7	6	3	4	7	6	6	6	7	8	2	7	6	7	8	2	5	7	3	4	2	8	5	3	7	5	5	6	5	5	4	5	5	2	8	7	6	6	8	6	4	3	5	2	
7	5	4	2	6	5	3	3	6	8	5	6	7	7	8	4	2	7	4	8	6	7	5	5	2	4	7	5	7	3	4	2	5	4	4	6	5	6	6	5	3	4	7	6	6	5	4	4	3	2	2	3	4	8	4	6	7	6	2	6	5	3	5	6	8	8	4	6	5	4	5	3	5	8	5	3	3	7	6	5	4	5	5	3	4	2	1	7	4	3	5	4	5	3	7	7	2	3	6	4	
1	5	4	6	3	5	6	6	5	6	2	5	4	6	6	3	5	4	2	6	8	3	5	3	6	8	1	8	7	3	4	2	5	4	4	6	5	6	6	5	3	4	7	6	6	5	4	4	3	2	2	3	4	8	4	6	7	6	2	6	5	3	5	6	8	8	4	6	5	4	5	3	5	8	5	3	3	7	6	5	4	5	5	3	4	2	1	7	4	3	5	4	5	3	7	7	2	3	6	4	
3	4	3	4	4	2	3	3	3	6	5	5	4	7	5	8	5	7	5	5	2	7	4	1	5	7	5	3	6	2	4	2	5	3	3	5	6	6	4	5	4	5	6	6	4	4	5	3	2	3	3	3	3	6	5	5	6	4	3	5	4	2	4	4	7	6	3	6	4	3	3	1	3	7	5	1	3	6	5	3	4	5	5	4	2	3	3	5	3	2	6	4	6	2	8	8	3	3	4	3	
8	5	4	2	7	8	8	8	6	6	2	5	4	8	1	7	7	4	6	4	4	6	2	4	2	5	6	2	6	6	7	5	4	5	5	4	1	7	7	4	8	6	5	6	3	3	6	4	6	6	5	4	4	5	3	2	6	4	4	6	8	5	5	5	8	5	5	4	7	5	5	6	6	2	8	6	7	5	5	5	4	4	3	3	6	7	6	4	7	5	1	3	3	6	7	5	5	6	3	6	
6	3	3	4	7	7	5	5	1	5	3	7	4	4	7	5	8	6	5	5	7	4	4	6	4	4	7	4	5	5	7	2	3	6	1	7	5	6	4	2	4	3	1	3	6	4	2	7	7	4	4	3	5	7	4	5	8	7	3	8	4	8	3	7	4	8	7	5	7	4	7	5	4	4	8	6	3	7	4	2	6	6	3	6	7	8	6	5	5	1	5	3	6	8	5	7	4	5	3	4	
4	4	4	6	4	6	6	6	8	5	5	4	7	4	8	7	7	4	5	7	7	2	4	6	2	5	8	4	7	6	3	6	4	7	3	8	4	4	2	3	3	3	3	1	6	2	2	6	8	2	2	3	4	6	2	4	6	6	2	6	2	6	2	8	2	7	8	6	7	5	8	4	3	3	8	7	3	7	2	3	6	4	4	7	7	8	5	3	3	3	5	3	4	8	6	5	4	3	4	3	
3	5	4	3	8	7	6	6	7	3	8	3	8	5	6	8	5	8	7	7	4	8	6	4	7	7	5	6	5	5	5	5	7	3	5	6	6	4	5	3	3	6	6	5	8	5	4	5	5	5	5	4	6	2	5	2	2	6	5	5	4	5	4	4	4	7	5	5	5	5	4	5	3	4	7	4	5	7	4	3	4	6	3	8	3	6	2	4	6	3	2	6	7	6	2	8	7	4	2	3	
6	6	6	8	3	3	3	3	6	8	8	6	7	2	8	5	4	5	8	4	2	7	6	7	7	7	6	2	7	7	5	5	3	5	5	4	5	5	6	1	3	4	7	5	7	3	2	3	3	6	3	5	6	3	5	3	3	6	6	3	5	6	4	4	5	5	6	3	3	5	2	5	3	5	6	5	3	6	5	1	2	7	1	8	1	6	3	5	4	3	3	7	6	5	2	8	7	3	2	3	
8	4	3	3	5	5	3	3	3	5	4	5	5	8	5	6	7	8	4	4	3	8	7	8	4	4	5	2	6	6	8	7	6	6	3	4	7	5	2	6	6	3	3	2	3	6	6	6	4	6	6	3	5	5	4	6	6	8	7	7	2	8	3	6	5	3	5	4	4	4	6	3	6	4	6	4	7	1	2	6	6	3	6	7	6	5	5	4	8	7	7	7	2	2	5	5	6	6	6	5	
7	6	5	6	4	1	3	3	3	4	8	3	6	6	8	5	4	6	7	5	5	6	6	5	3	4	6	2	6	5	7	7	8	7	8	5	2	8	7	4	6	6	7	8	6	7	6	3	5	7	7	7	7	6	6	4	7	3	4	6	7	5	7	7	7	7	7	8	7	8	5	6	6	6	7	5	6	8	8	7	7	8	5	3	8	7	6	8	4	4	4	4	8	8	4	8	7	8	8	5	
4	6	5	2	7	6	4	4	5	5	7	4	5	7	5	8	4	8	4	5	4	8	8	8	6	7	5	2	7	6	2	2	4	5	5	5	4	6	3	6	5	2	6	5	5	8	2	4	5	5	5	5	6	5	4	3	5	4	2	2	6	2	6	4	7	4	7	5	4	4	7	2	7	7	4	3	2	5	8	7	6	4	1	5	4	3	6	4	5	5	2	6	7	4	7	7	6	8	4	5	
7	6	5	5	8	8	6	6	4	2	7	8	8	4	6	3	6	6	7	8	7	6	3	5	5	7	8	7	8	7	2	1	4	3	6	5	4	5	5	8	3	4	8	4	4	5	3	6	7	5	7	2	5	5	6	5	7	1	4	4	6	3	8	6	6	5	7	5	1	6	6	3	6	4	1	5	3	2	5	8	5	5	4	4	3	3	8	6	6	7	3	8	8	3	5	4	6	7	1	2	
