35	47	51	68	49	14	23	38	14	13	8	20	45	33	7	47	61	49	7	11	42	27	54	74	69	45	97	30	48	9	
28	83	56	34	8	60	47	84	98	17	96	61	90	42	49	96	44	11	3	50	75	98	32	31	73	2	31	27	31	79	
36	15	19	91	4	26	8	51	11	7	23	8	23	14	5	71	65	48	82	23	98	14	23	85	44	51	87	31	78	73	
11	15	87	83	61	47	10	68	97	74	31	75	81	53	44	41	26	10	88	63	87	43	76	11	30	76	61	72	8	40	
46	72	54	89	56	70	37	21	40	89	94	26	21	32	78	64	72	59	29	17	77	17	16	11	81	1	86	98	72	49	
39	73	76	49	19	87	20	11	63	15	1	58	40	21	45	74	40	72	88	69	88	67	41	59	77	24	59	20	23	86	
24	17	17	1	21	35	87	95	46	51	65	2	64	7	77	64	36	18	37	25	42	80	91	83	41	25	62	55	44	40	
97	67	56	15	67	33	5	11	29	50	17	93	8	36	55	84	1	90	3	37	17	1	19	9	83	15	34	2	25	33	
41	23	2	96	91	24	30	96	89	14	3	61	9	10	97	19	93	97	11	52	90	27	52	64	89	90	34	78	91	58	
13	33	37	68	84	29	47	70	80	91	83	83	54	47	48	52	66	43	6	32	50	95	58	57	16	4	48	49	82	94	
9	50	82	45	73	67	29	75	92	65	68	77	49	23	79	52	30	2	94	35	33	1	86	46	57	3	50	60	52	87	
55	60	92	38	60	22	61	44	96	54	10	65	86	14	43	67	66	72	24	17	9	57	18	94	4	30	96	9	90	5	
95	2	64	44	94	79	65	56	79	19	11	88	39	53	58	82	21	25	11	98	41	19	56	14	68	16	44	22	24	89	
26	75	46	46	74	41	80	41	52	60	15	19	6	53	71	63	90	47	87	3	46	83	75	4	97	1	73	96	76	96	
42	3	28	87	4	4	84	40	98	37	1	14	55	60	22	81	24	14	29	66	70	31	7	2	34	59	2	62	56	33	
15	97	36	43	41	93	46	26	34	1	19	89	14	29	50	35	12	30	4	94	51	29	26	13	31	15	71	86	76	28	
21	91	80	12	35	77	60	36	58	94	36	76	40	5	7	45	39	72	30	97	67	81	27	93	93	13	9	22	55	85	
5	75	77	41	42	67	19	57	4	76	52	93	10	47	97	16	92	91	43	23	45	11	59	28	5	10	40	14	31	94	
98	35	26	32	75	23	98	49	80	57	81	87	7	90	36	5	61	83	51	5	61	96	15	22	25	20	85	20	87	17	
70	42	7	51	73	38	74	28	86	11	40	68	97	46	15	88	6	75	72	12	79	35	9	50	12	87	25	96	63	13	
68	34	54	30	40	82	67	15	11	11	25	50	34	78	51	49	67	56	25	95	67	60	85	32	11	52	74	35	49	92	
3	72	81	56	3	23	93	26	91	5	36	18	10	69	51	60	19	73	71	98	25	93	59	11	80	25	62	12	15	66	
5	17	93	86	28	96	10	22	23	2	80	14	73	89	82	79	6	57	54	32	56	34	26	70	45	62	94	62	73	10	
84	77	26	78	20	9	31	29	30	53	85	11	22	15	55	6	94	16	18	5	47	29	38	72	98	38	89	93	56	63	
58	95	96	83	74	17	47	7	2	76	15	86	42	37	56	52	96	51	67	69	11	15	97	5	42	96	42	33	46	53	
95	5	49	92	43	79	65	89	85	66	22	55	9	19	47	64	70	98	71	38	68	81	8	22	85	49	73	83	37	20	
37	34	78	42	81	76	22	3	22	62	68	43	72	32	17	21	96	42	74	24	79	98	60	42	21	3	91	50	85	29	
25	77	18	59	74	55	36	95	13	58	14	37	56	86	68	29	62	21	70	37	44	7	90	60	48	67	62	94	18	4	
79	96	36	52	56	12	8	92	62	75	7	76	13	18	19	80	46	80	3	18	72	2	24	20	61	71	86	78	67	59	
81	3	56	19	54	68	84	18	61	47	92	23	78	6	40	52	41	42	33	43	59	61	1	38	80	17	10	23	95	32	
37	77	34	48	51	44	17	36	61	33	39	54	55	72	15	51	26	55	92	14	54	8	30	54	45	65	26	10	43	22	
96	79	55	31	29	7	30	45	97	90	78	91	1	88	64	15	94	45	26	87	15	79	50	44	88	94	11	15	6	53	
37	3	34	91	87	18	53	19	18	51	64	51	97	65	41	19	35	90	63	60	35	77	40	84	77	29	80	87	44	41	
95	36	97	84	82	41	3	36	15	75	43	79	27	41	1	67	59	35	59	78	95	49	56	90	34	88	75	69	76	74	
11	29	11	63	14	48	6	71	83	20	47	27	54	73	24	54	96	82	45	12	17	95	60	29	86	49	18	62	20	50	
37	84	78	3	49	47	50	10	73	89	83	21	71	93	50	94	48	3	34	48	68	50	44	83	78	32	33	96	49	8	
3	42	92	80	98	96	82	50	61	57	94	45	33	66	93	38	62	97	40	95	46	63	2	90	47	36	77	36	87	27	
43	89	24	36	26	24	87	9	29	49	65	24	50	98	89	44	37	52	96	33	4	44	95	60	89	98	95	67	35	83	
49	33	29	73	69	54	96	13	62	26	18	29	5	23	82	93	66	20	47	20	8	6	63	59	65	53	58	17	75	48	
1	25	80	29	97	6	82	50	19	2	31	90	30	35	14	13	30	35	86	32	54	50	91	18	10	14	26	67	30	2	
16	85	27	51	69	79	57	9	85	31	10	17	22	93	8	35	7	91	69	48	78	25	97	70	96	8	83	24	30	69	
25	1	55	7	52	25	42	64	33	28	94	96	98	71	90	7	7	96	53	31	2	32	55	54	58	9	62	42	32	47	
66	12	48	22	73	55	3	16	20	89	43	69	87	42	41	78	5	3	32	57	33	33	45	44	86	4	52	5	1	39	
8	67	50	55	44	78	65	46	93	40	37	37	10	25	35	6	4	93	62	35	7	50	23	51	49	65	10	2	25	11	
94	32	33	2	42	76	79	8	78	74	3	70	66	66	50	56	71	9	6	88	98	13	40	22	19	88	42	29	46	67	
93	95	98	27	96	96	58	33	59	91	62	62	62	83	29	13	41	56	22	2	45	21	14	40	96	87	84	40	71	85	
8	65	37	61	47	89	14	60	23	73	53	84	36	16	68	20	83	64	75	6	66	76	80	35	71	33	23	56	72	93	
96	35	15	35	52	17	25	65	77	3	39	31	86	30	2	11	50	84	75	26	45	96	57	80	32	30	15	55	41	86	
5	39	77	74	29	84	90	9	50	68	11	45	54	52	74	56	62	79	95	92	7	96	89	19	77	77	48	91	87	89	
35	91	83	67	22	13	52	14	21	57	37	85	3	47	38	33	58	55	13	54	5	73	51	49	92	84	27	41	32	69	
31	66	62	69	34	39	81	41	52	57	98	45	43	2	91	36	88	50	47	3	59	7	75	66	55	68	51	38	65	82	
8	51	6	25	22	93	64	58	36	71	17	89	17	15	90	63	7	80	68	53	38	29	59	14	50	69	38	56	8	58	
39	16	10	98	94	85	93	59	45	84	32	61	74	4	31	21	23	37	56	90	89	93	74	5	63	79	74	56	36	37	
15	31	52	78	30	48	65	78	62	65	63	49	81	92	53	13	15	31	50	70	76	94	65	8	55	83	86	30	40	78	
66	54	10	74	33	93	77	53	73	40	19	91	89	55	41	97	68	55	29	73	80	60	68	2	67	78	84	55	9	25	
88	31	34	97	60	23	91	38	75	21	33	50	68	23	6	10	75	29	64	5	3	1	21	27	3	87	6	86	97	69	
67	86	55	2	84	16	24	33	9	55	9	41	6	76	64	65	85	94	94	6	1	52	61	75	34	63	63	40	6	18	
64	72	5	20	30	45	89	53	33	97	63	41	93	24	19	14	89	59	10	40	21	64	47	81	40	81	1	4	76	6	
21	41	34	80	16	19	26	60	71	58	14	36	54	8	15	72	22	5	87	31	98	63	50	47	45	89	83	1	48	60	
6	25	2	93	6	71	13	85	32	40	44	45	31	97	8	45	27	29	6	69	15	59	33	20	7	33	10	89	33	58	
6	92	38	7	43	43	33	11	29	64	6	28	64	36	80	72	37	62	56	96	32	27	56	20	46	19	8	12	9	40	
25	15	88	62	75	32	6	10	42	88	29	4	17	49	39	96	22	31	16	33	82	47	15	40	23	17	58	30	28	22	
26	8	90	15	69	67	2	30	32	97	73	16	2	89	64	95	42	41	81	57	74	65	60	44	6	38	60	19	67	43	
40	48	50	32	18	74	54	73	59	41	28	33	56	29	77	76	79	21	18	18	33	47	82	92	91	43	85	8	61	10	
7	56	57	12	87	31	86	96	5	2	38	32	35	50	17	67	27	95	87	98	68	76	47	51	25	93	49	12	2	11	
21	8	67	33	20	11	63	61	63	68	18	56	55	52	7	71	75	87	24	19	87	91	94	89	98	21	83	48	32	84	
15	8	48	37	40	23	47	5	39	65	28	56	23	38	64	83	11	40	28	88	58	70	36	54	60	35	30	44	39	17	
83	53	24	86	89	19	10	91	23	4	58	6	60	36	44	25	74	10	20	3	97	77	28	88	86	87	25	17	86	63	
33	71	17	12	58	61	31	24	53	9	27	12	69	42	3	14	22	77	77	41	35	31	20	63	20	61	7	98	34	93	
18	22	21	34	34	78	94	20	57	5	82	40	16	52	37	19	21	59	51	97	1	41	29	74	59	5	37	66	4	26	
60	22	47	80	11	36	15	61	55	28	65	39	23	36	46	59	10	67	19	60	65	20	3	50	49	61	54	41	82	57	
66	43	34	15	78	45	50	49	7	61	76	71	55	98	8	2	14	18	68	33	33	35	8	89	40	56	8	93	53	89	
7	20	88	41	34	67	41	40	71	47	2	48	73	56	3	36	57	71	9	81	5	96	71	66	86	12	77	93	60	31	
40	66	51	29	62	40	51	58	35	24	6	36	27	34	47	84	26	60	56	34	96	16	31	68	37	73	79	15	23	94	
46	62	61	52	90	79	91	43	38	28	22	98	19	48	87	22	87	14	37	44	4	34	15	88	3	51	62	81	66	85	
32	67	48	92	20	94	28	66	92	22	93	15	75	68	18	63	89	7	77	27	6	36	60	75	25	18	27	87	54	48	
29	85	16	32	34	89	27	62	57	74	39	51	88	15	74	62	77	64	24	11	46	29	46	7	5	27	24	86	15	77	
35	97	63	7	30	97	51	57	16	9	32	54	16	76	24	89	93	56	11	18	23	56	46	24	63	7	50	42	48	20	
75	38	18	93	44	48	47	51	60	62	59	47	71	74	78	50	21	72	8	31	89	84	86	91	9	6	97	59	4	2	
34	78	39	52	28	39	55	75	89	16	92	49	18	21	79	96	70	1	69	33	31	16	18	72	8	81	78	60	95	81	
61	30	16	55	81	43	93	37	73	83	8	67	88	26	87	24	23	14	24	47	47	10	18	20	37	25	2	16	84	96	
52	2	28	23	57	64	22	51	3	94	90	64	62	35	89	6	58	67	20	37	70	66	46	87	85	38	14	87	54	53	
40	61	11	67	84	23	33	7	29	89	56	20	54	20	10	1	79	67	67	98	5	92	21	6	81	8	44	50	50	53	
58	45	15	68	14	54	90	2	16	21	46	72	94	55	47	6	55	27	72	24	27	33	17	47	38	53	10	81	4	15	
89	62	60	60	85	29	15	77	30	85	53	31	58	48	85	60	9	42	42	81	21	68	69	91	71	8	46	36	45	5	
51	35	66	12	94	9	94	65	85	79	51	93	11	64	96	95	79	7	92	22	43	14	46	13	7	18	74	8	9	20	
12	59	11	34	26	60	42	21	80	28	1	86	76	65	7	73	62	85	79	11	63	23	25	10	35	85	81	11	92	89	
84	5	6	50	92	85	66	35	8	3	18	62	89	93	83	51	68	46	92	4	56	56	27	36	21	17	22	57	81	69	
47	23	30	8	28	23	93	93	58	56	52	75	19	96	26	3	48	93	4	41	96	16	52	78	7	28	51	29	84	33	
53	33	11	82	94	39	7	88	87	64	45	40	94	20	37	21	76	41	69	36	37	23	51	89	56	13	18	8	95	4	
41	50	90	51	33	41	45	93	31	34	58	75	73	10	50	66	84	28	8	55	63	44	33	69	88	88	81	62	96	78	
21	92	29	12	98	17	52	45	12	38	34	25	69	62	34	20	29	74	3	90	30	65	90	18	35	79	7	72	42	58	
7	62	51	89	29	7	7	37	7	72	74	40	97	98	3	86	20	86	61	22	77	46	43	68	19	33	49	26	6	46	
39	66	64	90	56	92	52	19	84	58	90	60	53	44	15	55	86	34	42	4	12	21	50	10	44	68	42	48	49	4	
94	88	69	59	35	27	8	42	45	92	1	90	9	9	36	23	63	77	13	61	80	78	37	85	87	80	55	30	30	59	
33	79	4	4	39	38	84	46	79	84	93	35	31	3	43	66	26	62	44	38	24	80	17	60	66	5	95	76	88	26	
37	77	6	40	36	98	34	21	2	68	60	94	5	90	97	3	14	24	64	13	17	43	92	87	4	60	47	1	37	90	
80	29	68	42	25	5	41	58	79	42	27	40	38	85	32	36	44	45	15	63	13	85	8	7	29	65	66	75	21	58	
66	3	87	36	44	13	40	40	26	21	82	8	16	75	93	47	66	92	47	36	56	60	22	19	22	50	84	87	80	6	
2	3	62	88	38	61	2	34	3	81	10	40	89	25	70	39	28	91	32	30	28	43	45	5	62	66	10	3	10	45	
62	12	47	26	1	85	42	57	74	98	39	39	93	83	19	64	23	46	12	10	32	39	53	32	97	16	98	62	72	9	
8	35	74	55	16	31	95	58	43	70	13	81	64	8	22	82	27	44	84	39	54	17	33	62	4	86	33	3	49	6	
66	57	40	41	13	56	27	9	69	69	34	81	8	53	44	29	36	71	72	21	65	81	91	97	44	95	84	76	53	35	
37	74	91	77	17	59	88	97	23	58	68	12	94	75	64	40	5	1	12	32	76	76	69	24	30	14	74	70	46	83	
6	82	58	52	16	30	66	5	29	88	18	96	55	14	72	20	53	32	74	20	63	7	51	33	31	36	3	60	7	4	
44	66	41	4	19	57	33	40	61	61	83	35	14	39	48	85	58	56	18	34	31	37	40	81	25	26	18	81	86	79	
84	85	46	27	88	21	39	77	60	1	39	45	35	53	39	38	93	97	49	67	86	79	59	81	17	83	63	89	22	6	
69	7	90	16	87	80	36	27	14	52	82	52	96	72	60	90	66	11	88	16	77	31	51	91	68	67	31	32	57	52	
37	27	15	82	97	3	19	34	84	32	85	23	40	38	94	55	30	61	65	73	33	97	60	83	89	29	51	22	16	64	
29	8	46	43	89	44	2	10	78	41	95	20	63	36	58	58	47	43	75	13	71	63	66	32	47	12	60	53	87	75	
72	18	38	20	60	29	63	17	92	42	57	44	18	21	80	31	35	82	73	65	94	1	29	17	33	31	29	92	39	17	
25	13	88	62	32	6	46	94	22	93	92	35	39	65	11	74	95	45	57	25	65	8	25	49	25	57	35	53	7	74	
25	85	86	15	48	73	74	50	24	95	44	71	85	82	37	96	13	33	42	69	57	63	77	38	13	3	94	48	11	2	
77	89	86	20	59	90	92	34	95	17	85	94	44	71	78	80	68	46	69	66	17	27	84	93	20	96	51	16	1	17	
71	77	7	15	96	66	60	45	55	56	18	41	51	61	68	84	42	91	32	12	58	4	93	97	96	14	95	4	83	51	
20	56	84	80	26	81	47	85	82	58	96	1	54	48	61	23	88	58	16	75	26	29	78	74	28	31	43	78	34	82	
84	9	39	69	88	20	8	91	6	89	50	3	89	5	6	7	82	49	64	53	25	45	81	58	20	64	88	19	97	77	
2	83	85	94	9	31	15	16	23	20	6	28	76	50	86	81	56	69	32	22	23	56	22	60	16	42	79	59	16	78	
38	17	18	78	12	26	64	26	42	86	45	3	69	22	53	57	58	10	27	89	85	6	3	9	21	72	6	1	86	21	
34	79	37	51	59	4	33	24	29	30	66	29	32	36	6	84	48	63	50	31	10	90	36	66	98	56	93	59	12	80	
35	46	61	27	52	75	30	84	54	58	15	21	42	47	13	47	86	16	66	91	46	31	83	37	52	38	48	46	97	60	
81	33	61	97	60	14	73	45	98	29	5	14	5	2	16	71	5	58	87	70	50	34	56	88	71	9	28	20	10	26	
35	90	14	95	89	29	11	19	74	64	47	34	33	8	35	49	78	39	62	66	64	67	2	75	57	28	83	84	3	48	
65	92	94	34	88	84	63	54	58	92	19	7	27	52	68	61	56	47	56	73	15	75	41	70	52	97	53	90	38	55	
40	58	4	35	92	92	74	12	47	33	5	22	93	31	73	62	47	84	65	58	58	35	35	98	6	86	53	14	33	46	
24	72	6	28	62	53	75	37	64	23	26	24	98	20	54	72	38	56	57	4	16	70	38	50	70	97	91	78	12	25	
25	89	53	84	18	16	92	92	9	13	71	34	36	70	53	89	98	46	47	12	49	18	82	42	23	9	94	69	86	61	
93	66	52	3	8	69	73	1	19	81	68	89	16	5	16	24	94	15	70	96	27	74	69	64	72	91	72	67	61	15	
30	11	36	37	14	97	61	86	98	79	24	23	25	93	27	41	18	76	11	43	29	91	73	97	56	46	89	83	68	51	
53	53	62	89	89	31	87	52	72	42	86	51	64	13	45	91	9	62	24	19	61	53	12	89	51	23	36	42	8	59	
48	60	68	65	6	58	51	93	65	24	90	53	74	56	21	74	4	29	92	27	47	54	79	58	44	86	37	35	83	44	
49	32	59	18	97	65	76	5	15	96	29	6	6	58	17	26	88	74	54	81	3	3	36	37	16	35	78	8	69	62	
51	73	94	66	91	48	32	24	52	2	21	36	7	27	50	78	8	39	53	62	75	11	20	12	4	89	2	81	97	26	
45	5	98	94	70	90	97	57	15	6	58	90	42	21	72	47	98	79	41	52	96	17	19	71	82	22	18	83	58	70	
64	4	74	63	53	2	55	51	58	25	57	72	16	54	92	43	56	47	78	52	54	75	68	72	4	7	49	21	45	9	
90	10	66	21	28	21	76	38	71	90	63	83	63	34	92	12	77	49	58	56	2	67	86	25	95	89	85	45	65	31	
53	12	94	21	87	24	95	64	61	23	55	79	8	73	15	1	40	47	6	97	58	7	22	45	86	18	90	72	62	12	
59	71	78	54	47	66	33	43	85	94	65	96	74	28	70	44	83	12	46	88	64	5	50	41	6	37	58	51	11	76	
62	69	48	95	78	50	18	13	92	5	8	14	2	37	96	27	37	80	92	82	69	14	87	20	54	48	57	14	98	23	
89	17	91	92	14	70	43	31	38	90	89	45	59	46	38	56	73	30	37	66	13	61	79	55	81	89	4	93	4	3	
71	48	74	19	95	87	44	39	73	82	84	64	82	44	11	21	2	39	50	92	61	19	55	95	73	91	85	33	41	44	
89	67	91	64	85	43	8	30	81	81	13	22	2	95	22	66	71	77	61	77	70	23	95	80	73	25	28	60	57	24	
59	4	90	52	67	76	50	75	8	33	13	74	10	68	70	31	89	43	9	51	21	35	29	71	16	4	51	98	19	64	
23	77	67	15	84	35	46	36	65	9	24	33	83	87	56	54	20	47	52	82	53	28	18	38	54	88	95	7	87	69	
70	11	3	38	79	43	28	81	78	49	89	57	81	29	45	93	83	20	41	90	4	49	74	21	42	29	10	38	35	52	
62	60	19	65	97	53	9	81	35	42	31	80	98	13	10	98	7	48	74	3	40	77	8	15	53	5	97	19	97	34	
70	60	93	88	26	48	43	88	30	33	31	16	14	84	28	78	40	89	27	15	47	22	47	10	36	1	15	89	73	13	
24	45	28	72	88	54	75	86	43	6	21	30	21	88	15	5	67	54	49	50	24	51	71	70	17	63	71	85	53	45	
53	32	45	80	5	89	35	80	76	34	41	52	63	18	96	33	76	20	43	80	69	66	86	42	38	4	60	64	88	14	
64	42	45	65	78	5	55	14	40	32	3	81	40	21	54	37	10	85	56	52	66	27	19	53	24	12	13	83	31	56	
52	95	54	96	61	33	56	71	2	96	4	5	34	43	79	87	35	88	29	91	41	94	73	16	4	96	27	16	36	58	
28	87	10	81	84	26	15	41	96	70	92	55	30	27	54	11	69	88	98	97	36	95	92	10	12	52	7	92	23	42	
7	50	84	16	32	69	41	2	66	92	72	59	49	3	42	58	67	12	47	23	11	83	19	58	92	84	65	55	77	88	
52	84	39	38	55	27	62	96	82	83	45	11	98	93	68	41	52	36	8	55	14	72	93	32	86	42	71	52	96	50	
95	6	89	90	97	1	72	16	52	55	1	97	22	54	47	89	50	1	80	57	11	94	85	5	81	72	46	54	25	98	
