34	82	54	32	75	94	32	42	60	15	12	59	52	92	44	31	23	47	75	9	50	78	89	8	7	32	60	30	40	24	
38	74	61	47	7	38	43	39	35	58	9	2	73	60	93	18	46	72	20	23	80	70	2	27	77	62	58	92	92	54	
18	85	29	78	34	35	71	32	29	7	89	37	62	63	96	13	37	98	84	56	22	21	81	77	47	15	94	61	9	87	
16	80	74	44	15	63	34	86	94	63	48	40	1	12	59	53	24	95	8	63	8	29	83	45	61	86	15	56	4	23	
1	73	58	30	72	73	92	7	16	43	25	19	82	80	30	42	88	9	92	95	27	56	79	12	56	95	53	70	52	56	
49	8	84	8	37	57	80	30	19	51	28	44	70	12	79	55	9	68	64	57	64	90	68	98	57	25	94	11	94	3	
22	98	11	61	8	3	19	43	33	38	94	16	37	65	81	17	21	46	40	40	4	59	86	27	58	98	51	9	65	2	
11	86	2	75	5	63	78	23	7	66	16	56	81	8	76	64	78	53	65	19	92	68	77	35	50	90	35	56	98	1	
57	65	42	14	41	46	32	74	25	39	41	40	50	78	4	28	43	81	80	63	2	29	86	34	64	37	26	54	92	79	
10	6	1	51	74	96	53	7	71	77	45	14	72	95	91	75	78	89	58	59	53	15	43	40	48	8	32	29	17	25	
10	26	30	64	33	5	61	85	12	34	19	12	3	90	62	49	23	41	39	80	55	47	94	98	42	97	61	73	28	78	
53	91	59	38	56	91	43	19	33	10	8	51	75	10	43	93	58	21	35	52	2	90	54	51	89	51	49	7	25	76	
84	77	68	45	16	26	91	14	98	26	77	7	76	10	16	74	4	29	94	92	36	51	83	89	3	29	41	8	36	21	
83	75	53	9	75	24	34	68	92	87	49	70	93	80	35	64	56	38	92	7	32	29	14	70	73	16	55	69	23	46	
89	62	76	97	70	53	22	59	76	15	47	26	41	41	7	75	60	18	69	53	25	2	37	38	27	65	9	37	89	86	
82	79	5	60	33	74	68	54	88	45	69	36	70	11	32	32	41	91	50	11	1	74	66	91	67	93	13	31	85	3	
18	25	37	76	40	69	51	9	24	94	53	48	31	78	14	18	11	55	64	60	65	20	89	33	66	13	81	78	44	67	
80	17	47	18	93	86	86	1	94	66	95	4	69	81	37	83	55	48	39	74	63	5	94	10	91	61	22	73	41	21	
96	76	92	44	94	42	32	37	42	81	58	92	41	29	31	77	13	85	80	7	60	1	65	11	10	58	72	85	86	68	
8	83	45	1	83	94	96	70	87	39	52	46	87	48	30	19	27	96	59	62	4	20	62	69	31	71	28	58	58	15	
27	21	54	27	75	38	23	72	63	11	66	70	12	10	20	42	28	2	93	86	63	97	62	81	67	92	9	50	7	66	
20	33	42	29	59	18	22	37	45	84	3	67	56	15	76	75	12	6	76	6	47	94	58	10	32	26	57	41	31	63	
62	51	95	6	79	12	77	3	4	24	42	7	90	97	21	67	73	86	28	6	47	75	56	7	40	87	86	97	29	19	
61	91	25	14	52	5	79	30	61	82	9	5	88	98	57	64	23	86	7	6	91	54	36	4	60	76	47	3	30	31	
21	46	77	45	59	30	6	93	60	22	77	68	80	22	24	39	86	2	26	92	61	72	3	97	76	62	30	78	21	59	
10	41	6	87	42	21	72	47	69	87	24	47	13	6	69	90	44	12	91	69	5	53	96	62	7	73	79	36	8	1	
50	72	42	12	16	83	86	87	85	56	76	64	5	88	69	29	79	68	94	27	92	54	35	90	17	42	20	96	33	28	
96	83	1	93	94	16	77	81	58	19	92	35	83	52	78	9	80	14	77	31	94	26	85	31	17	3	28	37	98	60	
20	96	44	20	90	93	89	25	31	4	97	25	39	37	32	72	2	68	42	34	98	37	59	84	23	76	87	50	68	86	
12	87	39	11	62	85	60	52	65	46	55	19	26	49	12	58	77	13	27	74	46	26	12	60	12	89	37	54	40	6	
95	7	48	36	72	11	76	33	62	96	34	73	16	60	77	27	19	11	93	45	84	94	70	52	56	37	42	92	90	81	
54	87	44	3	78	71	14	11	59	31	8	92	59	77	53	92	60	71	4	54	71	88	50	43	95	7	35	38	54	27	
74	63	69	73	22	48	45	89	58	5	21	65	97	36	97	51	29	58	78	86	14	50	31	19	48	27	79	83	20	88	
65	94	53	35	68	74	82	15	64	41	73	40	61	71	31	59	78	15	19	57	3	86	62	33	60	12	16	40	50	35	
83	16	84	37	50	54	66	87	24	85	83	96	81	45	25	13	59	4	28	33	16	84	74	33	72	35	44	87	30	93	
24	15	64	63	7	15	18	29	3	95	69	85	49	51	85	73	20	2	32	3	88	3	42	64	35	15	54	35	4	84	
29	81	54	93	45	16	63	19	44	22	69	15	62	19	21	49	47	94	6	34	52	93	90	93	58	27	10	14	61	67	
53	45	5	8	93	49	23	14	23	23	35	92	91	96	66	67	2	69	63	7	4	70	2	94	65	15	76	30	82	92	
52	36	92	56	97	87	6	76	56	83	54	90	32	46	43	97	14	45	23	32	7	27	58	8	76	78	77	9	9	60	
2	60	52	93	17	6	37	76	37	92	16	90	39	47	91	82	2	7	28	24	92	34	6	51	96	37	30	30	45	92	
45	2	9	52	95	25	58	87	57	50	37	28	42	75	75	88	58	32	94	41	11	44	31	17	94	82	53	80	13	54	
73	13	55	82	65	7	62	78	50	74	83	86	4	26	18	34	70	32	65	65	72	75	64	58	47	16	95	56	95	63	
11	25	76	65	62	96	28	80	75	77	11	59	64	14	41	81	3	12	14	23	32	42	54	96	55	2	13	52	13	63	
16	23	43	91	44	7	88	71	42	20	5	52	35	68	22	75	6	78	42	74	3	29	17	56	26	71	13	92	24	26	
12	40	4	55	86	47	17	32	73	14	51	77	65	85	2	42	17	62	22	58	37	24	87	53	35	68	79	3	18	59	
82	29	54	86	39	41	88	11	72	19	24	79	51	45	65	9	86	82	70	63	95	8	42	39	16	32	9	94	35	80	
10	18	64	63	59	5	60	5	69	33	23	93	67	29	93	34	37	36	71	8	1	23	15	42	62	30	74	26	80	64	
7	45	37	70	10	52	30	69	56	55	57	34	49	26	62	97	15	1	34	85	8	34	63	77	32	26	62	61	7	43	
26	67	44	18	93	53	69	24	23	26	34	35	59	38	60	23	36	74	77	70	16	84	59	79	62	46	60	26	62	67	
24	43	89	67	61	83	75	31	63	53	13	96	88	27	36	5	5	71	79	81	96	50	67	13	30	84	58	46	11	22	
68	89	64	58	13	80	43	88	13	7	42	79	4	85	7	93	90	12	66	26	92	63	75	16	31	61	2	89	8	66	
66	31	12	85	88	25	67	86	14	35	92	11	15	52	96	75	46	43	86	67	68	36	86	98	7	18	60	8	8	23	
30	29	53	41	16	97	65	38	84	34	72	34	1	42	85	52	18	86	94	60	55	19	51	42	18	57	59	78	21	23	
56	6	51	65	46	22	63	67	59	48	56	86	81	56	83	23	63	57	11	14	72	65	32	78	8	6	36	22	39	12	
44	94	17	51	60	19	28	78	85	43	28	42	84	64	54	69	87	72	27	97	86	54	19	73	33	80	34	24	3	72	
36	3	24	8	9	39	26	36	19	12	34	2	10	20	65	19	88	53	90	70	7	33	25	25	8	13	6	41	36	9	
69	27	65	92	35	73	32	60	10	6	28	44	7	91	19	72	65	62	80	56	33	87	45	13	67	52	79	73	48	16	
37	72	43	3	21	77	75	9	92	40	14	75	39	21	67	13	48	33	74	29	45	62	17	89	30	84	96	10	14	1	
26	6	29	24	8	49	56	38	57	5	33	71	80	28	91	4	40	94	91	16	24	91	77	95	37	9	36	34	72	49	
88	97	54	18	76	17	67	33	10	25	38	42	51	73	25	97	32	65	92	24	80	18	16	14	68	52	76	5	41	50	
9	85	48	18	58	80	34	26	14	97	7	7	94	57	35	21	12	67	85	5	46	22	76	18	35	45	25	13	5	66	
62	13	8	65	30	65	46	19	47	16	71	53	76	67	65	13	87	76	35	73	37	80	94	14	53	84	15	78	96	19	
1	59	32	8	80	17	72	27	90	20	96	62	28	74	30	49	42	18	26	32	46	62	67	95	32	22	81	46	1	78	
64	1	93	51	8	74	68	35	56	15	11	54	76	38	83	62	86	80	35	68	13	81	85	79	77	18	2	15	19	56	
93	83	56	43	35	19	72	58	10	29	72	74	38	6	67	76	67	11	57	3	78	69	39	20	6	72	92	61	86	12	
19	36	50	30	78	41	5	51	98	68	36	28	43	73	87	11	7	55	21	63	13	54	88	52	74	49	79	23	11	66	
34	83	4	84	69	37	80	29	88	35	96	25	62	94	53	6	60	59	60	37	78	29	90	67	36	21	71	16	43	81	
37	33	22	40	18	46	77	53	74	22	87	27	2	7	76	10	12	37	69	72	73	4	56	21	26	91	95	96	8	40	
78	98	72	55	40	45	2	72	97	31	49	41	57	50	47	88	15	59	27	83	86	55	42	43	31	67	35	28	64	96	
23	98	95	50	54	90	94	12	19	48	42	67	88	55	72	37	44	87	51	70	27	38	81	69	80	13	37	16	40	57	
67	18	56	63	67	11	11	62	22	29	65	64	52	11	74	79	3	19	23	53	45	50	90	27	74	71	93	66	42	89	
24	10	8	35	28	75	46	38	92	23	67	59	42	74	25	17	54	27	36	77	79	80	82	26	8	13	96	56	34	93	
46	14	58	54	48	85	30	49	79	23	72	3	37	15	76	17	86	85	43	23	63	77	58	2	4	21	14	1	76	4	
49	24	17	8	77	64	49	62	15	83	40	42	85	33	12	18	49	97	4	92	75	23	70	34	24	74	54	92	30	86	
95	35	11	67	96	43	86	46	6	56	84	45	97	70	77	11	87	82	63	91	75	40	69	2	73	92	31	83	41	17	
70	91	51	36	59	4	78	3	6	83	58	89	83	57	61	18	23	5	1	85	95	75	26	65	32	55	15	19	93	11	
35	20	4	41	55	18	44	34	20	49	72	78	40	56	90	56	73	68	60	73	54	13	5	36	77	91	46	47	11	94	
58	1	15	17	41	25	34	40	58	10	89	85	43	84	42	88	41	71	57	56	1	66	68	60	3	3	52	4	49	62	
97	62	62	67	34	58	91	24	97	6	33	43	90	31	82	88	20	24	16	32	36	16	97	5	75	56	7	28	59	12	
45	14	29	62	80	63	21	29	86	74	34	74	18	26	60	2	69	79	79	84	66	16	55	64	75	32	21	37	15	36	
4	16	5	87	33	84	51	54	14	92	83	4	23	2	83	82	57	53	18	92	92	83	9	48	4	39	35	79	76	6	
70	35	75	74	23	9	59	29	18	29	76	2	32	98	58	16	37	16	24	54	9	71	92	72	20	52	12	11	32	43	
16	3	78	46	76	56	54	90	85	72	74	62	73	7	18	86	76	54	4	55	64	66	27	13	39	3	64	7	13	51	
5	82	9	38	29	84	94	38	32	36	11	7	53	40	68	70	27	1	80	84	56	1	52	38	13	46	40	33	8	8	
39	67	45	48	6	29	87	55	67	20	46	33	81	1	72	50	26	55	50	61	94	61	61	3	1	30	49	94	62	12	
4	56	78	48	5	40	33	92	50	1	67	52	33	49	8	61	54	33	71	6	94	66	22	56	69	22	41	73	72	4	
84	75	60	20	78	20	15	12	67	20	66	36	71	1	40	78	17	94	67	87	55	62	54	76	73	78	54	16	52	27	
73	92	57	88	67	36	10	81	4	76	2	69	67	29	25	9	8	95	4	30	83	14	91	93	89	22	28	44	91	80	
26	21	29	82	11	95	74	74	77	33	7	34	57	30	62	82	38	26	34	95	55	19	10	4	67	54	79	94	54	27	
31	79	47	59	19	13	11	92	42	43	26	5	77	82	34	94	21	27	75	55	77	32	29	42	89	51	95	69	2	6	
51	33	85	97	47	59	66	58	52	9	2	33	13	34	16	2	30	91	28	6	3	6	91	85	47	37	37	98	61	38	
5	13	26	45	12	29	5	77	86	12	41	43	44	54	33	16	55	18	62	39	23	64	98	70	50	3	8	42	2	69	
79	60	37	61	61	4	89	21	36	32	33	77	30	32	86	62	47	96	79	10	36	58	29	36	83	78	92	90	21	93	
16	56	10	9	18	26	12	62	47	48	93	35	26	24	66	67	42	69	64	22	34	56	35	63	47	19	96	40	65	73	
88	80	84	97	88	57	25	56	20	27	5	14	61	84	91	82	52	34	52	17	12	86	28	46	6	74	65	57	69	31	
31	58	66	16	13	12	28	91	67	47	19	71	16	35	56	9	18	63	96	70	79	9	13	63	55	18	92	21	30	63	
7	61	76	72	32	88	83	60	80	7	62	54	77	78	88	88	86	8	52	83	33	87	48	45	51	4	18	98	78	47	
62	84	63	94	13	51	83	52	66	21	58	29	74	37	62	20	80	49	81	34	88	15	76	91	59	82	94	32	81	29	
34	1	68	53	94	80	5	78	87	26	54	47	10	84	39	72	5	20	76	85	9	65	55	84	13	69	67	62	2	6	
90	89	6	15	43	1	51	3	34	39	28	88	85	38	29	25	11	33	1	86	73	9	9	29	49	75	97	71	39	54	
76	30	44	37	45	43	37	95	45	27	89	73	70	76	66	98	56	32	86	56	73	60	21	37	44	69	14	96	95	52	
51	73	37	50	11	37	92	4	87	39	84	78	67	55	55	34	54	12	21	41	24	93	56	44	32	1	68	1	96	64	
52	4	92	44	53	59	81	47	18	69	85	3	48	9	57	4	42	66	70	18	8	49	12	63	92	97	19	17	53	70	
80	60	73	30	6	27	88	86	73	7	56	15	9	60	23	21	19	20	86	88	91	93	92	59	13	85	57	85	57	66	
56	39	27	30	68	32	12	13	19	41	19	31	55	81	90	34	3	10	9	44	54	2	92	47	60	60	88	72	46	46	
39	3	40	22	86	63	53	97	75	28	39	49	14	50	85	5	39	43	68	47	86	77	4	79	26	19	40	69	47	41	
16	41	43	12	62	84	74	17	83	51	98	77	55	13	28	42	71	66	84	40	69	72	19	28	8	98	47	4	68	49	
44	39	89	43	50	53	28	26	25	12	32	78	45	86	90	72	29	62	94	69	57	20	96	75	47	5	30	49	8	53	
97	8	48	44	50	97	52	77	78	76	45	11	55	89	53	2	18	37	63	67	7	21	86	58	52	35	63	37	39	26	
90	38	87	39	37	38	91	88	17	71	21	17	37	31	7	45	32	78	82	50	47	44	26	34	4	77	24	22	70	63	
3	61	56	90	55	92	29	47	37	1	73	57	17	66	87	77	12	74	57	49	25	59	93	50	48	52	83	72	73	10	
90	31	70	3	22	26	94	51	28	86	7	3	44	24	24	86	56	35	61	68	84	41	28	34	46	76	85	84	5	15	

setup
5	8	1	6	4	1	7	7	3	1	2	7	1	7	4	4	6	6	6	6	1	3	6	1	4	3	4	4	1	6	8	5	5	1	3	8	1	1	6	3	1	7	1	1	5	5	4	2	2	2	7	2	4	4	2	8	6	5	3	6	2	3	3	6	3	5	5	3	5	2	5	6	8	5	6	4	1	2	5	2	3	3	4	6	6	5	5	4	2	8	1	3	2	3	1	4	7	5	6	4	7	2	1	6	6	6	2	7	7	6	8	1	1	3	7	6	8	3	1	1	2	2	3	3	4	3	6	3	8	3	6	6	4	6	3	2	3	4	8	2	2	7	2	2	2	8	7	1	3	8	1	4	1	3	7	4	6	4	6	5	7	3	2	2	8	4	3	3	8	2	4	1	1	5	2	2	5	8	2	7	7	2	2	7	4	8	3	1	4	8	5	2	3	6	3	2	2	6	4	1	
7	6	7	8	4	7	4	2	8	7	7	1	7	1	7	6	6	6	6	4	7	7	4	7	7	6	4	8	7	7	4	6	3	7	7	7	7	7	6	7	7	1	7	7	5	5	8	6	7	7	7	6	5	8	7	8	3	3	7	5	6	7	7	7	6	7	6	7	5	7	7	7	4	3	3	5	7	7	6	7	7	8	6	7	2	5	3	4	6	7	7	5	7	7	7	7	4	6	6	8	3	7	7	2	3	5	6	4	1	4	8	7	7	8	4	6	6	7	7	7	7	7	8	6	7	6	7	7	4	7	6	2	4	2	8	7	7	5	4	6	7	3	7	7	7	2	8	7	7	7	7	6	7	5	1	8	2	7	2	3	7	6	6	6	3	5	6	7	7	7	5	7	7	5	6	7	4	2	6	6	7	6	6	1	4	6	6	7	5	5	7	6	5	6	7	6	7	3	7	7	
2	8	3	7	7	3	6	8	8	2	3	8	4	8	7	4	5	8	3	8	7	7	7	8	8	5	7	3	4	6	6	7	6	8	4	2	3	2	5	6	8	8	6	6	6	6	5	3	4	4	4	4	4	2	5	2	7	7	6	5	4	8	7	5	6	7	3	5	4	5	7	8	6	7	6	6	8	4	3	8	5	7	6	4	8	8	7	6	8	5	8	8	4	7	8	8	7	4	8	1	8	2	4	8	6	8	8	8	8	6	4	5	2	2	7	4	3	2	7	5	3	8	1	8	4	6	5	3	8	8	6	8	5	8	4	4	2	7	6	7	8	7	8	8	7	7	8	5	8	4	8	5	4	4	8	2	8	5	7	8	8	5	5	8	7	8	6	6	3	2	4	6	8	5	4	5	6	8	4	4	7	5	5	8	5	6	6	4	7	6	4	6	7	8	8	6	5	6	5	8	
4	6	2	8	7	2	6	8	8	1	2	8	3	7	7	3	4	7	2	7	7	7	6	8	8	4	6	2	4	5	6	7	6	8	3	1	3	2	5	6	7	8	5	5	6	6	5	3	4	4	3	3	3	1	5	2	6	7	5	5	4	8	6	4	5	7	2	4	3	5	7	7	5	7	6	5	7	3	3	8	5	7	6	4	8	8	7	6	7	5	8	7	3	7	7	8	6	4	8	2	8	1	3	8	6	8	7	8	8	5	3	4	2	1	7	4	3	1	6	5	3	8	2	7	4	6	5	3	7	7	5	8	5	8	4	3	1	6	6	7	8	7	8	8	7	7	8	4	8	4	7	4	3	4	7	2	7	5	7	8	8	5	4	7	6	7	6	5	2	1	4	5	8	5	4	4	5	7	3	4	6	4	5	7	5	6	5	3	7	6	4	5	6	8	8	6	5	5	5	7	
